[792, 612]
[sidebar, [241.0, 4.0, 293.0, 18.0], shoonya_9sZUHPH3GFQ0E8, 6515952]
[paragraph, [76.0, 507.0, 147.0, 18.0], shoonya_3sAWQ9WO3T31ZU, 6515952]
[paragraph, [76.0, 525.0, 147.0, 18.0], shoonya_3sAWQ9WO3T31ZU, 6515952]
[paragraph, [76.0, 543.0, 147.0, 18.0], shoonya_3sAWQ9WO3T31ZU, 6515952]
[paragraph, [76.0, 561.0, 147.0, 18.0], shoonya_3sAWQ9WO3T31ZU, 6515952]
[paragraph, [76.0, 579.0, 147.0, 18.0], shoonya_3sAWQ9WO3T31ZU, 6515952]
[paragraph, [76.0, 597.0, 147.0, 18.0], shoonya_3sAWQ9WO3T31ZU, 6515952]
[paragraph, [232.0, 517.0, 147.0, 18.0], shoonya_10sRKD2BJBQQHU, 6515952]
[paragraph, [232.0, 535.0, 147.0, 18.0], shoonya_10sRKD2BJBQQHU, 6515952]
[paragraph, [232.0, 553.0, 147.0, 18.0], shoonya_10sRKD2BJBQQHU, 6515952]
[paragraph, [231.0, 574.0, 149.0, 18.0], u3XjVII163, 6515952]
[paragraph, [231.0, 592.0, 149.0, 18.0], u3XjVII163, 6515952]
[paragraph, [231.0, 610.0, 149.0, 18.0], u3XjVII163, 6515952]
