[3968, 2806]
[headline, [965.0, 191.0, 1548.0, 52.5], Qz_COFIavt, 5683582]
[paragraph, [186.0, 2383.0, 1174.0, 52.5], shoonya_1s981DA3UNBY4E, 5683582]
[paragraph, [186.0, 2435.5, 1174.0, 52.5], shoonya_1s981DA3UNBY4E, 5683582]
[paragraph, [186.0, 2488.0, 1174.0, 52.5], shoonya_1s981DA3UNBY4E, 5683582]
[paragraph, [186.0, 2540.5, 1174.0, 52.5], shoonya_1s981DA3UNBY4E, 5683582]
[paragraph, [186.0, 2593.0, 1174.0, 52.5], shoonya_1s981DA3UNBY4E, 5683582]
[paragraph, [186.0, 2645.5, 1174.0, 52.5], shoonya_1s981DA3UNBY4E, 5683582]
[paragraph, [186.0, 2698.0, 1174.0, 52.5], shoonya_1s981DA3UNBY4E, 5683582]
[paragraph, [186.0, 2750.5, 1174.0, 52.5], shoonya_1s981DA3UNBY4E, 5683582]
[paragraph, [186.0, 2803.0, 1174.0, 52.5], shoonya_1s981DA3UNBY4E, 5683582]
[paragraph, [186.0, 2855.5, 1174.0, 52.5], shoonya_1s981DA3UNBY4E, 5683582]
[paragraph, [186.0, 2908.0, 1174.0, 52.5], shoonya_1s981DA3UNBY4E, 5683582]
[paragraph, [186.0, 2960.5, 1174.0, 52.5], shoonya_1s981DA3UNBY4E, 5683582]
[paragraph, [186.0, 3013.0, 1174.0, 52.5], shoonya_1s981DA3UNBY4E, 5683582]
[paragraph, [186.0, 3065.5, 1174.0, 52.5], shoonya_1s981DA3UNBY4E, 5683582]
[paragraph, [186.0, 3118.0, 1174.0, 52.5], shoonya_1s981DA3UNBY4E, 5683582]
[paragraph, [186.0, 3170.5, 1174.0, 52.5], shoonya_1s981DA3UNBY4E, 5683582]
[paragraph, [186.0, 3223.0, 1174.0, 52.5], shoonya_1s981DA3UNBY4E, 5683582]
[paragraph, [186.0, 3275.5, 1174.0, 52.5], shoonya_1s981DA3UNBY4E, 5683582]
[paragraph, [186.0, 3328.0, 1174.0, 52.5], shoonya_1s981DA3UNBY4E, 5683582]
[paragraph, [186.0, 3380.5, 1174.0, 52.5], shoonya_1s981DA3UNBY4E, 5683582]
[paragraph, [186.0, 3433.0, 1174.0, 52.5], shoonya_1s981DA3UNBY4E, 5683582]
[paragraph, [186.0, 3485.5, 1174.0, 52.5], shoonya_1s981DA3UNBY4E, 5683582]
[paragraph, [186.0, 3538.0, 1174.0, 52.5], shoonya_1s981DA3UNBY4E, 5683582]
[paragraph, [186.0, 3590.5, 1174.0, 52.5], shoonya_1s981DA3UNBY4E, 5683582]
[paragraph, [186.0, 3643.0, 1174.0, 52.5], shoonya_1s981DA3UNBY4E, 5683582]
[paragraph, [1385.0, 1543.0, 1232.0, 52.5], shoonya_0sXKZ4IA8PK631, 5683582]
[paragraph, [1385.0, 1595.5, 1232.0, 52.5], shoonya_0sXKZ4IA8PK631, 5683582]
[paragraph, [1385.0, 1648.0, 1232.0, 52.5], shoonya_0sXKZ4IA8PK631, 5683582]
[paragraph, [1385.0, 1700.5, 1232.0, 52.5], shoonya_0sXKZ4IA8PK631, 5683582]
[paragraph, [1385.0, 1753.0, 1232.0, 52.5], shoonya_0sXKZ4IA8PK631, 5683582]
[paragraph, [1385.0, 1805.5, 1232.0, 52.5], shoonya_0sXKZ4IA8PK631, 5683582]
[paragraph, [1385.0, 1858.0, 1232.0, 52.5], shoonya_0sXKZ4IA8PK631, 5683582]
[paragraph, [1385.0, 1910.5, 1232.0, 52.5], shoonya_0sXKZ4IA8PK631, 5683582]
[paragraph, [1385.0, 1963.0, 1232.0, 52.5], shoonya_0sXKZ4IA8PK631, 5683582]
[paragraph, [1385.0, 2015.5, 1232.0, 52.5], shoonya_0sXKZ4IA8PK631, 5683582]
[paragraph, [1385.0, 2068.0, 1232.0, 52.5], shoonya_0sXKZ4IA8PK631, 5683582]
[paragraph, [1385.0, 2120.5, 1232.0, 52.5], shoonya_0sXKZ4IA8PK631, 5683582]
[paragraph, [1385.0, 2173.0, 1232.0, 52.5], shoonya_0sXKZ4IA8PK631, 5683582]
[paragraph, [1385.0, 2225.5, 1232.0, 52.5], shoonya_0sXKZ4IA8PK631, 5683582]
[paragraph, [1385.0, 2278.0, 1232.0, 52.5], shoonya_0sXKZ4IA8PK631, 5683582]
[paragraph, [1385.0, 2330.5, 1232.0, 52.5], shoonya_0sXKZ4IA8PK631, 5683582]
[paragraph, [1385.0, 2383.0, 1232.0, 52.5], shoonya_0sXKZ4IA8PK631, 5683582]
[paragraph, [1385.0, 2435.5, 1232.0, 52.5], shoonya_0sXKZ4IA8PK631, 5683582]
[paragraph, [1385.0, 2488.0, 1232.0, 52.5], shoonya_0sXKZ4IA8PK631, 5683582]
[paragraph, [1385.0, 2540.5, 1232.0, 52.5], shoonya_0sXKZ4IA8PK631, 5683582]
[paragraph, [1385.0, 2593.0, 1232.0, 52.5], shoonya_0sXKZ4IA8PK631, 5683582]
[quote, [1394.0, 2758.0, 1222.0, 52.5], vejx3w_zSD, 5683582]
[quote, [1394.0, 2810.5, 1222.0, 52.5], vejx3w_zSD, 5683582]
[quote, [1394.0, 2863.0, 1222.0, 52.5], vejx3w_zSD, 5683582]
[author, [1898.0, 3407.0, 203.0, 52.5], dB5STHisGZ, 5683582]
[figure-caption, [1769.0, 3505.0, 469.0, 52.5], xTwaZh9GFQ, 5683582]
[figure-caption, [1769.0, 3557.5, 469.0, 52.5], xTwaZh9GFQ, 5683582]
[figure-caption, [1769.0, 3610.0, 469.0, 52.5], xTwaZh9GFQ, 5683582]
[figure-caption, [1769.0, 3662.5, 469.0, 52.5], xTwaZh9GFQ, 5683582]
[folio, [269.0, 3813.0, 697.0, 52.5], oUw-MflKK5, 5683582]
