[1267, 753]
[folio, [324.0, 78.0, 106.0, 18.0], shoonya_1s55CORN4LXCUB, 5699732]
[paragraph, [73.0, 791.0, 603.0, 18.0], shoonya_0sKJML94VW61QW, 5699732]
[paragraph, [73.0, 809.0, 603.0, 18.0], shoonya_0sKJML94VW61QW, 5699732]
[paragraph, [73.0, 827.0, 603.0, 18.0], shoonya_0sKJML94VW61QW, 5699732]
[paragraph, [73.0, 845.0, 603.0, 18.0], shoonya_0sKJML94VW61QW, 5699732]
[paragraph, [73.0, 863.0, 603.0, 18.0], shoonya_0sKJML94VW61QW, 5699732]
[paragraph, [73.0, 881.0, 603.0, 18.0], shoonya_0sKJML94VW61QW, 5699732]
[paragraph, [73.0, 899.0, 603.0, 18.0], shoonya_0sKJML94VW61QW, 5699732]
[paragraph, [73.0, 917.0, 603.0, 18.0], shoonya_0sKJML94VW61QW, 5699732]
[paragraph, [73.0, 935.0, 603.0, 18.0], shoonya_0sKJML94VW61QW, 5699732]
[paragraph, [73.0, 953.0, 603.0, 18.0], shoonya_0sKJML94VW61QW, 5699732]
[paragraph, [73.0, 971.0, 603.0, 18.0], shoonya_0sKJML94VW61QW, 5699732]
[paragraph, [73.0, 989.0, 603.0, 18.0], shoonya_0sKJML94VW61QW, 5699732]
[paragraph, [73.0, 1007.0, 603.0, 18.0], shoonya_0sKJML94VW61QW, 5699732]
[paragraph, [73.0, 1025.0, 603.0, 18.0], shoonya_0sKJML94VW61QW, 5699732]
[paragraph, [73.0, 1043.0, 603.0, 18.0], shoonya_0sKJML94VW61QW, 5699732]
[paragraph, [73.0, 1061.0, 603.0, 18.0], shoonya_0sKJML94VW61QW, 5699732]
[paragraph, [73.0, 1079.0, 603.0, 18.0], shoonya_0sKJML94VW61QW, 5699732]
[paragraph, [73.0, 1097.0, 603.0, 18.0], shoonya_0sKJML94VW61QW, 5699732]
[paragraph, [68.0, 1122.0, 607.0, 18.0], 0X8Htdgnk-, 5699732]
[paragraph, [68.0, 1140.0, 607.0, 18.0], 0X8Htdgnk-, 5699732]
[paragraph, [68.0, 1158.0, 607.0, 18.0], 0X8Htdgnk-, 5699732]
