[2339, 1656]
[paragraph, [207.0, 162.0, 1218.0, 36.0], shoonya_2sKUZJEDIH0M1H, 5750105]
[paragraph, [214.0, 1210.0, 1210.0, 36.0], shoonya_0s86RZAHJHZZ32, 5750105]
[paragraph, [214.0, 1246.0, 1210.0, 36.0], shoonya_0s86RZAHJHZZ32, 5750105]
[paragraph, [214.0, 1282.0, 1210.0, 36.0], shoonya_0s86RZAHJHZZ32, 5750105]
[paragraph, [214.0, 1318.0, 1210.0, 36.0], shoonya_0s86RZAHJHZZ32, 5750105]
[paragraph, [214.0, 1354.0, 1210.0, 36.0], shoonya_0s86RZAHJHZZ32, 5750105]
[paragraph, [215.0, 1449.0, 1221.0, 36.0], shoonya_1sCOHCMGBGC5IN, 5750105]
[paragraph, [215.0, 1485.0, 1221.0, 36.0], shoonya_1sCOHCMGBGC5IN, 5750105]
[paragraph, [215.0, 1521.0, 1221.0, 36.0], shoonya_1sCOHCMGBGC5IN, 5750105]
[paragraph, [215.0, 1557.0, 1221.0, 36.0], shoonya_1sCOHCMGBGC5IN, 5750105]
[paragraph, [215.0, 1593.0, 1221.0, 36.0], shoonya_1sCOHCMGBGC5IN, 5750105]
[paragraph, [215.0, 1629.0, 1221.0, 36.0], shoonya_1sCOHCMGBGC5IN, 5750105]
[paragraph, [215.0, 1665.0, 1221.0, 36.0], shoonya_1sCOHCMGBGC5IN, 5750105]
[paragraph, [215.0, 1701.0, 1221.0, 36.0], shoonya_1sCOHCMGBGC5IN, 5750105]
[paragraph, [215.0, 1737.0, 1221.0, 36.0], shoonya_1sCOHCMGBGC5IN, 5750105]
[paragraph, [215.0, 1773.0, 1221.0, 36.0], shoonya_1sCOHCMGBGC5IN, 5750105]
[paragraph, [215.0, 1809.0, 1221.0, 36.0], shoonya_1sCOHCMGBGC5IN, 5750105]
[paragraph, [219.0, 1882.0, 1219.0, 36.0], shoonya_3sXWT54TKXJIEJ, 5750105]
[paragraph, [219.0, 1918.0, 1219.0, 36.0], shoonya_3sXWT54TKXJIEJ, 5750105]
[paragraph, [219.0, 1954.0, 1219.0, 36.0], shoonya_3sXWT54TKXJIEJ, 5750105]
[paragraph, [219.0, 1990.0, 1219.0, 36.0], shoonya_3sXWT54TKXJIEJ, 5750105]
[paragraph, [219.0, 2026.0, 1219.0, 36.0], shoonya_3sXWT54TKXJIEJ, 5750105]
[paragraph, [219.0, 2062.0, 1219.0, 36.0], shoonya_3sXWT54TKXJIEJ, 5750105]
[paragraph, [219.0, 2098.0, 1219.0, 36.0], shoonya_3sXWT54TKXJIEJ, 5750105]
[paragraph, [219.0, 2134.0, 1219.0, 36.0], shoonya_3sXWT54TKXJIEJ, 5750105]
[paragraph, [219.0, 2170.0, 1219.0, 36.0], shoonya_3sXWT54TKXJIEJ, 5750105]
