[1320, 1176]
[folio, [928.0, 67.0, 172.0, 18.0], 8JSSOnNOg_, 5694314]
[paragraph, [72.0, 849.0, 332.0, 18.0], shoonya_0sYX7I49O3UCLI, 5694314]
[paragraph, [72.0, 867.0, 332.0, 18.0], shoonya_0sYX7I49O3UCLI, 5694314]
[paragraph, [72.0, 885.0, 332.0, 18.0], shoonya_0sYX7I49O3UCLI, 5694314]
[paragraph, [72.0, 903.0, 332.0, 18.0], shoonya_0sYX7I49O3UCLI, 5694314]
[paragraph, [72.0, 921.0, 332.0, 18.0], shoonya_0sYX7I49O3UCLI, 5694314]
[paragraph, [72.0, 939.0, 332.0, 18.0], shoonya_0sYX7I49O3UCLI, 5694314]
[paragraph, [72.0, 957.0, 332.0, 18.0], shoonya_0sYX7I49O3UCLI, 5694314]
[paragraph, [72.0, 975.0, 332.0, 18.0], shoonya_0sYX7I49O3UCLI, 5694314]
[paragraph, [416.0, 1201.0, 339.0, 18.0], shoonya_2s5SHL59NK0YDP, 5694314]
[paragraph, [416.0, 1219.0, 339.0, 18.0], shoonya_2s5SHL59NK0YDP, 5694314]
[paragraph, [416.0, 1237.0, 339.0, 18.0], shoonya_2s5SHL59NK0YDP, 5694314]
