[1565, 1152]
[paragraph, [725.0, 117.0, 274.0, 36.0], shoonya_5sWA7QF5U3XYJE, 5713034]
[paragraph, [731.0, 1170.0, 306.0, 36.0], shoonya_1s4PGLD0WEO1HP, 5713034]
[paragraph, [731.0, 1206.0, 306.0, 36.0], shoonya_1s4PGLD0WEO1HP, 5713034]
[paragraph, [731.0, 1242.0, 306.0, 36.0], shoonya_1s4PGLD0WEO1HP, 5713034]
[paragraph, [731.0, 1278.0, 306.0, 36.0], shoonya_1s4PGLD0WEO1HP, 5713034]
[paragraph, [731.0, 1314.0, 306.0, 36.0], shoonya_1s4PGLD0WEO1HP, 5713034]
[paragraph, [731.0, 1350.0, 306.0, 36.0], shoonya_1s4PGLD0WEO1HP, 5713034]
[paragraph, [731.0, 1386.0, 306.0, 36.0], shoonya_1s4PGLD0WEO1HP, 5713034]
[paragraph, [106.0, 973.0, 304.0, 36.0], shoonya_3sYUA5BCQAUO8Y, 5713034]
[paragraph, [106.0, 1009.0, 304.0, 36.0], shoonya_3sYUA5BCQAUO8Y, 5713034]
[paragraph, [106.0, 1045.0, 304.0, 36.0], shoonya_3sYUA5BCQAUO8Y, 5713034]
[paragraph, [106.0, 1081.0, 304.0, 36.0], shoonya_3sYUA5BCQAUO8Y, 5713034]
[paragraph, [106.0, 1117.0, 304.0, 36.0], shoonya_3sYUA5BCQAUO8Y, 5713034]
[paragraph, [106.0, 1153.0, 304.0, 36.0], shoonya_3sYUA5BCQAUO8Y, 5713034]
[paragraph, [106.0, 1189.0, 304.0, 36.0], shoonya_3sYUA5BCQAUO8Y, 5713034]
[paragraph, [106.0, 1225.0, 304.0, 36.0], shoonya_3sYUA5BCQAUO8Y, 5713034]
[paragraph, [106.0, 1261.0, 304.0, 36.0], shoonya_3sYUA5BCQAUO8Y, 5713034]
[paragraph, [106.0, 1297.0, 304.0, 36.0], shoonya_3sYUA5BCQAUO8Y, 5713034]
[paragraph, [106.0, 1333.0, 304.0, 36.0], shoonya_3sYUA5BCQAUO8Y, 5713034]
[paragraph, [106.0, 1369.0, 304.0, 36.0], shoonya_3sYUA5BCQAUO8Y, 5713034]
[paragraph, [106.0, 1405.0, 304.0, 36.0], shoonya_3sYUA5BCQAUO8Y, 5713034]
[paragraph, [419.0, 1071.0, 305.0, 36.0], shoonya_4s99J1Y34EFA4F, 5713034]
[paragraph, [419.0, 1107.0, 305.0, 36.0], shoonya_4s99J1Y34EFA4F, 5713034]
[paragraph, [419.0, 1143.0, 305.0, 36.0], shoonya_4s99J1Y34EFA4F, 5713034]
[paragraph, [419.0, 1179.0, 305.0, 36.0], shoonya_4s99J1Y34EFA4F, 5713034]
[paragraph, [419.0, 1215.0, 305.0, 36.0], shoonya_4s99J1Y34EFA4F, 5713034]
[paragraph, [419.0, 1251.0, 305.0, 36.0], shoonya_4s99J1Y34EFA4F, 5713034]
[paragraph, [419.0, 1287.0, 305.0, 36.0], shoonya_4s99J1Y34EFA4F, 5713034]
[paragraph, [419.0, 1323.0, 305.0, 36.0], shoonya_4s99J1Y34EFA4F, 5713034]
[paragraph, [419.0, 1359.0, 305.0, 36.0], shoonya_4s99J1Y34EFA4F, 5713034]
