[1347, 847]
[paragraph, [35.0, 35.0, 768.0, 18.0], gdVpAOIYrt, 5660700]
[paragraph, [37.0, 547.0, 762.0, 18.0], 9qhhAm01pS, 5660700]
[paragraph, [37.0, 565.0, 762.0, 18.0], 9qhhAm01pS, 5660700]
[paragraph, [37.0, 583.0, 762.0, 18.0], 9qhhAm01pS, 5660700]
[paragraph, [37.0, 601.0, 762.0, 18.0], 9qhhAm01pS, 5660700]
[paragraph, [37.0, 619.0, 762.0, 18.0], 9qhhAm01pS, 5660700]
[paragraph, [37.0, 637.0, 762.0, 18.0], 9qhhAm01pS, 5660700]
[paragraph, [37.0, 655.0, 762.0, 18.0], 9qhhAm01pS, 5660700]
[paragraph, [37.0, 673.0, 762.0, 18.0], 9qhhAm01pS, 5660700]
[paragraph, [37.0, 691.0, 762.0, 18.0], 9qhhAm01pS, 5660700]
[paragraph, [37.0, 709.0, 762.0, 18.0], 9qhhAm01pS, 5660700]
[paragraph, [37.0, 727.0, 762.0, 18.0], 9qhhAm01pS, 5660700]
[paragraph, [34.0, 761.0, 768.0, 18.0], aXwvR1b1Jv, 5660700]
[paragraph, [34.0, 779.0, 768.0, 18.0], aXwvR1b1Jv, 5660700]
[paragraph, [34.0, 797.0, 768.0, 18.0], aXwvR1b1Jv, 5660700]
[paragraph, [34.0, 815.0, 768.0, 18.0], aXwvR1b1Jv, 5660700]
[paragraph, [34.0, 833.0, 768.0, 18.0], aXwvR1b1Jv, 5660700]
[paragraph, [34.0, 851.0, 768.0, 18.0], aXwvR1b1Jv, 5660700]
[paragraph, [34.0, 869.0, 768.0, 18.0], aXwvR1b1Jv, 5660700]
[paragraph, [34.0, 887.0, 768.0, 18.0], aXwvR1b1Jv, 5660700]
[paragraph, [34.0, 905.0, 768.0, 18.0], aXwvR1b1Jv, 5660700]
[paragraph, [34.0, 923.0, 768.0, 18.0], aXwvR1b1Jv, 5660700]
[paragraph, [34.0, 941.0, 768.0, 18.0], aXwvR1b1Jv, 5660700]
[paragraph, [34.0, 959.0, 768.0, 18.0], aXwvR1b1Jv, 5660700]
[paragraph, [40.0, 982.0, 761.0, 18.0], DTEje_SvJk, 5660700]
[paragraph, [40.0, 1000.0, 761.0, 18.0], DTEje_SvJk, 5660700]
[paragraph, [40.0, 1018.0, 761.0, 18.0], DTEje_SvJk, 5660700]
[paragraph, [40.0, 1036.0, 761.0, 18.0], DTEje_SvJk, 5660700]
[paragraph, [40.0, 1054.0, 761.0, 18.0], DTEje_SvJk, 5660700]
[paragraph, [40.0, 1072.0, 761.0, 18.0], DTEje_SvJk, 5660700]
[paragraph, [40.0, 1090.0, 761.0, 18.0], DTEje_SvJk, 5660700]
[paragraph, [40.0, 1108.0, 761.0, 18.0], DTEje_SvJk, 5660700]
[paragraph, [40.0, 1126.0, 761.0, 18.0], DTEje_SvJk, 5660700]
[paragraph, [40.0, 1144.0, 761.0, 18.0], DTEje_SvJk, 5660700]
[paragraph, [40.0, 1162.0, 761.0, 18.0], DTEje_SvJk, 5660700]
[folio, [579.0, 1215.0, 213.0, 18.0], JC-FfQpdzJ, 5660700]
[footnote, [4.0, 1265.0, 831.0, 18.0], GZc2sgxY_j, 5660700]
[footnote, [4.0, 1283.0, 831.0, 18.0], GZc2sgxY_j, 5660700]
[footnote, [4.0, 1301.0, 831.0, 18.0], GZc2sgxY_j, 5660700]
[website-link, [484.0, 1300.0, 203.0, 18.0], 8nfYNpWUox, 5660700]
[website-link, [154.0, 1303.0, 226.0, 18.0], jNcwaiUpw6, 5660700]
