[2339, 1653]
[paragraph, [327.0, 160.0, 1137.0, 36.0], shoonya_1sPDPE6SSQS4IJ, 5734408]
[paragraph, [321.0, 1516.0, 1139.0, 36.0], shoonya_0sSSHPPGPWLF4B, 5734408]
[paragraph, [321.0, 1552.0, 1139.0, 36.0], shoonya_0sSSHPPGPWLF4B, 5734408]
[paragraph, [321.0, 1588.0, 1139.0, 36.0], shoonya_0sSSHPPGPWLF4B, 5734408]
[paragraph, [321.0, 1624.0, 1139.0, 36.0], shoonya_0sSSHPPGPWLF4B, 5734408]
[paragraph, [321.0, 1660.0, 1139.0, 36.0], shoonya_0sSSHPPGPWLF4B, 5734408]
[paragraph, [321.0, 1696.0, 1139.0, 36.0], shoonya_0sSSHPPGPWLF4B, 5734408]
[paragraph, [321.0, 1732.0, 1139.0, 36.0], shoonya_0sSSHPPGPWLF4B, 5734408]
[paragraph, [321.0, 1768.0, 1139.0, 36.0], shoonya_0sSSHPPGPWLF4B, 5734408]
[paragraph, [321.0, 1804.0, 1139.0, 36.0], shoonya_0sSSHPPGPWLF4B, 5734408]
[paragraph, [321.0, 1840.0, 1139.0, 36.0], shoonya_0sSSHPPGPWLF4B, 5734408]
[paragraph, [321.0, 1876.0, 1139.0, 36.0], shoonya_0sSSHPPGPWLF4B, 5734408]
[paragraph, [321.0, 1912.0, 1139.0, 36.0], shoonya_0sSSHPPGPWLF4B, 5734408]
[paragraph, [321.0, 1948.0, 1139.0, 36.0], shoonya_0sSSHPPGPWLF4B, 5734408]
[paragraph, [321.0, 1984.0, 1139.0, 36.0], shoonya_0sSSHPPGPWLF4B, 5734408]
[paragraph, [321.0, 2020.0, 1139.0, 36.0], shoonya_0sSSHPPGPWLF4B, 5734408]
[paragraph, [321.0, 2056.0, 1139.0, 36.0], shoonya_0sSSHPPGPWLF4B, 5734408]
[folio, [813.0, 2155.0, 578.0, 36.0], qXAi3LP_lL, 5734408]
