[1269, 869]
[chapter-title, [371.0, 56.0, 210.0, 30.0], shoonya_4s7CMVT1VLMCAX, 5775813]
[paragraph, [163.0, 776.0, 627.0, 18.0], shoonya_1s62Z7L9YDT0UK, 5775813]
[paragraph, [163.0, 794.0, 627.0, 18.0], shoonya_1s62Z7L9YDT0UK, 5775813]
[paragraph, [163.0, 812.0, 627.0, 18.0], shoonya_1s62Z7L9YDT0UK, 5775813]
[paragraph, [163.0, 830.0, 627.0, 18.0], shoonya_1s62Z7L9YDT0UK, 5775813]
[paragraph, [163.0, 848.0, 627.0, 18.0], shoonya_1s62Z7L9YDT0UK, 5775813]
[paragraph, [163.0, 866.0, 627.0, 18.0], shoonya_1s62Z7L9YDT0UK, 5775813]
[paragraph, [163.0, 884.0, 627.0, 18.0], shoonya_1s62Z7L9YDT0UK, 5775813]
[paragraph, [163.0, 902.0, 627.0, 18.0], shoonya_1s62Z7L9YDT0UK, 5775813]
[paragraph, [163.0, 920.0, 627.0, 18.0], shoonya_1s62Z7L9YDT0UK, 5775813]
[paragraph, [163.0, 938.0, 627.0, 18.0], shoonya_1s62Z7L9YDT0UK, 5775813]
[paragraph, [163.0, 956.0, 627.0, 18.0], shoonya_1s62Z7L9YDT0UK, 5775813]
[paragraph, [163.0, 974.0, 627.0, 18.0], shoonya_1s62Z7L9YDT0UK, 5775813]
[paragraph, [163.0, 992.0, 627.0, 18.0], shoonya_1s62Z7L9YDT0UK, 5775813]
[paragraph, [165.0, 1020.0, 626.0, 18.0], shoonya_3sLFSX3DQ27JGP, 5775813]
[paragraph, [165.0, 1038.0, 626.0, 18.0], shoonya_3sLFSX3DQ27JGP, 5775813]
[paragraph, [175.0, 1065.0, 617.0, 18.0], L972Qaq7ps, 5775813]
[paragraph, [175.0, 1083.0, 617.0, 18.0], L972Qaq7ps, 5775813]
