[1388, 886]
[folio, [409.0, 84.0, 99.0, 18.0], 1CSuo366kb, 5742772]
[paragraph, [457.0, 1147.0, 394.0, 18.0], WNuYAlZHBx, 5742772]
[paragraph, [457.0, 1165.0, 394.0, 18.0], WNuYAlZHBx, 5742772]
[paragraph, [457.0, 1183.0, 394.0, 18.0], WNuYAlZHBx, 5742772]
[paragraph, [457.0, 1201.0, 394.0, 18.0], WNuYAlZHBx, 5742772]
[paragraph, [457.0, 1219.0, 394.0, 18.0], WNuYAlZHBx, 5742772]
[paragraph, [457.0, 1237.0, 394.0, 18.0], WNuYAlZHBx, 5742772]
[paragraph, [44.0, 141.0, 360.0, 18.0], VElU8BgIG5, 5742772]
[paragraph, [44.0, 159.0, 360.0, 18.0], VElU8BgIG5, 5742772]
[paragraph, [44.0, 177.0, 360.0, 18.0], VElU8BgIG5, 5742772]
[paragraph, [44.0, 195.0, 360.0, 18.0], VElU8BgIG5, 5742772]
[paragraph, [44.0, 213.0, 360.0, 18.0], VElU8BgIG5, 5742772]
[paragraph, [44.0, 231.0, 360.0, 18.0], VElU8BgIG5, 5742772]
[paragraph, [44.0, 249.0, 360.0, 18.0], VElU8BgIG5, 5742772]
[paragraph, [44.0, 267.0, 360.0, 18.0], VElU8BgIG5, 5742772]
[paragraph, [44.0, 285.0, 360.0, 18.0], VElU8BgIG5, 5742772]
[paragraph, [44.0, 303.0, 360.0, 18.0], VElU8BgIG5, 5742772]
[paragraph, [44.0, 321.0, 360.0, 18.0], VElU8BgIG5, 5742772]
[paragraph, [44.0, 339.0, 360.0, 18.0], VElU8BgIG5, 5742772]
[paragraph, [44.0, 357.0, 360.0, 18.0], VElU8BgIG5, 5742772]
[paragraph, [44.0, 375.0, 360.0, 18.0], VElU8BgIG5, 5742772]
[paragraph, [44.0, 393.0, 360.0, 18.0], VElU8BgIG5, 5742772]
[paragraph, [44.0, 411.0, 360.0, 18.0], VElU8BgIG5, 5742772]
[paragraph, [44.0, 429.0, 360.0, 18.0], VElU8BgIG5, 5742772]
[paragraph, [44.0, 447.0, 360.0, 18.0], VElU8BgIG5, 5742772]
[paragraph, [44.0, 465.0, 360.0, 18.0], VElU8BgIG5, 5742772]
[paragraph, [44.0, 483.0, 360.0, 18.0], VElU8BgIG5, 5742772]
[paragraph, [44.0, 501.0, 360.0, 18.0], VElU8BgIG5, 5742772]
[paragraph, [44.0, 519.0, 360.0, 18.0], VElU8BgIG5, 5742772]
[paragraph, [44.0, 537.0, 360.0, 18.0], VElU8BgIG5, 5742772]
[paragraph, [44.0, 555.0, 360.0, 18.0], VElU8BgIG5, 5742772]
[paragraph, [44.0, 573.0, 360.0, 18.0], VElU8BgIG5, 5742772]
[paragraph, [44.0, 591.0, 360.0, 18.0], VElU8BgIG5, 5742772]
[paragraph, [44.0, 609.0, 360.0, 18.0], VElU8BgIG5, 5742772]
[paragraph, [44.0, 627.0, 360.0, 18.0], VElU8BgIG5, 5742772]
[paragraph, [44.0, 645.0, 360.0, 18.0], VElU8BgIG5, 5742772]
[paragraph, [44.0, 663.0, 360.0, 18.0], VElU8BgIG5, 5742772]
[paragraph, [44.0, 681.0, 360.0, 18.0], VElU8BgIG5, 5742772]
[paragraph, [44.0, 699.0, 360.0, 18.0], VElU8BgIG5, 5742772]
[paragraph, [44.0, 717.0, 360.0, 18.0], VElU8BgIG5, 5742772]
[paragraph, [44.0, 735.0, 360.0, 18.0], VElU8BgIG5, 5742772]
[paragraph, [44.0, 753.0, 360.0, 18.0], VElU8BgIG5, 5742772]
[paragraph, [44.0, 771.0, 360.0, 18.0], VElU8BgIG5, 5742772]
[paragraph, [44.0, 789.0, 360.0, 18.0], VElU8BgIG5, 5742772]
[paragraph, [44.0, 807.0, 360.0, 18.0], VElU8BgIG5, 5742772]
[paragraph, [44.0, 825.0, 360.0, 18.0], VElU8BgIG5, 5742772]
[paragraph, [44.0, 843.0, 360.0, 18.0], VElU8BgIG5, 5742772]
[paragraph, [44.0, 861.0, 360.0, 18.0], VElU8BgIG5, 5742772]
[paragraph, [44.0, 879.0, 360.0, 18.0], VElU8BgIG5, 5742772]
[paragraph, [44.0, 897.0, 360.0, 18.0], VElU8BgIG5, 5742772]
[paragraph, [44.0, 915.0, 360.0, 18.0], VElU8BgIG5, 5742772]
[paragraph, [44.0, 933.0, 360.0, 18.0], VElU8BgIG5, 5742772]
[paragraph, [44.0, 951.0, 360.0, 18.0], VElU8BgIG5, 5742772]
[paragraph, [44.0, 969.0, 360.0, 18.0], VElU8BgIG5, 5742772]
[paragraph, [44.0, 987.0, 360.0, 18.0], VElU8BgIG5, 5742772]
[paragraph, [44.0, 1005.0, 360.0, 18.0], VElU8BgIG5, 5742772]
[paragraph, [44.0, 1023.0, 360.0, 18.0], VElU8BgIG5, 5742772]
[paragraph, [44.0, 1041.0, 360.0, 18.0], VElU8BgIG5, 5742772]
[paragraph, [44.0, 1059.0, 360.0, 18.0], VElU8BgIG5, 5742772]
[paragraph, [44.0, 1077.0, 360.0, 18.0], VElU8BgIG5, 5742772]
[paragraph, [44.0, 1095.0, 360.0, 18.0], VElU8BgIG5, 5742772]
[paragraph, [44.0, 1113.0, 360.0, 18.0], VElU8BgIG5, 5742772]
[paragraph, [44.0, 1131.0, 360.0, 18.0], VElU8BgIG5, 5742772]
[paragraph, [44.0, 1149.0, 360.0, 18.0], VElU8BgIG5, 5742772]
[paragraph, [44.0, 1167.0, 360.0, 18.0], VElU8BgIG5, 5742772]
[paragraph, [44.0, 1185.0, 360.0, 18.0], VElU8BgIG5, 5742772]
[paragraph, [44.0, 1203.0, 360.0, 18.0], VElU8BgIG5, 5742772]
[paragraph, [44.0, 1221.0, 360.0, 18.0], VElU8BgIG5, 5742772]
[paragraph, [44.0, 1239.0, 360.0, 18.0], VElU8BgIG5, 5742772]
[footnote, [50.0, 1269.0, 216.0, 18.0], yfwqRxH3Or, 5742772]
[footnote, [567.0, 1352.0, 270.0, 18.0], zfTCEy9HMs, 5742772]
