[5478, 3644]
[folio, [2276.0, 452.0, 764.0, 52.5], shoonya_3sWZHMBHUOGPM4, 5709689]
[paragraph, [423.0, 4240.0, 2737.0, 52.5], mWCPT6EbcQ, 5709689]
[paragraph, [423.0, 4292.5, 2737.0, 52.5], mWCPT6EbcQ, 5709689]
[paragraph, [423.0, 4345.0, 2737.0, 52.5], mWCPT6EbcQ, 5709689]
[paragraph, [423.0, 4397.5, 2737.0, 52.5], mWCPT6EbcQ, 5709689]
[paragraph, [423.0, 4450.0, 2737.0, 52.5], mWCPT6EbcQ, 5709689]
[paragraph, [423.0, 4502.5, 2737.0, 52.5], mWCPT6EbcQ, 5709689]
[paragraph, [423.0, 4555.0, 2737.0, 52.5], mWCPT6EbcQ, 5709689]
[paragraph, [423.0, 4607.5, 2737.0, 52.5], mWCPT6EbcQ, 5709689]
[paragraph, [423.0, 4660.0, 2737.0, 52.5], mWCPT6EbcQ, 5709689]
[paragraph, [423.0, 4712.5, 2737.0, 52.5], mWCPT6EbcQ, 5709689]
[paragraph, [423.0, 4765.0, 2737.0, 52.5], mWCPT6EbcQ, 5709689]
[paragraph, [423.0, 4817.5, 2737.0, 52.5], mWCPT6EbcQ, 5709689]
