[1356, 826]
[folio, [101.0, 72.0, 109.0, 18.0], shoonya_5sYDJVDAY620FD, 5782399]
[ordered-list, [82.0, 640.0, 669.0, 18.0], shoonya_1sZSEMNZV4XP4M, 5782399]
[ordered-list, [82.0, 658.0, 669.0, 18.0], shoonya_1sZSEMNZV4XP4M, 5782399]
[ordered-list, [82.0, 676.0, 669.0, 18.0], shoonya_1sZSEMNZV4XP4M, 5782399]
[ordered-list, [82.0, 694.0, 669.0, 18.0], shoonya_1sZSEMNZV4XP4M, 5782399]
[ordered-list, [82.0, 712.0, 669.0, 18.0], shoonya_1sZSEMNZV4XP4M, 5782399]
[ordered-list, [82.0, 730.0, 669.0, 18.0], shoonya_1sZSEMNZV4XP4M, 5782399]
[ordered-list, [82.0, 748.0, 669.0, 18.0], shoonya_1sZSEMNZV4XP4M, 5782399]
[ordered-list, [82.0, 766.0, 669.0, 18.0], shoonya_1sZSEMNZV4XP4M, 5782399]
[ordered-list, [82.0, 784.0, 669.0, 18.0], shoonya_1sZSEMNZV4XP4M, 5782399]
[ordered-list, [82.0, 802.0, 669.0, 18.0], shoonya_1sZSEMNZV4XP4M, 5782399]
[ordered-list, [82.0, 820.0, 669.0, 18.0], shoonya_1sZSEMNZV4XP4M, 5782399]
[ordered-list, [82.0, 838.0, 669.0, 18.0], shoonya_1sZSEMNZV4XP4M, 5782399]
[ordered-list, [82.0, 856.0, 669.0, 18.0], shoonya_1sZSEMNZV4XP4M, 5782399]
[ordered-list, [82.0, 874.0, 669.0, 18.0], shoonya_1sZSEMNZV4XP4M, 5782399]
[ordered-list, [82.0, 892.0, 669.0, 18.0], shoonya_1sZSEMNZV4XP4M, 5782399]
[ordered-list, [82.0, 910.0, 669.0, 18.0], shoonya_1sZSEMNZV4XP4M, 5782399]
[ordered-list, [82.0, 928.0, 669.0, 18.0], shoonya_1sZSEMNZV4XP4M, 5782399]
[ordered-list, [82.0, 946.0, 669.0, 18.0], shoonya_1sZSEMNZV4XP4M, 5782399]
[ordered-list, [82.0, 964.0, 669.0, 18.0], shoonya_1sZSEMNZV4XP4M, 5782399]
[ordered-list, [82.0, 982.0, 669.0, 18.0], shoonya_1sZSEMNZV4XP4M, 5782399]
[ordered-list, [82.0, 1000.0, 669.0, 18.0], shoonya_1sZSEMNZV4XP4M, 5782399]
[ordered-list, [82.0, 1018.0, 669.0, 18.0], shoonya_1sZSEMNZV4XP4M, 5782399]
[ordered-list, [82.0, 1036.0, 669.0, 18.0], shoonya_1sZSEMNZV4XP4M, 5782399]
[ordered-list, [82.0, 1054.0, 669.0, 18.0], shoonya_1sZSEMNZV4XP4M, 5782399]
[ordered-list, [82.0, 1072.0, 669.0, 18.0], shoonya_1sZSEMNZV4XP4M, 5782399]
[ordered-list, [82.0, 1090.0, 669.0, 18.0], shoonya_1sZSEMNZV4XP4M, 5782399]
[ordered-list, [82.0, 1108.0, 669.0, 18.0], shoonya_1sZSEMNZV4XP4M, 5782399]
[ordered-list, [82.0, 1126.0, 669.0, 18.0], shoonya_1sZSEMNZV4XP4M, 5782399]
[ordered-list, [82.0, 1144.0, 669.0, 18.0], shoonya_1sZSEMNZV4XP4M, 5782399]
[ordered-list, [82.0, 1162.0, 669.0, 18.0], shoonya_1sZSEMNZV4XP4M, 5782399]
[ordered-list, [82.0, 1180.0, 669.0, 18.0], shoonya_1sZSEMNZV4XP4M, 5782399]
[ordered-list, [82.0, 1198.0, 669.0, 18.0], shoonya_1sZSEMNZV4XP4M, 5782399]
[ordered-list, [82.0, 1216.0, 669.0, 18.0], shoonya_1sZSEMNZV4XP4M, 5782399]
[ordered-list, [82.0, 1234.0, 669.0, 18.0], shoonya_1sZSEMNZV4XP4M, 5782399]
[sub-ordered-list, [90.0, 700.0, 654.0, 18.0], f7Bt4v6Ck3, 5782399]
[sub-ordered-list, [90.0, 718.0, 654.0, 18.0], f7Bt4v6Ck3, 5782399]
[sub-ordered-list, [90.0, 736.0, 654.0, 18.0], f7Bt4v6Ck3, 5782399]
[sub-ordered-list, [90.0, 754.0, 654.0, 18.0], f7Bt4v6Ck3, 5782399]
[sub-ordered-list, [90.0, 772.0, 654.0, 18.0], f7Bt4v6Ck3, 5782399]
[sub-ordered-list, [90.0, 790.0, 654.0, 18.0], f7Bt4v6Ck3, 5782399]
[sub-ordered-list, [90.0, 808.0, 654.0, 18.0], f7Bt4v6Ck3, 5782399]
[sub-ordered-list, [90.0, 826.0, 654.0, 18.0], f7Bt4v6Ck3, 5782399]
[sub-ordered-list, [90.0, 844.0, 654.0, 18.0], f7Bt4v6Ck3, 5782399]
[sub-ordered-list, [90.0, 862.0, 654.0, 18.0], f7Bt4v6Ck3, 5782399]
[sub-ordered-list, [90.0, 880.0, 654.0, 18.0], f7Bt4v6Ck3, 5782399]
[sub-ordered-list, [90.0, 898.0, 654.0, 18.0], f7Bt4v6Ck3, 5782399]
[sub-ordered-list, [90.0, 916.0, 654.0, 18.0], f7Bt4v6Ck3, 5782399]
[sub-ordered-list, [90.0, 934.0, 654.0, 18.0], f7Bt4v6Ck3, 5782399]
[sub-ordered-list, [90.0, 952.0, 654.0, 18.0], f7Bt4v6Ck3, 5782399]
[sub-ordered-list, [90.0, 970.0, 654.0, 18.0], f7Bt4v6Ck3, 5782399]
[sub-ordered-list, [90.0, 988.0, 654.0, 18.0], f7Bt4v6Ck3, 5782399]
[sub-ordered-list, [90.0, 1006.0, 654.0, 18.0], f7Bt4v6Ck3, 5782399]
[sub-ordered-list, [90.0, 1024.0, 654.0, 18.0], f7Bt4v6Ck3, 5782399]
[sub-ordered-list, [90.0, 1042.0, 654.0, 18.0], f7Bt4v6Ck3, 5782399]
[sub-ordered-list, [90.0, 1060.0, 654.0, 18.0], f7Bt4v6Ck3, 5782399]
[sub-ordered-list, [90.0, 1078.0, 654.0, 18.0], f7Bt4v6Ck3, 5782399]
[sub-ordered-list, [90.0, 1096.0, 654.0, 18.0], f7Bt4v6Ck3, 5782399]
[sub-ordered-list, [90.0, 1114.0, 654.0, 18.0], f7Bt4v6Ck3, 5782399]
[sub-ordered-list, [90.0, 1132.0, 654.0, 18.0], f7Bt4v6Ck3, 5782399]
[sub-ordered-list, [90.0, 1150.0, 654.0, 18.0], f7Bt4v6Ck3, 5782399]
[sub-ordered-list, [90.0, 1168.0, 654.0, 18.0], f7Bt4v6Ck3, 5782399]
[sub-ordered-list, [90.0, 1186.0, 654.0, 18.0], f7Bt4v6Ck3, 5782399]
[sub-ordered-list, [90.0, 1204.0, 654.0, 18.0], f7Bt4v6Ck3, 5782399]
[sub-ordered-list, [90.0, 1222.0, 654.0, 18.0], f7Bt4v6Ck3, 5782399]
[subsub-ordered-list, [96.0, 984.0, 644.0, 18.0], qxHERWHTVk, 5782399]
[subsub-ordered-list, [96.0, 1002.0, 644.0, 18.0], qxHERWHTVk, 5782399]
[subsub-ordered-list, [96.0, 1020.0, 644.0, 18.0], qxHERWHTVk, 5782399]
[subsub-ordered-list, [96.0, 1038.0, 644.0, 18.0], qxHERWHTVk, 5782399]
[subsub-ordered-list, [96.0, 1056.0, 644.0, 18.0], qxHERWHTVk, 5782399]
[subsub-ordered-list, [96.0, 1074.0, 644.0, 18.0], qxHERWHTVk, 5782399]
[subsub-ordered-list, [96.0, 1092.0, 644.0, 18.0], qxHERWHTVk, 5782399]
[subsub-ordered-list, [96.0, 1110.0, 644.0, 18.0], qxHERWHTVk, 5782399]
[subsub-ordered-list, [96.0, 1128.0, 644.0, 18.0], qxHERWHTVk, 5782399]
[subsub-ordered-list, [96.0, 1146.0, 644.0, 18.0], qxHERWHTVk, 5782399]
[subsub-ordered-list, [96.0, 1164.0, 644.0, 18.0], qxHERWHTVk, 5782399]
[subsub-ordered-list, [96.0, 1182.0, 644.0, 18.0], qxHERWHTVk, 5782399]
[subsub-ordered-list, [96.0, 1200.0, 644.0, 18.0], qxHERWHTVk, 5782399]
[subsub-ordered-list, [96.0, 1218.0, 644.0, 18.0], qxHERWHTVk, 5782399]
