[1461, 1106]
[section-title, [120.0, 124.0, 623.0, 30.0], hA84tOxh4A, 5758851]
[unordered-list, [139.0, 666.0, 829.0, 18.0], Zg3VFuKg-C, 5758851]
[unordered-list, [139.0, 684.0, 829.0, 18.0], Zg3VFuKg-C, 5758851]
[unordered-list, [139.0, 702.0, 829.0, 18.0], Zg3VFuKg-C, 5758851]
[unordered-list, [139.0, 720.0, 829.0, 18.0], Zg3VFuKg-C, 5758851]
[unordered-list, [139.0, 738.0, 829.0, 18.0], Zg3VFuKg-C, 5758851]
[unordered-list, [139.0, 756.0, 829.0, 18.0], Zg3VFuKg-C, 5758851]
[unordered-list, [139.0, 774.0, 829.0, 18.0], Zg3VFuKg-C, 5758851]
[unordered-list, [139.0, 792.0, 829.0, 18.0], Zg3VFuKg-C, 5758851]
[unordered-list, [139.0, 810.0, 829.0, 18.0], Zg3VFuKg-C, 5758851]
[unordered-list, [139.0, 828.0, 829.0, 18.0], Zg3VFuKg-C, 5758851]
[unordered-list, [139.0, 846.0, 829.0, 18.0], Zg3VFuKg-C, 5758851]
[unordered-list, [139.0, 864.0, 829.0, 18.0], Zg3VFuKg-C, 5758851]
[unordered-list, [139.0, 882.0, 829.0, 18.0], Zg3VFuKg-C, 5758851]
[unordered-list, [139.0, 900.0, 829.0, 18.0], Zg3VFuKg-C, 5758851]
[unordered-list, [139.0, 918.0, 829.0, 18.0], Zg3VFuKg-C, 5758851]
[unordered-list, [139.0, 936.0, 829.0, 18.0], Zg3VFuKg-C, 5758851]
[unordered-list, [139.0, 954.0, 829.0, 18.0], Zg3VFuKg-C, 5758851]
[sub-unordered-list, [193.0, 727.0, 411.0, 18.0], 5gV5VUteBq, 5758851]
[sub-unordered-list, [193.0, 745.0, 411.0, 18.0], 5gV5VUteBq, 5758851]
[sub-unordered-list, [193.0, 763.0, 411.0, 18.0], 5gV5VUteBq, 5758851]
[sub-unordered-list, [193.0, 781.0, 411.0, 18.0], 5gV5VUteBq, 5758851]
[sub-unordered-list, [193.0, 799.0, 411.0, 18.0], 5gV5VUteBq, 5758851]
[sub-unordered-list, [193.0, 817.0, 411.0, 18.0], 5gV5VUteBq, 5758851]
[sub-unordered-list, [193.0, 835.0, 411.0, 18.0], 5gV5VUteBq, 5758851]
[sub-unordered-list, [193.0, 853.0, 411.0, 18.0], 5gV5VUteBq, 5758851]
[sub-unordered-list, [193.0, 871.0, 411.0, 18.0], 5gV5VUteBq, 5758851]
[sub-unordered-list, [193.0, 889.0, 411.0, 18.0], 5gV5VUteBq, 5758851]
[figure-caption, [786.0, 982.0, 94.0, 18.0], qQjU6v9U-e, 5758851]
[unordered-list, [132.0, 990.0, 501.0, 18.0], InqeJGITLq, 5758851]
[unordered-list, [132.0, 1008.0, 501.0, 18.0], InqeJGITLq, 5758851]
[unordered-list, [132.0, 1026.0, 501.0, 18.0], InqeJGITLq, 5758851]
[unordered-list, [132.0, 1044.0, 501.0, 18.0], InqeJGITLq, 5758851]
[unordered-list, [132.0, 1062.0, 501.0, 18.0], InqeJGITLq, 5758851]
[unordered-list, [132.0, 1080.0, 501.0, 18.0], InqeJGITLq, 5758851]
[unordered-list, [132.0, 1098.0, 501.0, 18.0], InqeJGITLq, 5758851]
[unordered-list, [132.0, 1116.0, 501.0, 18.0], InqeJGITLq, 5758851]
[unordered-list, [132.0, 1134.0, 501.0, 18.0], InqeJGITLq, 5758851]
[unordered-list, [132.0, 1152.0, 501.0, 18.0], InqeJGITLq, 5758851]
[unordered-list, [132.0, 1170.0, 501.0, 18.0], InqeJGITLq, 5758851]
[unordered-list, [132.0, 1188.0, 501.0, 18.0], InqeJGITLq, 5758851]
[sub-unordered-list, [194.0, 1055.0, 436.0, 18.0], yNROseXDRk, 5758851]
[sub-unordered-list, [194.0, 1073.0, 436.0, 18.0], yNROseXDRk, 5758851]
[sub-unordered-list, [194.0, 1091.0, 436.0, 18.0], yNROseXDRk, 5758851]
[sub-unordered-list, [194.0, 1109.0, 436.0, 18.0], yNROseXDRk, 5758851]
[sub-unordered-list, [194.0, 1127.0, 436.0, 18.0], yNROseXDRk, 5758851]
[sub-unordered-list, [194.0, 1145.0, 436.0, 18.0], yNROseXDRk, 5758851]
[sub-unordered-list, [194.0, 1163.0, 436.0, 18.0], yNROseXDRk, 5758851]
[sub-unordered-list, [194.0, 1181.0, 436.0, 18.0], yNROseXDRk, 5758851]
[figure-caption, [792.0, 1207.0, 84.0, 18.0], u0ZO_mV3Di, 5758851]
[folio, [754.0, 1336.0, 154.0, 18.0], 9NI9k87ggT, 5758851]
[folio, [754.0, 1354.0, 154.0, 18.0], 9NI9k87ggT, 5758851]
