[2339, 1656]
[paragraph, [82.0, 66.0, 709.0, 36.0], shoonya_1sW18IPTG2QXQQ, 5750084]
[paragraph, [822.0, 977.0, 706.0, 36.0], shoonya_4sHKFF9BPOIXNS, 5750084]
[paragraph, [822.0, 1013.0, 706.0, 36.0], shoonya_4sHKFF9BPOIXNS, 5750084]
[paragraph, [822.0, 1049.0, 706.0, 36.0], shoonya_4sHKFF9BPOIXNS, 5750084]
[paragraph, [822.0, 1085.0, 706.0, 36.0], shoonya_4sHKFF9BPOIXNS, 5750084]
[paragraph, [822.0, 1121.0, 706.0, 36.0], shoonya_4sHKFF9BPOIXNS, 5750084]
[paragraph, [822.0, 1157.0, 706.0, 36.0], shoonya_4sHKFF9BPOIXNS, 5750084]
[paragraph, [822.0, 1193.0, 706.0, 36.0], shoonya_4sHKFF9BPOIXNS, 5750084]
[paragraph, [822.0, 1229.0, 706.0, 36.0], shoonya_4sHKFF9BPOIXNS, 5750084]
[paragraph, [822.0, 1265.0, 706.0, 36.0], shoonya_4sHKFF9BPOIXNS, 5750084]
[paragraph, [822.0, 1301.0, 706.0, 36.0], shoonya_4sHKFF9BPOIXNS, 5750084]
[paragraph, [831.0, 1341.0, 707.0, 36.0], shoonya_0s2XP0OXMK0BQG, 5750084]
[paragraph, [831.0, 1377.0, 707.0, 36.0], shoonya_0s2XP0OXMK0BQG, 5750084]
[paragraph, [831.0, 1413.0, 707.0, 36.0], shoonya_0s2XP0OXMK0BQG, 5750084]
[paragraph, [831.0, 1449.0, 707.0, 36.0], shoonya_0s2XP0OXMK0BQG, 5750084]
[paragraph, [831.0, 1485.0, 707.0, 36.0], shoonya_0s2XP0OXMK0BQG, 5750084]
[paragraph, [831.0, 1521.0, 707.0, 36.0], shoonya_0s2XP0OXMK0BQG, 5750084]
[paragraph, [831.0, 1557.0, 707.0, 36.0], shoonya_0s2XP0OXMK0BQG, 5750084]
[paragraph, [831.0, 1593.0, 707.0, 36.0], shoonya_0s2XP0OXMK0BQG, 5750084]
[paragraph, [831.0, 1629.0, 707.0, 36.0], shoonya_0s2XP0OXMK0BQG, 5750084]
[paragraph, [831.0, 1665.0, 707.0, 36.0], shoonya_0s2XP0OXMK0BQG, 5750084]
[paragraph, [831.0, 1701.0, 707.0, 36.0], shoonya_0s2XP0OXMK0BQG, 5750084]
[paragraph, [831.0, 1737.0, 707.0, 36.0], shoonya_0s2XP0OXMK0BQG, 5750084]
[paragraph, [831.0, 1773.0, 707.0, 36.0], shoonya_0s2XP0OXMK0BQG, 5750084]
[paragraph, [831.0, 1809.0, 707.0, 36.0], shoonya_0s2XP0OXMK0BQG, 5750084]
[paragraph, [831.0, 1845.0, 707.0, 36.0], shoonya_0s2XP0OXMK0BQG, 5750084]
[paragraph, [831.0, 1881.0, 707.0, 36.0], shoonya_0s2XP0OXMK0BQG, 5750084]
[paragraph, [831.0, 1917.0, 707.0, 36.0], shoonya_0s2XP0OXMK0BQG, 5750084]
[paragraph, [831.0, 1953.0, 707.0, 36.0], shoonya_0s2XP0OXMK0BQG, 5750084]
[paragraph, [831.0, 1989.0, 707.0, 36.0], shoonya_0s2XP0OXMK0BQG, 5750084]
[paragraph, [831.0, 2025.0, 707.0, 36.0], shoonya_0s2XP0OXMK0BQG, 5750084]
[paragraph, [831.0, 2061.0, 707.0, 36.0], shoonya_0s2XP0OXMK0BQG, 5750084]
[paragraph, [94.0, 1894.0, 697.0, 36.0], shoonya_5sGZEZX7YN6236, 5750084]
[paragraph, [94.0, 1930.0, 697.0, 36.0], shoonya_5sGZEZX7YN6236, 5750084]
[paragraph, [94.0, 1966.0, 697.0, 36.0], shoonya_5sGZEZX7YN6236, 5750084]
[unordered-list, [89.0, 2040.0, 417.0, 36.0], F4nrpfmFA8, 5750084]
