[1818, 1374]
[folio, [479.0, 188.0, 408.0, 36.0], shoonya_1sOBP4GM1LNEY2, 5681938]
[paragraph, [115.0, 1221.0, 566.0, 36.0], shoonya_5sAXCU7LMHO92O, 5681938]
[paragraph, [115.0, 1257.0, 566.0, 36.0], shoonya_5sAXCU7LMHO92O, 5681938]
[paragraph, [115.0, 1293.0, 566.0, 36.0], shoonya_5sAXCU7LMHO92O, 5681938]
[paragraph, [699.0, 1193.0, 573.0, 36.0], 08uq6HC0n2, 5681938]
[paragraph, [699.0, 1229.0, 573.0, 36.0], 08uq6HC0n2, 5681938]
[paragraph, [699.0, 1265.0, 573.0, 36.0], 08uq6HC0n2, 5681938]
[paragraph, [699.0, 1301.0, 573.0, 36.0], 08uq6HC0n2, 5681938]
[paragraph, [699.0, 1337.0, 573.0, 36.0], 08uq6HC0n2, 5681938]
[paragraph, [699.0, 1373.0, 573.0, 36.0], 08uq6HC0n2, 5681938]
[paragraph, [699.0, 1409.0, 573.0, 36.0], 08uq6HC0n2, 5681938]
[paragraph, [699.0, 1445.0, 573.0, 36.0], 08uq6HC0n2, 5681938]
[paragraph, [699.0, 1481.0, 573.0, 36.0], 08uq6HC0n2, 5681938]
[paragraph, [699.0, 1517.0, 573.0, 36.0], 08uq6HC0n2, 5681938]
[paragraph, [699.0, 1553.0, 573.0, 36.0], 08uq6HC0n2, 5681938]
[paragraph, [699.0, 1589.0, 573.0, 36.0], 08uq6HC0n2, 5681938]
[paragraph, [699.0, 1625.0, 573.0, 36.0], 08uq6HC0n2, 5681938]
[paragraph, [699.0, 1661.0, 573.0, 36.0], 08uq6HC0n2, 5681938]
[paragraph, [113.0, 1357.0, 565.0, 36.0], FQvzdYUXU2, 5681938]
[paragraph, [113.0, 1393.0, 565.0, 36.0], FQvzdYUXU2, 5681938]
[paragraph, [113.0, 1429.0, 565.0, 36.0], FQvzdYUXU2, 5681938]
[paragraph, [111.0, 1481.0, 575.0, 36.0], uNRtesY3r8, 5681938]
[paragraph, [111.0, 1517.0, 575.0, 36.0], uNRtesY3r8, 5681938]
[paragraph, [111.0, 1553.0, 575.0, 36.0], uNRtesY3r8, 5681938]
[paragraph, [111.0, 1589.0, 575.0, 36.0], uNRtesY3r8, 5681938]
[paragraph, [111.0, 1625.0, 575.0, 36.0], uNRtesY3r8, 5681938]
[paragraph, [111.0, 1661.0, 575.0, 36.0], uNRtesY3r8, 5681938]
