[1613, 1152]
[folio, [493.0, 83.0, 174.0, 36.0], 7rko90xbBg, 5722714]
[paragraph, [84.0, 819.0, 475.0, 36.0], shoonya_4sPVQZPFNIKP6M, 5722714]
[paragraph, [84.0, 855.0, 475.0, 36.0], shoonya_4sPVQZPFNIKP6M, 5722714]
[paragraph, [84.0, 891.0, 475.0, 36.0], shoonya_4sPVQZPFNIKP6M, 5722714]
[paragraph, [84.0, 927.0, 475.0, 36.0], shoonya_4sPVQZPFNIKP6M, 5722714]
[paragraph, [84.0, 963.0, 475.0, 36.0], shoonya_4sPVQZPFNIKP6M, 5722714]
[paragraph, [84.0, 999.0, 475.0, 36.0], shoonya_4sPVQZPFNIKP6M, 5722714]
[paragraph, [84.0, 1035.0, 475.0, 36.0], shoonya_4sPVQZPFNIKP6M, 5722714]
[paragraph, [84.0, 1071.0, 475.0, 36.0], shoonya_4sPVQZPFNIKP6M, 5722714]
[paragraph, [84.0, 1107.0, 475.0, 36.0], shoonya_4sPVQZPFNIKP6M, 5722714]
[paragraph, [84.0, 1143.0, 475.0, 36.0], shoonya_4sPVQZPFNIKP6M, 5722714]
[paragraph, [84.0, 1179.0, 475.0, 36.0], shoonya_4sPVQZPFNIKP6M, 5722714]
[paragraph, [84.0, 1215.0, 475.0, 36.0], shoonya_4sPVQZPFNIKP6M, 5722714]
[paragraph, [84.0, 1251.0, 475.0, 36.0], shoonya_4sPVQZPFNIKP6M, 5722714]
[paragraph, [84.0, 1287.0, 475.0, 36.0], shoonya_4sPVQZPFNIKP6M, 5722714]
[paragraph, [84.0, 1323.0, 475.0, 36.0], shoonya_4sPVQZPFNIKP6M, 5722714]
[paragraph, [84.0, 1359.0, 475.0, 36.0], shoonya_4sPVQZPFNIKP6M, 5722714]
[paragraph, [84.0, 1395.0, 475.0, 36.0], shoonya_4sPVQZPFNIKP6M, 5722714]
[paragraph, [84.0, 1431.0, 475.0, 36.0], shoonya_4sPVQZPFNIKP6M, 5722714]
[paragraph, [591.0, 927.0, 476.0, 36.0], shoonya_0sS69ZJLNGMT6D, 5722714]
[paragraph, [591.0, 963.0, 476.0, 36.0], shoonya_0sS69ZJLNGMT6D, 5722714]
[paragraph, [591.0, 999.0, 476.0, 36.0], shoonya_0sS69ZJLNGMT6D, 5722714]
[paragraph, [591.0, 1035.0, 476.0, 36.0], shoonya_0sS69ZJLNGMT6D, 5722714]
[paragraph, [591.0, 1071.0, 476.0, 36.0], shoonya_0sS69ZJLNGMT6D, 5722714]
[paragraph, [591.0, 1107.0, 476.0, 36.0], shoonya_0sS69ZJLNGMT6D, 5722714]
[paragraph, [591.0, 1143.0, 476.0, 36.0], shoonya_0sS69ZJLNGMT6D, 5722714]
[paragraph, [591.0, 1179.0, 476.0, 36.0], shoonya_0sS69ZJLNGMT6D, 5722714]
[paragraph, [591.0, 1215.0, 476.0, 36.0], shoonya_0sS69ZJLNGMT6D, 5722714]
[paragraph, [591.0, 1251.0, 476.0, 36.0], shoonya_0sS69ZJLNGMT6D, 5722714]
[paragraph, [591.0, 1287.0, 476.0, 36.0], shoonya_0sS69ZJLNGMT6D, 5722714]
[paragraph, [591.0, 1323.0, 476.0, 36.0], shoonya_0sS69ZJLNGMT6D, 5722714]
[paragraph, [591.0, 1359.0, 476.0, 36.0], shoonya_0sS69ZJLNGMT6D, 5722714]
[paragraph, [591.0, 1395.0, 476.0, 36.0], shoonya_0sS69ZJLNGMT6D, 5722714]
[contact-info, [894.0, 1441.0, 185.0, 36.0], fRuwnuTiBe, 5722714]
