[1492, 1000]
[folio, [409.0, 156.0, 206.0, 18.0], shoonya_2s6Y8GDU2GKSTW, 5720653]
[paragraph, [135.0, 743.0, 748.0, 18.0], shoonya_0s9XQ50VR37GCE, 5720653]
[paragraph, [135.0, 761.0, 748.0, 18.0], shoonya_0s9XQ50VR37GCE, 5720653]
[paragraph, [135.0, 779.0, 748.0, 18.0], shoonya_0s9XQ50VR37GCE, 5720653]
[paragraph, [135.0, 797.0, 748.0, 18.0], shoonya_0s9XQ50VR37GCE, 5720653]
[paragraph, [135.0, 815.0, 748.0, 18.0], shoonya_0s9XQ50VR37GCE, 5720653]
[paragraph, [135.0, 833.0, 748.0, 18.0], shoonya_0s9XQ50VR37GCE, 5720653]
[paragraph, [135.0, 851.0, 748.0, 18.0], shoonya_0s9XQ50VR37GCE, 5720653]
[paragraph, [135.0, 869.0, 748.0, 18.0], shoonya_0s9XQ50VR37GCE, 5720653]
[paragraph, [135.0, 887.0, 748.0, 18.0], shoonya_0s9XQ50VR37GCE, 5720653]
[paragraph, [135.0, 905.0, 748.0, 18.0], shoonya_0s9XQ50VR37GCE, 5720653]
[paragraph, [135.0, 923.0, 748.0, 18.0], shoonya_0s9XQ50VR37GCE, 5720653]
[paragraph, [135.0, 941.0, 748.0, 18.0], shoonya_0s9XQ50VR37GCE, 5720653]
[paragraph, [135.0, 959.0, 748.0, 18.0], shoonya_0s9XQ50VR37GCE, 5720653]
[paragraph, [135.0, 977.0, 748.0, 18.0], shoonya_0s9XQ50VR37GCE, 5720653]
[paragraph, [135.0, 995.0, 748.0, 18.0], shoonya_0s9XQ50VR37GCE, 5720653]
[paragraph, [135.0, 1013.0, 748.0, 18.0], shoonya_0s9XQ50VR37GCE, 5720653]
[paragraph, [135.0, 1031.0, 748.0, 18.0], shoonya_0s9XQ50VR37GCE, 5720653]
[paragraph, [135.0, 1049.0, 748.0, 18.0], shoonya_0s9XQ50VR37GCE, 5720653]
[paragraph, [135.0, 1067.0, 748.0, 18.0], shoonya_0s9XQ50VR37GCE, 5720653]
[paragraph, [135.0, 1085.0, 748.0, 18.0], shoonya_0s9XQ50VR37GCE, 5720653]
[paragraph, [135.0, 1103.0, 748.0, 18.0], shoonya_0s9XQ50VR37GCE, 5720653]
[paragraph, [135.0, 1121.0, 748.0, 18.0], shoonya_0s9XQ50VR37GCE, 5720653]
[paragraph, [135.0, 1139.0, 748.0, 18.0], shoonya_0s9XQ50VR37GCE, 5720653]
[paragraph, [135.0, 1157.0, 748.0, 18.0], shoonya_0s9XQ50VR37GCE, 5720653]
[paragraph, [135.0, 1175.0, 748.0, 18.0], shoonya_0s9XQ50VR37GCE, 5720653]
[paragraph, [135.0, 1193.0, 748.0, 18.0], shoonya_0s9XQ50VR37GCE, 5720653]
[paragraph, [135.0, 1211.0, 748.0, 18.0], shoonya_0s9XQ50VR37GCE, 5720653]
[paragraph, [135.0, 1229.0, 748.0, 18.0], shoonya_0s9XQ50VR37GCE, 5720653]
[paragraph, [135.0, 1247.0, 748.0, 18.0], shoonya_0s9XQ50VR37GCE, 5720653]
[paragraph, [135.0, 1265.0, 748.0, 18.0], shoonya_0s9XQ50VR37GCE, 5720653]
[paragraph, [135.0, 1283.0, 748.0, 18.0], shoonya_0s9XQ50VR37GCE, 5720653]
