[6000, 4167]
[folio, [1182.0, 593.0, 1791.0, 52.5], I4Yp1VPynl, 5721582]
[paragraph, [572.0, 4551.5, 3031.0, 52.5], shoonya_0sLO5XHLT15X89, 5721582]
[paragraph, [572.0, 4604.0, 3031.0, 52.5], shoonya_0sLO5XHLT15X89, 5721582]
[paragraph, [572.0, 4656.5, 3031.0, 52.5], shoonya_0sLO5XHLT15X89, 5721582]
[paragraph, [572.0, 4709.0, 3031.0, 52.5], shoonya_0sLO5XHLT15X89, 5721582]
[paragraph, [572.0, 4761.5, 3031.0, 52.5], shoonya_0sLO5XHLT15X89, 5721582]
[paragraph, [572.0, 4814.0, 3031.0, 52.5], shoonya_0sLO5XHLT15X89, 5721582]
[paragraph, [572.0, 4866.5, 3031.0, 52.5], shoonya_0sLO5XHLT15X89, 5721582]
[paragraph, [572.0, 4919.0, 3031.0, 52.5], shoonya_0sLO5XHLT15X89, 5721582]
[paragraph, [572.0, 4971.5, 3031.0, 52.5], shoonya_0sLO5XHLT15X89, 5721582]
[paragraph, [572.0, 5024.0, 3031.0, 52.5], shoonya_0sLO5XHLT15X89, 5721582]
[paragraph, [572.0, 5076.5, 3031.0, 52.5], shoonya_0sLO5XHLT15X89, 5721582]
[paragraph, [572.0, 5129.0, 3031.0, 52.5], shoonya_0sLO5XHLT15X89, 5721582]
[paragraph, [572.0, 5181.5, 3031.0, 52.5], shoonya_0sLO5XHLT15X89, 5721582]
[paragraph, [572.0, 5234.0, 3031.0, 52.5], shoonya_0sLO5XHLT15X89, 5721582]
[paragraph, [572.0, 5286.5, 3031.0, 52.5], shoonya_0sLO5XHLT15X89, 5721582]
[paragraph, [572.0, 5339.0, 3031.0, 52.5], shoonya_0sLO5XHLT15X89, 5721582]
[paragraph, [572.0, 5391.5, 3031.0, 52.5], shoonya_0sLO5XHLT15X89, 5721582]
