[1518, 1004]
[paragraph, [47.0, 83.0, 300.0, 36.0], QZ0y1UIyWl, 6472878]
[paragraph, [664.0, 939.0, 292.0, 36.0], shoonya_0sKWHQP8P3L1KU, 6472878]
[paragraph, [664.0, 975.0, 292.0, 36.0], shoonya_0sKWHQP8P3L1KU, 6472878]
[paragraph, [664.0, 1011.0, 292.0, 36.0], shoonya_0sKWHQP8P3L1KU, 6472878]
[paragraph, [664.0, 1047.0, 292.0, 36.0], shoonya_0sKWHQP8P3L1KU, 6472878]
[paragraph, [664.0, 1083.0, 292.0, 36.0], shoonya_0sKWHQP8P3L1KU, 6472878]
[paragraph, [664.0, 1119.0, 292.0, 36.0], shoonya_0sKWHQP8P3L1KU, 6472878]
[paragraph, [664.0, 1155.0, 292.0, 36.0], shoonya_0sKWHQP8P3L1KU, 6472878]
[paragraph, [664.0, 1191.0, 292.0, 36.0], shoonya_0sKWHQP8P3L1KU, 6472878]
[paragraph, [664.0, 1227.0, 292.0, 36.0], shoonya_0sKWHQP8P3L1KU, 6472878]
[paragraph, [664.0, 1263.0, 292.0, 36.0], shoonya_0sKWHQP8P3L1KU, 6472878]
[paragraph, [664.0, 1299.0, 292.0, 36.0], shoonya_0sKWHQP8P3L1KU, 6472878]
[paragraph, [664.0, 1335.0, 292.0, 36.0], shoonya_0sKWHQP8P3L1KU, 6472878]
[paragraph, [358.0, 1017.0, 287.0, 36.0], GuyT3aLZA2, 6472878]
[paragraph, [358.0, 1053.0, 287.0, 36.0], GuyT3aLZA2, 6472878]
[paragraph, [358.0, 1089.0, 287.0, 36.0], GuyT3aLZA2, 6472878]
[paragraph, [358.0, 1125.0, 287.0, 36.0], GuyT3aLZA2, 6472878]
[paragraph, [358.0, 1161.0, 287.0, 36.0], GuyT3aLZA2, 6472878]
[paragraph, [358.0, 1197.0, 287.0, 36.0], GuyT3aLZA2, 6472878]
[paragraph, [355.0, 1245.0, 289.0, 36.0], eP95N2zOJV, 6472878]
[paragraph, [355.0, 1281.0, 289.0, 36.0], eP95N2zOJV, 6472878]
[paragraph, [355.0, 1317.0, 289.0, 36.0], eP95N2zOJV, 6472878]
[paragraph, [355.0, 1353.0, 289.0, 36.0], eP95N2zOJV, 6472878]
