[1792, 1278]
[folio, [215.0, 22.0, 190.0, 36.0], ebxMBZ5qeI, 5744815]
[jumpline, [843.0, 1010.0, 225.0, 36.0], 6ovwBDgr-P, 5744815]
[headline, [841.0, 1056.0, 283.0, 37.5], shoonya_11s42DXQX94616, 5744815]
[paragraph, [454.0, 1099.0, 366.0, 36.0], shoonya_10sCEQSY0BXX5H, 5744815]
[paragraph, [454.0, 1135.0, 366.0, 36.0], shoonya_10sCEQSY0BXX5H, 5744815]
[paragraph, [454.0, 1171.0, 366.0, 36.0], shoonya_10sCEQSY0BXX5H, 5744815]
[paragraph, [454.0, 1207.0, 366.0, 36.0], shoonya_10sCEQSY0BXX5H, 5744815]
[paragraph, [454.0, 1243.0, 366.0, 36.0], shoonya_10sCEQSY0BXX5H, 5744815]
[paragraph, [454.0, 1279.0, 366.0, 36.0], shoonya_10sCEQSY0BXX5H, 5744815]
[paragraph, [454.0, 1315.0, 366.0, 36.0], shoonya_10sCEQSY0BXX5H, 5744815]
[paragraph, [454.0, 1351.0, 366.0, 36.0], shoonya_10sCEQSY0BXX5H, 5744815]
[paragraph, [454.0, 1387.0, 366.0, 36.0], shoonya_10sCEQSY0BXX5H, 5744815]
[paragraph, [454.0, 1423.0, 366.0, 36.0], shoonya_10sCEQSY0BXX5H, 5744815]
[paragraph, [454.0, 1459.0, 366.0, 36.0], shoonya_10sCEQSY0BXX5H, 5744815]
[paragraph, [838.0, 1268.0, 363.0, 36.0], shoonya_6sGD1EG0AGVPJ6, 5744815]
[paragraph, [838.0, 1304.0, 363.0, 36.0], shoonya_6sGD1EG0AGVPJ6, 5744815]
[paragraph, [838.0, 1340.0, 363.0, 36.0], shoonya_6sGD1EG0AGVPJ6, 5744815]
[paragraph, [838.0, 1376.0, 363.0, 36.0], shoonya_6sGD1EG0AGVPJ6, 5744815]
[paragraph, [838.0, 1412.0, 363.0, 36.0], shoonya_6sGD1EG0AGVPJ6, 5744815]
[paragraph, [838.0, 1448.0, 363.0, 36.0], shoonya_6sGD1EG0AGVPJ6, 5744815]
[paragraph, [838.0, 1484.0, 363.0, 36.0], shoonya_6sGD1EG0AGVPJ6, 5744815]
[paragraph, [838.0, 1520.0, 363.0, 36.0], shoonya_6sGD1EG0AGVPJ6, 5744815]
[paragraph, [838.0, 1556.0, 363.0, 36.0], shoonya_6sGD1EG0AGVPJ6, 5744815]
[paragraph, [838.0, 1592.0, 363.0, 36.0], shoonya_6sGD1EG0AGVPJ6, 5744815]
[paragraph, [838.0, 1628.0, 363.0, 36.0], shoonya_6sGD1EG0AGVPJ6, 5744815]
[paragraph, [838.0, 1664.0, 363.0, 36.0], shoonya_6sGD1EG0AGVPJ6, 5744815]
[paragraph, [838.0, 1700.0, 363.0, 36.0], shoonya_6sGD1EG0AGVPJ6, 5744815]
[paragraph, [72.0, 1514.0, 371.0, 36.0], shoonya_17s84B5CCBEJ77, 5744815]
[paragraph, [72.0, 1550.0, 371.0, 36.0], shoonya_17s84B5CCBEJ77, 5744815]
[paragraph, [72.0, 1586.0, 371.0, 36.0], shoonya_17s84B5CCBEJ77, 5744815]
[paragraph, [72.0, 1622.0, 371.0, 36.0], shoonya_17s84B5CCBEJ77, 5744815]
[paragraph, [455.0, 1535.0, 364.0, 36.0], shoonya_9sHDA0SBQDPE7W, 5744815]
[paragraph, [455.0, 1571.0, 364.0, 36.0], shoonya_9sHDA0SBQDPE7W, 5744815]
[paragraph, [455.0, 1607.0, 364.0, 36.0], shoonya_9sHDA0SBQDPE7W, 5744815]
