[1492, 1000]
[folio, [401.0, 155.0, 206.0, 18.0], shoonya_2sKM6JVGY38M6D, 5720552]
[paragraph, [144.0, 1001.0, 745.0, 18.0], clOjeLPwTf, 5720552]
[paragraph, [144.0, 1019.0, 745.0, 18.0], clOjeLPwTf, 5720552]
[paragraph, [144.0, 1037.0, 745.0, 18.0], clOjeLPwTf, 5720552]
[paragraph, [144.0, 1055.0, 745.0, 18.0], clOjeLPwTf, 5720552]
[paragraph, [144.0, 1073.0, 745.0, 18.0], clOjeLPwTf, 5720552]
[paragraph, [144.0, 1091.0, 745.0, 18.0], clOjeLPwTf, 5720552]
[paragraph, [144.0, 1109.0, 745.0, 18.0], clOjeLPwTf, 5720552]
[paragraph, [144.0, 1127.0, 745.0, 18.0], clOjeLPwTf, 5720552]
[paragraph, [144.0, 1145.0, 745.0, 18.0], clOjeLPwTf, 5720552]
[paragraph, [144.0, 1163.0, 745.0, 18.0], clOjeLPwTf, 5720552]
[paragraph, [144.0, 1181.0, 745.0, 18.0], clOjeLPwTf, 5720552]
[paragraph, [144.0, 1199.0, 745.0, 18.0], clOjeLPwTf, 5720552]
[paragraph, [144.0, 1217.0, 745.0, 18.0], clOjeLPwTf, 5720552]
[paragraph, [144.0, 1235.0, 745.0, 18.0], clOjeLPwTf, 5720552]
[paragraph, [144.0, 1253.0, 745.0, 18.0], clOjeLPwTf, 5720552]
[paragraph, [144.0, 1271.0, 745.0, 18.0], clOjeLPwTf, 5720552]
[paragraph, [144.0, 1289.0, 745.0, 18.0], clOjeLPwTf, 5720552]
