[1367, 845]
[folio, [629.0, 64.0, 112.0, 18.0], 3g7H5_xU1i, 5781950]
[ordered-list, [97.0, 1167.0, 668.0, 18.0], lEQnto2V7P, 5781950]
[ordered-list, [97.0, 1185.0, 668.0, 18.0], lEQnto2V7P, 5781950]
[ordered-list, [97.0, 1203.0, 668.0, 18.0], lEQnto2V7P, 5781950]
[ordered-list, [97.0, 1221.0, 668.0, 18.0], lEQnto2V7P, 5781950]
[sub-ordered-list, [102.0, 439.0, 655.0, 18.0], 9VEHUt5pn4, 5781950]
[sub-ordered-list, [102.0, 457.0, 655.0, 18.0], 9VEHUt5pn4, 5781950]
[sub-ordered-list, [102.0, 475.0, 655.0, 18.0], 9VEHUt5pn4, 5781950]
[sub-ordered-list, [102.0, 493.0, 655.0, 18.0], 9VEHUt5pn4, 5781950]
[sub-ordered-list, [102.0, 511.0, 655.0, 18.0], 9VEHUt5pn4, 5781950]
[sub-ordered-list, [102.0, 529.0, 655.0, 18.0], 9VEHUt5pn4, 5781950]
[sub-ordered-list, [102.0, 547.0, 655.0, 18.0], 9VEHUt5pn4, 5781950]
[sub-ordered-list, [102.0, 565.0, 655.0, 18.0], 9VEHUt5pn4, 5781950]
[sub-ordered-list, [102.0, 583.0, 655.0, 18.0], 9VEHUt5pn4, 5781950]
[sub-ordered-list, [102.0, 601.0, 655.0, 18.0], 9VEHUt5pn4, 5781950]
[sub-ordered-list, [102.0, 619.0, 655.0, 18.0], 9VEHUt5pn4, 5781950]
[sub-ordered-list, [102.0, 637.0, 655.0, 18.0], 9VEHUt5pn4, 5781950]
[sub-ordered-list, [102.0, 655.0, 655.0, 18.0], 9VEHUt5pn4, 5781950]
[sub-ordered-list, [102.0, 673.0, 655.0, 18.0], 9VEHUt5pn4, 5781950]
[sub-ordered-list, [102.0, 691.0, 655.0, 18.0], 9VEHUt5pn4, 5781950]
[sub-ordered-list, [102.0, 709.0, 655.0, 18.0], 9VEHUt5pn4, 5781950]
[sub-ordered-list, [102.0, 727.0, 655.0, 18.0], 9VEHUt5pn4, 5781950]
[sub-ordered-list, [102.0, 745.0, 655.0, 18.0], 9VEHUt5pn4, 5781950]
[sub-ordered-list, [102.0, 763.0, 655.0, 18.0], 9VEHUt5pn4, 5781950]
[sub-ordered-list, [102.0, 781.0, 655.0, 18.0], 9VEHUt5pn4, 5781950]
[subsub-ordered-list, [106.0, 466.0, 646.0, 18.0], Y4dHJ-E_iU, 5781950]
[subsub-ordered-list, [106.0, 484.0, 646.0, 18.0], Y4dHJ-E_iU, 5781950]
[subsub-ordered-list, [106.0, 502.0, 646.0, 18.0], Y4dHJ-E_iU, 5781950]
[subsub-ordered-list, [106.0, 520.0, 646.0, 18.0], Y4dHJ-E_iU, 5781950]
[subsub-ordered-list, [106.0, 538.0, 646.0, 18.0], Y4dHJ-E_iU, 5781950]
[subsub-ordered-list, [106.0, 556.0, 646.0, 18.0], Y4dHJ-E_iU, 5781950]
[subsub-ordered-list, [106.0, 574.0, 646.0, 18.0], Y4dHJ-E_iU, 5781950]
[subsub-ordered-list, [106.0, 592.0, 646.0, 18.0], Y4dHJ-E_iU, 5781950]
[subsub-ordered-list, [106.0, 610.0, 646.0, 18.0], Y4dHJ-E_iU, 5781950]
[subsub-ordered-list, [106.0, 628.0, 646.0, 18.0], Y4dHJ-E_iU, 5781950]
[subsub-ordered-list, [106.0, 646.0, 646.0, 18.0], Y4dHJ-E_iU, 5781950]
[subsub-ordered-list, [106.0, 664.0, 646.0, 18.0], Y4dHJ-E_iU, 5781950]
[subsub-ordered-list, [106.0, 682.0, 646.0, 18.0], Y4dHJ-E_iU, 5781950]
[subsub-ordered-list, [106.0, 700.0, 646.0, 18.0], Y4dHJ-E_iU, 5781950]
[subsub-ordered-list, [106.0, 718.0, 646.0, 18.0], Y4dHJ-E_iU, 5781950]
[subsub-ordered-list, [106.0, 736.0, 646.0, 18.0], Y4dHJ-E_iU, 5781950]
[subsub-ordered-list, [106.0, 754.0, 646.0, 18.0], Y4dHJ-E_iU, 5781950]
[subsub-ordered-list, [106.0, 772.0, 646.0, 18.0], Y4dHJ-E_iU, 5781950]
[sub-ordered-list, [103.0, 852.0, 656.0, 18.0], QAgfWPaJju, 5781950]
[sub-ordered-list, [103.0, 870.0, 656.0, 18.0], QAgfWPaJju, 5781950]
[sub-ordered-list, [103.0, 888.0, 656.0, 18.0], QAgfWPaJju, 5781950]
[sub-ordered-list, [103.0, 906.0, 656.0, 18.0], QAgfWPaJju, 5781950]
[sub-ordered-list, [103.0, 924.0, 656.0, 18.0], QAgfWPaJju, 5781950]
[sub-ordered-list, [103.0, 942.0, 656.0, 18.0], QAgfWPaJju, 5781950]
[sub-ordered-list, [103.0, 960.0, 656.0, 18.0], QAgfWPaJju, 5781950]
[sub-ordered-list, [103.0, 978.0, 656.0, 18.0], QAgfWPaJju, 5781950]
[sub-ordered-list, [103.0, 996.0, 656.0, 18.0], QAgfWPaJju, 5781950]
[sub-ordered-list, [103.0, 1014.0, 656.0, 18.0], QAgfWPaJju, 5781950]
[sub-ordered-list, [103.0, 1032.0, 656.0, 18.0], QAgfWPaJju, 5781950]
[sub-ordered-list, [103.0, 1050.0, 656.0, 18.0], QAgfWPaJju, 5781950]
[sub-ordered-list, [103.0, 1068.0, 656.0, 18.0], QAgfWPaJju, 5781950]
[sub-ordered-list, [103.0, 1086.0, 656.0, 18.0], QAgfWPaJju, 5781950]
[sub-ordered-list, [103.0, 1104.0, 656.0, 18.0], QAgfWPaJju, 5781950]
[sub-ordered-list, [103.0, 1122.0, 656.0, 18.0], QAgfWPaJju, 5781950]
[sub-ordered-list, [103.0, 1140.0, 656.0, 18.0], QAgfWPaJju, 5781950]
[sub-ordered-list, [103.0, 1158.0, 656.0, 18.0], QAgfWPaJju, 5781950]
[sub-ordered-list, [103.0, 1176.0, 656.0, 18.0], QAgfWPaJju, 5781950]
[sub-ordered-list, [103.0, 1194.0, 656.0, 18.0], QAgfWPaJju, 5781950]
[sub-ordered-list, [103.0, 1212.0, 656.0, 18.0], QAgfWPaJju, 5781950]
[subsub-ordered-list, [109.0, 879.0, 644.0, 18.0], p0TaQOVwSx, 5781950]
[subsub-ordered-list, [109.0, 897.0, 644.0, 18.0], p0TaQOVwSx, 5781950]
[subsub-ordered-list, [109.0, 915.0, 644.0, 18.0], p0TaQOVwSx, 5781950]
[subsub-ordered-list, [109.0, 933.0, 644.0, 18.0], p0TaQOVwSx, 5781950]
[subsub-ordered-list, [109.0, 951.0, 644.0, 18.0], p0TaQOVwSx, 5781950]
[subsub-ordered-list, [109.0, 969.0, 644.0, 18.0], p0TaQOVwSx, 5781950]
[subsub-ordered-list, [109.0, 987.0, 644.0, 18.0], p0TaQOVwSx, 5781950]
[subsub-ordered-list, [109.0, 1005.0, 644.0, 18.0], p0TaQOVwSx, 5781950]
[subsub-ordered-list, [109.0, 1023.0, 644.0, 18.0], p0TaQOVwSx, 5781950]
[subsub-ordered-list, [109.0, 1041.0, 644.0, 18.0], p0TaQOVwSx, 5781950]
[subsub-ordered-list, [109.0, 1059.0, 644.0, 18.0], p0TaQOVwSx, 5781950]
[subsub-ordered-list, [109.0, 1077.0, 644.0, 18.0], p0TaQOVwSx, 5781950]
[subsub-ordered-list, [109.0, 1095.0, 644.0, 18.0], p0TaQOVwSx, 5781950]
[subsub-ordered-list, [109.0, 1113.0, 644.0, 18.0], p0TaQOVwSx, 5781950]
[subsub-ordered-list, [109.0, 1131.0, 644.0, 18.0], p0TaQOVwSx, 5781950]
[subsub-ordered-list, [109.0, 1149.0, 644.0, 18.0], p0TaQOVwSx, 5781950]
[subsub-ordered-list, [109.0, 1167.0, 644.0, 18.0], p0TaQOVwSx, 5781950]
[subsub-ordered-list, [109.0, 1185.0, 644.0, 18.0], p0TaQOVwSx, 5781950]
[subsub-ordered-list, [109.0, 1203.0, 644.0, 18.0], p0TaQOVwSx, 5781950]
