[2339, 1653]
[ordered-list, [330.0, 258.0, 666.0, 36.0], shoonya_6sMJEJ84TSMKDQ, 5688691]
[reference, [162.0, 1369.0, 1071.0, 36.0], shoonya_0s3EE7C7ZPFBNB, 5688691]
[reference, [162.0, 1405.0, 1071.0, 36.0], shoonya_0s3EE7C7ZPFBNB, 5688691]
[reference, [162.0, 1441.0, 1071.0, 36.0], shoonya_0s3EE7C7ZPFBNB, 5688691]
[reference, [162.0, 1477.0, 1071.0, 36.0], shoonya_0s3EE7C7ZPFBNB, 5688691]
[reference, [162.0, 1513.0, 1071.0, 36.0], shoonya_0s3EE7C7ZPFBNB, 5688691]
[reference, [162.0, 1549.0, 1071.0, 36.0], shoonya_0s3EE7C7ZPFBNB, 5688691]
[reference, [162.0, 1585.0, 1071.0, 36.0], shoonya_0s3EE7C7ZPFBNB, 5688691]
[reference, [162.0, 1621.0, 1071.0, 36.0], shoonya_0s3EE7C7ZPFBNB, 5688691]
[reference, [162.0, 1657.0, 1071.0, 36.0], shoonya_0s3EE7C7ZPFBNB, 5688691]
[reference, [162.0, 1693.0, 1071.0, 36.0], shoonya_0s3EE7C7ZPFBNB, 5688691]
[reference, [162.0, 1729.0, 1071.0, 36.0], shoonya_0s3EE7C7ZPFBNB, 5688691]
[reference, [162.0, 1765.0, 1071.0, 36.0], shoonya_0s3EE7C7ZPFBNB, 5688691]
[reference, [162.0, 1801.0, 1071.0, 36.0], shoonya_0s3EE7C7ZPFBNB, 5688691]
