[5478, 3644]
[folio, [291.0, 414.0, 938.0, 52.5], PEvtWBv3p2, 5709777]
[paragraph, [464.0, 1718.5, 2177.0, 52.5], I5cInZ7RmR, 5709777]
[paragraph, [464.0, 1771.0, 2177.0, 52.5], I5cInZ7RmR, 5709777]
[paragraph, [268.0, 1830.0, 2692.0, 52.5], 5UK2fb488F, 5709777]
[paragraph, [268.0, 1882.5, 2692.0, 52.5], 5UK2fb488F, 5709777]
[paragraph, [268.0, 1935.0, 2692.0, 52.5], 5UK2fb488F, 5709777]
[paragraph, [268.0, 1987.5, 2692.0, 52.5], 5UK2fb488F, 5709777]
[paragraph, [268.0, 2040.0, 2692.0, 52.5], 5UK2fb488F, 5709777]
[paragraph, [268.0, 2092.5, 2692.0, 52.5], 5UK2fb488F, 5709777]
[paragraph, [268.0, 2145.0, 2692.0, 52.5], 5UK2fb488F, 5709777]
[paragraph, [268.0, 2197.5, 2692.0, 52.5], 5UK2fb488F, 5709777]
[paragraph, [268.0, 2250.0, 2692.0, 52.5], 5UK2fb488F, 5709777]
[paragraph, [268.0, 2302.5, 2692.0, 52.5], 5UK2fb488F, 5709777]
[paragraph, [268.0, 2355.0, 2692.0, 52.5], 5UK2fb488F, 5709777]
[paragraph, [268.0, 2407.5, 2692.0, 52.5], 5UK2fb488F, 5709777]
[paragraph, [268.0, 2460.0, 2692.0, 52.5], 5UK2fb488F, 5709777]
[paragraph, [268.0, 2512.5, 2692.0, 52.5], 5UK2fb488F, 5709777]
[paragraph, [268.0, 2565.0, 2692.0, 52.5], 5UK2fb488F, 5709777]
[paragraph, [268.0, 2617.5, 2692.0, 52.5], 5UK2fb488F, 5709777]
[paragraph, [268.0, 2670.0, 2692.0, 52.5], 5UK2fb488F, 5709777]
[paragraph, [268.0, 2722.5, 2692.0, 52.5], 5UK2fb488F, 5709777]
[paragraph, [268.0, 2775.0, 2692.0, 52.5], 5UK2fb488F, 5709777]
[paragraph, [268.0, 2827.5, 2692.0, 52.5], 5UK2fb488F, 5709777]
[paragraph, [268.0, 2880.0, 2692.0, 52.5], 5UK2fb488F, 5709777]
[paragraph, [259.0, 2987.0, 2710.0, 52.5], 7MtvFSOXpY, 5709777]
[paragraph, [259.0, 3039.5, 2710.0, 52.5], 7MtvFSOXpY, 5709777]
[paragraph, [259.0, 3092.0, 2710.0, 52.5], 7MtvFSOXpY, 5709777]
[paragraph, [259.0, 3144.5, 2710.0, 52.5], 7MtvFSOXpY, 5709777]
[paragraph, [259.0, 3197.0, 2710.0, 52.5], 7MtvFSOXpY, 5709777]
[paragraph, [405.0, 3278.0, 1958.0, 52.5], 9nNn_r2yD9, 5709777]
[paragraph, [405.0, 3330.5, 1958.0, 52.5], 9nNn_r2yD9, 5709777]
[paragraph, [405.0, 3383.0, 1958.0, 52.5], 9nNn_r2yD9, 5709777]
[paragraph, [405.0, 3435.5, 1958.0, 52.5], 9nNn_r2yD9, 5709777]
[paragraph, [268.0, 3524.0, 2764.0, 52.5], 9uUKUvClN7, 5709777]
[paragraph, [268.0, 3576.5, 2764.0, 52.5], 9uUKUvClN7, 5709777]
[paragraph, [268.0, 3629.0, 2764.0, 52.5], 9uUKUvClN7, 5709777]
[paragraph, [268.0, 3681.5, 2764.0, 52.5], 9uUKUvClN7, 5709777]
[paragraph, [268.0, 3734.0, 2764.0, 52.5], 9uUKUvClN7, 5709777]
[paragraph, [268.0, 3786.5, 2764.0, 52.5], 9uUKUvClN7, 5709777]
[paragraph, [268.0, 3839.0, 2764.0, 52.5], 9uUKUvClN7, 5709777]
[paragraph, [268.0, 3891.5, 2764.0, 52.5], 9uUKUvClN7, 5709777]
[paragraph, [268.0, 3944.0, 2764.0, 52.5], 9uUKUvClN7, 5709777]
[paragraph, [268.0, 3996.5, 2764.0, 52.5], 9uUKUvClN7, 5709777]
[paragraph, [268.0, 4049.0, 2764.0, 52.5], 9uUKUvClN7, 5709777]
[paragraph, [268.0, 4101.5, 2764.0, 52.5], 9uUKUvClN7, 5709777]
[paragraph, [510.0, 4184.0, 1361.0, 52.5], 98J3fJOj-9, 5709777]
[paragraph, [510.0, 4236.5, 1361.0, 52.5], 98J3fJOj-9, 5709777]
[paragraph, [268.0, 4321.0, 2660.0, 52.5], BHd6pNNrIY, 5709777]
[paragraph, [268.0, 4373.5, 2660.0, 52.5], BHd6pNNrIY, 5709777]
[paragraph, [277.0, 4439.0, 2773.0, 52.5], bXSqTTH28p, 5709777]
[paragraph, [277.0, 4491.5, 2773.0, 52.5], bXSqTTH28p, 5709777]
[paragraph, [277.0, 4544.0, 2773.0, 52.5], bXSqTTH28p, 5709777]
[paragraph, [277.0, 4596.5, 2773.0, 52.5], bXSqTTH28p, 5709777]
[paragraph, [277.0, 4649.0, 2773.0, 52.5], bXSqTTH28p, 5709777]
[paragraph, [277.0, 4701.5, 2773.0, 52.5], bXSqTTH28p, 5709777]
[paragraph, [277.0, 4754.0, 2773.0, 52.5], bXSqTTH28p, 5709777]
[paragraph, [277.0, 4806.5, 2773.0, 52.5], bXSqTTH28p, 5709777]
[paragraph, [277.0, 4859.0, 2773.0, 52.5], bXSqTTH28p, 5709777]
