[2094, 1538]
[dateline, [65.0, 49.0, 394.0, 64.5], Na5jSn-U4y, 5713337]
[paragraph, [26.0, 1486.0, 730.0, 36.0], pEajYfqil4, 5713337]
[paragraph, [26.0, 1522.0, 730.0, 36.0], pEajYfqil4, 5713337]
[paragraph, [26.0, 1558.0, 730.0, 36.0], pEajYfqil4, 5713337]
[paragraph, [758.0, 1190.0, 735.0, 36.0], shoonya_9sGNOKXEBEUBXE, 5713337]
[paragraph, [758.0, 1226.0, 735.0, 36.0], shoonya_9sGNOKXEBEUBXE, 5713337]
[paragraph, [758.0, 1262.0, 735.0, 36.0], shoonya_9sGNOKXEBEUBXE, 5713337]
[paragraph, [758.0, 1298.0, 735.0, 36.0], shoonya_9sGNOKXEBEUBXE, 5713337]
[paragraph, [758.0, 1334.0, 735.0, 36.0], shoonya_9sGNOKXEBEUBXE, 5713337]
[paragraph, [758.0, 1370.0, 735.0, 36.0], shoonya_9sGNOKXEBEUBXE, 5713337]
[paragraph, [758.0, 1406.0, 735.0, 36.0], shoonya_9sGNOKXEBEUBXE, 5713337]
[paragraph, [758.0, 1442.0, 735.0, 36.0], shoonya_9sGNOKXEBEUBXE, 5713337]
[paragraph, [755.0, 1500.0, 736.0, 36.0], shoonya_5sT0T6R97HQLW9, 5713337]
[paragraph, [755.0, 1536.0, 736.0, 36.0], shoonya_5sT0T6R97HQLW9, 5713337]
[paragraph, [755.0, 1572.0, 736.0, 36.0], shoonya_5sT0T6R97HQLW9, 5713337]
[paragraph, [755.0, 1608.0, 736.0, 36.0], shoonya_5sT0T6R97HQLW9, 5713337]
[paragraph, [755.0, 1644.0, 736.0, 36.0], shoonya_5sT0T6R97HQLW9, 5713337]
[paragraph, [755.0, 1680.0, 736.0, 36.0], shoonya_5sT0T6R97HQLW9, 5713337]
[paragraph, [755.0, 1716.0, 736.0, 36.0], shoonya_5sT0T6R97HQLW9, 5713337]
[paragraph, [755.0, 1752.0, 736.0, 36.0], shoonya_5sT0T6R97HQLW9, 5713337]
[paragraph, [755.0, 1788.0, 736.0, 36.0], shoonya_5sT0T6R97HQLW9, 5713337]
[paragraph, [755.0, 1824.0, 736.0, 36.0], shoonya_5sT0T6R97HQLW9, 5713337]
[paragraph, [755.0, 1860.0, 736.0, 36.0], shoonya_5sT0T6R97HQLW9, 5713337]
[paragraph, [755.0, 1896.0, 736.0, 36.0], shoonya_5sT0T6R97HQLW9, 5713337]
[paragraph, [755.0, 1932.0, 736.0, 36.0], shoonya_5sT0T6R97HQLW9, 5713337]
[paragraph, [27.0, 1617.0, 726.0, 36.0], shoonya_12sU5CYTIGLP64, 5713337]
[paragraph, [27.0, 1653.0, 726.0, 36.0], shoonya_12sU5CYTIGLP64, 5713337]
[paragraph, [27.0, 1689.0, 726.0, 36.0], shoonya_12sU5CYTIGLP64, 5713337]
[paragraph, [27.0, 1725.0, 726.0, 36.0], shoonya_12sU5CYTIGLP64, 5713337]
[paragraph, [27.0, 1761.0, 726.0, 36.0], shoonya_12sU5CYTIGLP64, 5713337]
[paragraph, [27.0, 1797.0, 726.0, 36.0], shoonya_12sU5CYTIGLP64, 5713337]
[paragraph, [27.0, 1833.0, 726.0, 36.0], shoonya_12sU5CYTIGLP64, 5713337]
[paragraph, [23.0, 1892.0, 724.0, 36.0], shoonya_11s44QPA6Q8UDW, 5713337]
[paragraph, [23.0, 1928.0, 724.0, 36.0], shoonya_11s44QPA6Q8UDW, 5713337]
[author, [424.0, 1966.0, 315.0, 36.0], shoonya_6s0Y1TY8TN0FU0, 5713337]
[author, [1152.0, 1976.0, 336.0, 36.0], shoonya_7sUVMUDBCENZLT, 5713337]
