[1437, 878]
[headline, [261.0, 73.0, 485.0, 25.5], _Uqbb3vSvF, 5769847]
[paragraph, [448.0, 338.0, 356.0, 18.0], KV9NpX3wdQ, 5769847]
[paragraph, [448.0, 356.0, 356.0, 18.0], KV9NpX3wdQ, 5769847]
[paragraph, [448.0, 374.0, 356.0, 18.0], KV9NpX3wdQ, 5769847]
[paragraph, [448.0, 392.0, 356.0, 18.0], KV9NpX3wdQ, 5769847]
[paragraph, [451.0, 422.0, 350.0, 18.0], shoonya_3s6LKS23SW2DJY, 5769847]
[paragraph, [451.0, 440.0, 350.0, 18.0], shoonya_3s6LKS23SW2DJY, 5769847]
[paragraph, [451.0, 458.0, 350.0, 18.0], shoonya_3s6LKS23SW2DJY, 5769847]
[paragraph, [451.0, 476.0, 350.0, 18.0], shoonya_3s6LKS23SW2DJY, 5769847]
[paragraph, [451.0, 494.0, 350.0, 18.0], shoonya_3s6LKS23SW2DJY, 5769847]
[paragraph, [451.0, 512.0, 350.0, 18.0], shoonya_3s6LKS23SW2DJY, 5769847]
[paragraph, [451.0, 530.0, 350.0, 18.0], shoonya_3s6LKS23SW2DJY, 5769847]
[paragraph, [83.0, 451.0, 351.0, 18.0], shoonya_9sTESG6H9ELVAY, 5769847]
[paragraph, [83.0, 469.0, 351.0, 18.0], shoonya_9sTESG6H9ELVAY, 5769847]
[paragraph, [83.0, 487.0, 351.0, 18.0], shoonya_9sTESG6H9ELVAY, 5769847]
[paragraph, [83.0, 505.0, 351.0, 18.0], shoonya_9sTESG6H9ELVAY, 5769847]
[paragraph, [83.0, 523.0, 351.0, 18.0], shoonya_9sTESG6H9ELVAY, 5769847]
[paragraph, [83.0, 541.0, 351.0, 18.0], shoonya_9sTESG6H9ELVAY, 5769847]
[paragraph, [83.0, 559.0, 351.0, 18.0], shoonya_9sTESG6H9ELVAY, 5769847]
[paragraph, [451.0, 564.0, 351.0, 18.0], shoonya_6sF8ZWP8ZSOCRO, 5769847]
[paragraph, [451.0, 582.0, 351.0, 18.0], shoonya_6sF8ZWP8ZSOCRO, 5769847]
[paragraph, [451.0, 600.0, 351.0, 18.0], shoonya_6sF8ZWP8ZSOCRO, 5769847]
[paragraph, [451.0, 618.0, 351.0, 18.0], shoonya_6sF8ZWP8ZSOCRO, 5769847]
[paragraph, [451.0, 636.0, 351.0, 18.0], shoonya_6sF8ZWP8ZSOCRO, 5769847]
[paragraph, [451.0, 654.0, 351.0, 18.0], shoonya_6sF8ZWP8ZSOCRO, 5769847]
[paragraph, [451.0, 672.0, 351.0, 18.0], shoonya_6sF8ZWP8ZSOCRO, 5769847]
[paragraph, [451.0, 690.0, 351.0, 18.0], shoonya_6sF8ZWP8ZSOCRO, 5769847]
[paragraph, [451.0, 708.0, 351.0, 18.0], shoonya_6sF8ZWP8ZSOCRO, 5769847]
[paragraph, [451.0, 726.0, 351.0, 18.0], shoonya_6sF8ZWP8ZSOCRO, 5769847]
[paragraph, [451.0, 744.0, 351.0, 18.0], shoonya_6sF8ZWP8ZSOCRO, 5769847]
[paragraph, [451.0, 762.0, 351.0, 18.0], shoonya_6sF8ZWP8ZSOCRO, 5769847]
[paragraph, [451.0, 780.0, 351.0, 18.0], shoonya_6sF8ZWP8ZSOCRO, 5769847]
[paragraph, [451.0, 798.0, 351.0, 18.0], shoonya_6sF8ZWP8ZSOCRO, 5769847]
[paragraph, [79.0, 589.0, 359.0, 18.0], fmLHBePCxn, 5769847]
[paragraph, [79.0, 607.0, 359.0, 18.0], fmLHBePCxn, 5769847]
[paragraph, [79.0, 625.0, 359.0, 18.0], fmLHBePCxn, 5769847]
[paragraph, [79.0, 643.0, 359.0, 18.0], fmLHBePCxn, 5769847]
[paragraph, [79.0, 661.0, 359.0, 18.0], fmLHBePCxn, 5769847]
[paragraph, [79.0, 679.0, 359.0, 18.0], fmLHBePCxn, 5769847]
[paragraph, [79.0, 697.0, 359.0, 18.0], fmLHBePCxn, 5769847]
[paragraph, [79.0, 715.0, 359.0, 18.0], fmLHBePCxn, 5769847]
[paragraph, [73.0, 737.0, 367.0, 18.0], WL-m5fGBuy, 5769847]
[paragraph, [73.0, 755.0, 367.0, 18.0], WL-m5fGBuy, 5769847]
[paragraph, [73.0, 773.0, 367.0, 18.0], WL-m5fGBuy, 5769847]
[paragraph, [73.0, 791.0, 367.0, 18.0], WL-m5fGBuy, 5769847]
[paragraph, [73.0, 809.0, 367.0, 18.0], WL-m5fGBuy, 5769847]
[paragraph, [73.0, 827.0, 367.0, 18.0], WL-m5fGBuy, 5769847]
[paragraph, [73.0, 845.0, 367.0, 18.0], WL-m5fGBuy, 5769847]
[paragraph, [73.0, 863.0, 367.0, 18.0], WL-m5fGBuy, 5769847]
[paragraph, [73.0, 881.0, 367.0, 18.0], WL-m5fGBuy, 5769847]
[paragraph, [73.0, 899.0, 367.0, 18.0], WL-m5fGBuy, 5769847]
[paragraph, [73.0, 917.0, 367.0, 18.0], WL-m5fGBuy, 5769847]
[paragraph, [73.0, 935.0, 367.0, 18.0], WL-m5fGBuy, 5769847]
[paragraph, [73.0, 953.0, 367.0, 18.0], WL-m5fGBuy, 5769847]
[paragraph, [73.0, 971.0, 367.0, 18.0], WL-m5fGBuy, 5769847]
[paragraph, [73.0, 989.0, 367.0, 18.0], WL-m5fGBuy, 5769847]
[paragraph, [450.0, 836.0, 350.0, 18.0], shoonya_5sJ1RMS7HLYPSV, 5769847]
[paragraph, [450.0, 854.0, 350.0, 18.0], shoonya_5sJ1RMS7HLYPSV, 5769847]
[paragraph, [450.0, 872.0, 350.0, 18.0], shoonya_5sJ1RMS7HLYPSV, 5769847]
[paragraph, [450.0, 890.0, 350.0, 18.0], shoonya_5sJ1RMS7HLYPSV, 5769847]
[paragraph, [450.0, 908.0, 350.0, 18.0], shoonya_5sJ1RMS7HLYPSV, 5769847]
[paragraph, [450.0, 926.0, 350.0, 18.0], shoonya_5sJ1RMS7HLYPSV, 5769847]
[paragraph, [450.0, 944.0, 350.0, 18.0], shoonya_5sJ1RMS7HLYPSV, 5769847]
[paragraph, [450.0, 962.0, 350.0, 18.0], shoonya_5sJ1RMS7HLYPSV, 5769847]
[paragraph, [450.0, 980.0, 350.0, 18.0], shoonya_5sJ1RMS7HLYPSV, 5769847]
[paragraph, [450.0, 998.0, 350.0, 18.0], shoonya_5sJ1RMS7HLYPSV, 5769847]
[paragraph, [450.0, 1016.0, 350.0, 18.0], shoonya_5sJ1RMS7HLYPSV, 5769847]
[paragraph, [450.0, 1034.0, 350.0, 18.0], shoonya_5sJ1RMS7HLYPSV, 5769847]
[paragraph, [79.0, 1017.0, 353.0, 18.0], shoonya_2sQ5MA89CSB7X8, 5769847]
[paragraph, [79.0, 1035.0, 353.0, 18.0], shoonya_2sQ5MA89CSB7X8, 5769847]
[paragraph, [79.0, 1053.0, 353.0, 18.0], shoonya_2sQ5MA89CSB7X8, 5769847]
[paragraph, [79.0, 1071.0, 353.0, 18.0], shoonya_2sQ5MA89CSB7X8, 5769847]
[paragraph, [446.0, 1076.0, 353.0, 18.0], shoonya_0sSD3L8K9P1IEG, 5769847]
[paragraph, [446.0, 1094.0, 353.0, 18.0], shoonya_0sSD3L8K9P1IEG, 5769847]
[paragraph, [446.0, 1112.0, 353.0, 18.0], shoonya_0sSD3L8K9P1IEG, 5769847]
[paragraph, [446.0, 1130.0, 353.0, 18.0], shoonya_0sSD3L8K9P1IEG, 5769847]
[paragraph, [446.0, 1148.0, 353.0, 18.0], shoonya_0sSD3L8K9P1IEG, 5769847]
[paragraph, [79.0, 1101.0, 353.0, 18.0], shoonya_7s4X8SJ3UTWZRM, 5769847]
[paragraph, [79.0, 1119.0, 353.0, 18.0], shoonya_7s4X8SJ3UTWZRM, 5769847]
[paragraph, [79.0, 1137.0, 353.0, 18.0], shoonya_7s4X8SJ3UTWZRM, 5769847]
[paragraph, [74.0, 1158.0, 360.0, 18.0], UnUw_1sHdL, 5769847]
[paragraph, [74.0, 1176.0, 360.0, 18.0], UnUw_1sHdL, 5769847]
[paragraph, [74.0, 1194.0, 360.0, 18.0], UnUw_1sHdL, 5769847]
[paragraph, [74.0, 1212.0, 360.0, 18.0], UnUw_1sHdL, 5769847]
[paragraph, [74.0, 1230.0, 360.0, 18.0], UnUw_1sHdL, 5769847]
[paragraph, [74.0, 1248.0, 360.0, 18.0], UnUw_1sHdL, 5769847]
[paragraph, [74.0, 1266.0, 360.0, 18.0], UnUw_1sHdL, 5769847]
[paragraph, [74.0, 1284.0, 360.0, 18.0], UnUw_1sHdL, 5769847]
[paragraph, [74.0, 1302.0, 360.0, 18.0], UnUw_1sHdL, 5769847]
[paragraph, [74.0, 1320.0, 360.0, 18.0], UnUw_1sHdL, 5769847]
[paragraph, [74.0, 1338.0, 360.0, 18.0], UnUw_1sHdL, 5769847]
[paragraph, [446.0, 1190.0, 353.0, 18.0], shoonya_8sM9BLQEZMTMEV, 5769847]
[paragraph, [446.0, 1208.0, 353.0, 18.0], shoonya_8sM9BLQEZMTMEV, 5769847]
[paragraph, [446.0, 1226.0, 353.0, 18.0], shoonya_8sM9BLQEZMTMEV, 5769847]
[paragraph, [446.0, 1244.0, 353.0, 18.0], shoonya_8sM9BLQEZMTMEV, 5769847]
[paragraph, [446.0, 1262.0, 353.0, 18.0], shoonya_8sM9BLQEZMTMEV, 5769847]
[paragraph, [446.0, 1280.0, 353.0, 18.0], shoonya_8sM9BLQEZMTMEV, 5769847]
[paragraph, [446.0, 1298.0, 353.0, 18.0], shoonya_8sM9BLQEZMTMEV, 5769847]
[paragraph, [446.0, 1316.0, 353.0, 18.0], shoonya_8sM9BLQEZMTMEV, 5769847]
[paragraph, [446.0, 1334.0, 353.0, 18.0], shoonya_8sM9BLQEZMTMEV, 5769847]
