[872, 605]
[section-title, [256.0, 33.0, 81.0, 30.0], 7MjWU2nZhY, 6457284]
[paragraph, [300.0, 262.0, 263.0, 18.0], PK44SuDVAx, 6457284]
[paragraph, [300.0, 280.0, 263.0, 18.0], PK44SuDVAx, 6457284]
[paragraph, [300.0, 298.0, 263.0, 18.0], PK44SuDVAx, 6457284]
[paragraph, [300.0, 316.0, 263.0, 18.0], PK44SuDVAx, 6457284]
[paragraph, [300.0, 334.0, 263.0, 18.0], PK44SuDVAx, 6457284]
[paragraph, [300.0, 352.0, 263.0, 18.0], PK44SuDVAx, 6457284]
[paragraph, [300.0, 370.0, 263.0, 18.0], PK44SuDVAx, 6457284]
[paragraph, [300.0, 403.0, 262.0, 18.0], 96hDjMBg0A, 6457284]
[paragraph, [300.0, 424.0, 225.0, 18.0], ZAEDQlrQsA, 6457284]
[paragraph, [34.0, 444.0, 266.0, 18.0], fVGw14RWTE, 6457284]
[paragraph, [300.0, 448.0, 262.0, 18.0], 853IF_i-l6, 6457284]
[paragraph, [300.0, 466.0, 262.0, 18.0], 853IF_i-l6, 6457284]
[paragraph, [300.0, 484.0, 262.0, 18.0], 853IF_i-l6, 6457284]
[paragraph, [300.0, 502.0, 262.0, 18.0], 853IF_i-l6, 6457284]
[paragraph, [300.0, 520.0, 262.0, 18.0], 853IF_i-l6, 6457284]
[paragraph, [300.0, 538.0, 262.0, 18.0], 853IF_i-l6, 6457284]
[paragraph, [36.0, 465.0, 229.0, 18.0], XJ2sWq5sZy, 6457284]
[paragraph, [36.0, 487.0, 266.0, 18.0], gRJmkYNaya, 6457284]
[paragraph, [36.0, 505.0, 266.0, 18.0], gRJmkYNaya, 6457284]
[paragraph, [36.0, 523.0, 266.0, 18.0], gRJmkYNaya, 6457284]
[paragraph, [36.0, 541.0, 266.0, 18.0], gRJmkYNaya, 6457284]
[paragraph, [36.0, 559.0, 266.0, 18.0], gRJmkYNaya, 6457284]
[paragraph, [36.0, 577.0, 266.0, 18.0], gRJmkYNaya, 6457284]
[paragraph, [36.0, 595.0, 266.0, 18.0], gRJmkYNaya, 6457284]
[reference, [303.0, 565.0, 265.0, 18.0], xTbnT4emcc, 6457284]
[reference, [303.0, 583.0, 265.0, 18.0], xTbnT4emcc, 6457284]
[reference, [303.0, 601.0, 265.0, 18.0], xTbnT4emcc, 6457284]
[reference, [303.0, 619.0, 265.0, 18.0], xTbnT4emcc, 6457284]
[reference, [303.0, 637.0, 265.0, 18.0], xTbnT4emcc, 6457284]
[reference, [303.0, 655.0, 265.0, 18.0], xTbnT4emcc, 6457284]
[reference, [303.0, 673.0, 265.0, 18.0], xTbnT4emcc, 6457284]
[reference, [303.0, 691.0, 265.0, 18.0], xTbnT4emcc, 6457284]
[reference, [303.0, 709.0, 265.0, 18.0], xTbnT4emcc, 6457284]
[reference, [303.0, 727.0, 265.0, 18.0], xTbnT4emcc, 6457284]
[reference, [303.0, 745.0, 265.0, 18.0], xTbnT4emcc, 6457284]
[reference, [303.0, 763.0, 265.0, 18.0], xTbnT4emcc, 6457284]
[reference, [303.0, 781.0, 265.0, 18.0], xTbnT4emcc, 6457284]
[reference, [303.0, 799.0, 265.0, 18.0], xTbnT4emcc, 6457284]
[reference, [303.0, 817.0, 265.0, 18.0], xTbnT4emcc, 6457284]
[paragraph, [38.0, 613.0, 262.0, 18.0], wyJpMLs0XF, 6457284]
[paragraph, [38.0, 631.0, 262.0, 18.0], wyJpMLs0XF, 6457284]
[paragraph, [37.0, 649.0, 265.0, 18.0], dYHIgnBDkh, 6457284]
[reference, [38.0, 676.0, 265.0, 18.0], KAAPg-dGbi, 6457284]
[reference, [38.0, 694.0, 265.0, 18.0], KAAPg-dGbi, 6457284]
[reference, [38.0, 712.0, 265.0, 18.0], KAAPg-dGbi, 6457284]
[reference, [38.0, 730.0, 265.0, 18.0], KAAPg-dGbi, 6457284]
[reference, [38.0, 748.0, 265.0, 18.0], KAAPg-dGbi, 6457284]
[reference, [38.0, 766.0, 265.0, 18.0], KAAPg-dGbi, 6457284]
[reference, [38.0, 784.0, 265.0, 18.0], KAAPg-dGbi, 6457284]
[reference, [38.0, 802.0, 265.0, 18.0], KAAPg-dGbi, 6457284]
