[2339, 1656]
[paragraph, [796.0, 87.0, 719.0, 36.0], shoonya_3sAZUCM2IVGO6X, 5750100]
[paragraph, [808.0, 1517.0, 713.0, 36.0], shoonya_0sON31PP8ETDXN, 5750100]
[paragraph, [808.0, 1553.0, 713.0, 36.0], shoonya_0sON31PP8ETDXN, 5750100]
[paragraph, [808.0, 1589.0, 713.0, 36.0], shoonya_0sON31PP8ETDXN, 5750100]
[paragraph, [808.0, 1625.0, 713.0, 36.0], shoonya_0sON31PP8ETDXN, 5750100]
[paragraph, [808.0, 1661.0, 713.0, 36.0], shoonya_0sON31PP8ETDXN, 5750100]
[paragraph, [808.0, 1697.0, 713.0, 36.0], shoonya_0sON31PP8ETDXN, 5750100]
[paragraph, [808.0, 1733.0, 713.0, 36.0], shoonya_0sON31PP8ETDXN, 5750100]
[paragraph, [808.0, 1769.0, 713.0, 36.0], shoonya_0sON31PP8ETDXN, 5750100]
[paragraph, [808.0, 1805.0, 713.0, 36.0], shoonya_0sON31PP8ETDXN, 5750100]
[paragraph, [808.0, 1841.0, 713.0, 36.0], shoonya_0sON31PP8ETDXN, 5750100]
[paragraph, [808.0, 1877.0, 713.0, 36.0], shoonya_0sON31PP8ETDXN, 5750100]
[paragraph, [808.0, 1913.0, 713.0, 36.0], shoonya_0sON31PP8ETDXN, 5750100]
[paragraph, [808.0, 1949.0, 713.0, 36.0], shoonya_0sON31PP8ETDXN, 5750100]
[paragraph, [808.0, 1985.0, 713.0, 36.0], shoonya_0sON31PP8ETDXN, 5750100]
[paragraph, [808.0, 2021.0, 713.0, 36.0], shoonya_0sON31PP8ETDXN, 5750100]
[paragraph, [73.0, 1650.0, 709.0, 36.0], shoonya_1sYXSO8L8FVJW6, 5750100]
[paragraph, [73.0, 1686.0, 709.0, 36.0], shoonya_1sYXSO8L8FVJW6, 5750100]
[paragraph, [73.0, 1722.0, 709.0, 36.0], shoonya_1sYXSO8L8FVJW6, 5750100]
[paragraph, [73.0, 1758.0, 709.0, 36.0], shoonya_1sYXSO8L8FVJW6, 5750100]
[paragraph, [73.0, 1794.0, 709.0, 36.0], shoonya_1sYXSO8L8FVJW6, 5750100]
[paragraph, [73.0, 1830.0, 709.0, 36.0], shoonya_1sYXSO8L8FVJW6, 5750100]
[paragraph, [73.0, 1866.0, 709.0, 36.0], shoonya_1sYXSO8L8FVJW6, 5750100]
[paragraph, [73.0, 1902.0, 709.0, 36.0], shoonya_1sYXSO8L8FVJW6, 5750100]
[paragraph, [73.0, 1938.0, 709.0, 36.0], shoonya_1sYXSO8L8FVJW6, 5750100]
[paragraph, [73.0, 1974.0, 709.0, 36.0], shoonya_1sYXSO8L8FVJW6, 5750100]
[paragraph, [73.0, 2010.0, 709.0, 36.0], shoonya_1sYXSO8L8FVJW6, 5750100]
[paragraph, [73.0, 2046.0, 709.0, 36.0], shoonya_1sYXSO8L8FVJW6, 5750100]
