[3968, 2806]
[paragraph, [1474.0, 273.0, 844.0, 52.5], 5EKjJmlRZl, 5684238]
[paragraph, [213.0, 1499.5, 1198.0, 52.5], shoonya_0sUOSV3N00HIMG, 5684238]
[paragraph, [213.0, 1552.0, 1198.0, 52.5], shoonya_0sUOSV3N00HIMG, 5684238]
[paragraph, [213.0, 1604.5, 1198.0, 52.5], shoonya_0sUOSV3N00HIMG, 5684238]
[paragraph, [213.0, 1657.0, 1198.0, 52.5], shoonya_0sUOSV3N00HIMG, 5684238]
[paragraph, [213.0, 1709.5, 1198.0, 52.5], shoonya_0sUOSV3N00HIMG, 5684238]
[paragraph, [213.0, 1762.0, 1198.0, 52.5], shoonya_0sUOSV3N00HIMG, 5684238]
[paragraph, [1488.0, 868.0, 1092.0, 52.5], WY62gHDm1h, 5684238]
[paragraph, [1488.0, 920.5, 1092.0, 52.5], WY62gHDm1h, 5684238]
[paragraph, [1488.0, 973.0, 1092.0, 52.5], WY62gHDm1h, 5684238]
[paragraph, [1488.0, 1025.5, 1092.0, 52.5], WY62gHDm1h, 5684238]
[paragraph, [1488.0, 1078.0, 1092.0, 52.5], WY62gHDm1h, 5684238]
[paragraph, [1488.0, 1130.5, 1092.0, 52.5], WY62gHDm1h, 5684238]
[paragraph, [1488.0, 1183.0, 1092.0, 52.5], WY62gHDm1h, 5684238]
[paragraph, [1488.0, 1235.5, 1092.0, 52.5], WY62gHDm1h, 5684238]
[paragraph, [1488.0, 1288.0, 1092.0, 52.5], WY62gHDm1h, 5684238]
[paragraph, [1488.0, 1340.5, 1092.0, 52.5], WY62gHDm1h, 5684238]
[paragraph, [1488.0, 1393.0, 1092.0, 52.5], WY62gHDm1h, 5684238]
[paragraph, [1488.0, 1445.5, 1092.0, 52.5], WY62gHDm1h, 5684238]
[paragraph, [1488.0, 1498.0, 1092.0, 52.5], WY62gHDm1h, 5684238]
[paragraph, [1488.0, 1550.5, 1092.0, 52.5], WY62gHDm1h, 5684238]
[paragraph, [1488.0, 1603.0, 1092.0, 52.5], WY62gHDm1h, 5684238]
[paragraph, [1488.0, 1655.5, 1092.0, 52.5], WY62gHDm1h, 5684238]
[paragraph, [1488.0, 1708.0, 1092.0, 52.5], WY62gHDm1h, 5684238]
[paragraph, [1488.0, 1760.5, 1092.0, 52.5], WY62gHDm1h, 5684238]
[paragraph, [1488.0, 1813.0, 1092.0, 52.5], WY62gHDm1h, 5684238]
[figure-caption, [1005.0, 2961.0, 777.0, 52.5], 2CJkdIUh_U, 5684238]
[figure-caption, [1005.0, 3013.5, 777.0, 52.5], 2CJkdIUh_U, 5684238]
[figure-caption, [1005.0, 3066.0, 777.0, 52.5], 2CJkdIUh_U, 5684238]
[figure-caption, [1005.0, 3118.5, 777.0, 52.5], 2CJkdIUh_U, 5684238]
[figure-caption, [1005.0, 3171.0, 777.0, 52.5], 2CJkdIUh_U, 5684238]
[figure-caption, [1005.0, 3223.5, 777.0, 52.5], 2CJkdIUh_U, 5684238]
[figure-caption, [1005.0, 3276.0, 777.0, 52.5], 2CJkdIUh_U, 5684238]
[folio, [259.0, 3806.0, 767.0, 52.5], 0j45KE7hN7, 5684238]
[folio, [259.0, 3858.5, 767.0, 52.5], 0j45KE7hN7, 5684238]
