[1388, 886]
[folio, [398.0, 71.0, 167.0, 18.0], shoonya_2sDV5RXGON4685, 5742833]
[paragraph, [448.0, 1112.0, 399.0, 18.0], shoonya_3sQ6531UNS60DZ, 5742833]
[paragraph, [448.0, 1130.0, 399.0, 18.0], shoonya_3sQ6531UNS60DZ, 5742833]
[paragraph, [448.0, 1148.0, 399.0, 18.0], shoonya_3sQ6531UNS60DZ, 5742833]
[paragraph, [448.0, 1166.0, 399.0, 18.0], shoonya_3sQ6531UNS60DZ, 5742833]
[paragraph, [448.0, 1184.0, 399.0, 18.0], shoonya_3sQ6531UNS60DZ, 5742833]
[paragraph, [448.0, 1202.0, 399.0, 18.0], shoonya_3sQ6531UNS60DZ, 5742833]
[paragraph, [448.0, 1220.0, 399.0, 18.0], shoonya_3sQ6531UNS60DZ, 5742833]
[paragraph, [448.0, 1238.0, 399.0, 18.0], shoonya_3sQ6531UNS60DZ, 5742833]
[paragraph, [448.0, 1256.0, 399.0, 18.0], shoonya_3sQ6531UNS60DZ, 5742833]
[paragraph, [448.0, 1274.0, 399.0, 18.0], shoonya_3sQ6531UNS60DZ, 5742833]
[paragraph, [448.0, 1292.0, 399.0, 18.0], shoonya_3sQ6531UNS60DZ, 5742833]
[paragraph, [35.0, 131.0, 400.0, 18.0], shoonya_4s0E27OVO9JBZ5, 5742833]
[paragraph, [35.0, 149.0, 400.0, 18.0], shoonya_4s0E27OVO9JBZ5, 5742833]
[paragraph, [35.0, 167.0, 400.0, 18.0], shoonya_4s0E27OVO9JBZ5, 5742833]
[paragraph, [35.0, 185.0, 400.0, 18.0], shoonya_4s0E27OVO9JBZ5, 5742833]
[paragraph, [35.0, 203.0, 400.0, 18.0], shoonya_4s0E27OVO9JBZ5, 5742833]
[paragraph, [35.0, 221.0, 400.0, 18.0], shoonya_4s0E27OVO9JBZ5, 5742833]
[paragraph, [35.0, 239.0, 400.0, 18.0], shoonya_4s0E27OVO9JBZ5, 5742833]
[paragraph, [35.0, 257.0, 400.0, 18.0], shoonya_4s0E27OVO9JBZ5, 5742833]
[paragraph, [35.0, 275.0, 400.0, 18.0], shoonya_4s0E27OVO9JBZ5, 5742833]
[paragraph, [35.0, 293.0, 400.0, 18.0], shoonya_4s0E27OVO9JBZ5, 5742833]
[paragraph, [35.0, 311.0, 400.0, 18.0], shoonya_4s0E27OVO9JBZ5, 5742833]
[paragraph, [35.0, 329.0, 400.0, 18.0], shoonya_4s0E27OVO9JBZ5, 5742833]
[paragraph, [35.0, 347.0, 400.0, 18.0], shoonya_4s0E27OVO9JBZ5, 5742833]
[paragraph, [35.0, 365.0, 400.0, 18.0], shoonya_4s0E27OVO9JBZ5, 5742833]
[paragraph, [35.0, 383.0, 400.0, 18.0], shoonya_4s0E27OVO9JBZ5, 5742833]
[paragraph, [35.0, 401.0, 400.0, 18.0], shoonya_4s0E27OVO9JBZ5, 5742833]
[paragraph, [35.0, 419.0, 400.0, 18.0], shoonya_4s0E27OVO9JBZ5, 5742833]
[paragraph, [35.0, 437.0, 400.0, 18.0], shoonya_4s0E27OVO9JBZ5, 5742833]
[paragraph, [35.0, 455.0, 400.0, 18.0], shoonya_4s0E27OVO9JBZ5, 5742833]
[paragraph, [35.0, 473.0, 400.0, 18.0], shoonya_4s0E27OVO9JBZ5, 5742833]
[paragraph, [35.0, 491.0, 400.0, 18.0], shoonya_4s0E27OVO9JBZ5, 5742833]
[paragraph, [35.0, 509.0, 400.0, 18.0], shoonya_4s0E27OVO9JBZ5, 5742833]
[paragraph, [35.0, 527.0, 400.0, 18.0], shoonya_4s0E27OVO9JBZ5, 5742833]
[paragraph, [35.0, 545.0, 400.0, 18.0], shoonya_4s0E27OVO9JBZ5, 5742833]
[paragraph, [35.0, 563.0, 400.0, 18.0], shoonya_4s0E27OVO9JBZ5, 5742833]
[paragraph, [35.0, 581.0, 400.0, 18.0], shoonya_4s0E27OVO9JBZ5, 5742833]
[paragraph, [35.0, 599.0, 400.0, 18.0], shoonya_4s0E27OVO9JBZ5, 5742833]
[paragraph, [35.0, 617.0, 400.0, 18.0], shoonya_4s0E27OVO9JBZ5, 5742833]
[paragraph, [35.0, 635.0, 400.0, 18.0], shoonya_4s0E27OVO9JBZ5, 5742833]
[paragraph, [35.0, 653.0, 400.0, 18.0], shoonya_4s0E27OVO9JBZ5, 5742833]
[paragraph, [35.0, 671.0, 400.0, 18.0], shoonya_4s0E27OVO9JBZ5, 5742833]
[paragraph, [35.0, 689.0, 400.0, 18.0], shoonya_4s0E27OVO9JBZ5, 5742833]
[paragraph, [35.0, 707.0, 400.0, 18.0], shoonya_4s0E27OVO9JBZ5, 5742833]
[paragraph, [35.0, 725.0, 400.0, 18.0], shoonya_4s0E27OVO9JBZ5, 5742833]
[paragraph, [35.0, 743.0, 400.0, 18.0], shoonya_4s0E27OVO9JBZ5, 5742833]
[paragraph, [34.0, 786.0, 401.0, 18.0], shoonya_0s678WK4KQVBNH, 5742833]
[paragraph, [34.0, 804.0, 401.0, 18.0], shoonya_0s678WK4KQVBNH, 5742833]
[paragraph, [34.0, 822.0, 401.0, 18.0], shoonya_0s678WK4KQVBNH, 5742833]
[paragraph, [34.0, 840.0, 401.0, 18.0], shoonya_0s678WK4KQVBNH, 5742833]
[paragraph, [34.0, 858.0, 401.0, 18.0], shoonya_0s678WK4KQVBNH, 5742833]
[paragraph, [34.0, 876.0, 401.0, 18.0], shoonya_0s678WK4KQVBNH, 5742833]
[paragraph, [34.0, 894.0, 401.0, 18.0], shoonya_0s678WK4KQVBNH, 5742833]
[paragraph, [34.0, 912.0, 401.0, 18.0], shoonya_0s678WK4KQVBNH, 5742833]
[paragraph, [34.0, 930.0, 401.0, 18.0], shoonya_0s678WK4KQVBNH, 5742833]
[paragraph, [34.0, 948.0, 401.0, 18.0], shoonya_0s678WK4KQVBNH, 5742833]
[paragraph, [34.0, 966.0, 401.0, 18.0], shoonya_0s678WK4KQVBNH, 5742833]
[paragraph, [34.0, 984.0, 401.0, 18.0], shoonya_0s678WK4KQVBNH, 5742833]
[paragraph, [34.0, 1002.0, 401.0, 18.0], shoonya_0s678WK4KQVBNH, 5742833]
[paragraph, [34.0, 1020.0, 401.0, 18.0], shoonya_0s678WK4KQVBNH, 5742833]
[paragraph, [34.0, 1038.0, 401.0, 18.0], shoonya_0s678WK4KQVBNH, 5742833]
[paragraph, [34.0, 1056.0, 401.0, 18.0], shoonya_0s678WK4KQVBNH, 5742833]
[paragraph, [34.0, 1074.0, 401.0, 18.0], shoonya_0s678WK4KQVBNH, 5742833]
[paragraph, [34.0, 1092.0, 401.0, 18.0], shoonya_0s678WK4KQVBNH, 5742833]
[paragraph, [34.0, 1110.0, 401.0, 18.0], shoonya_0s678WK4KQVBNH, 5742833]
[paragraph, [34.0, 1128.0, 401.0, 18.0], shoonya_0s678WK4KQVBNH, 5742833]
[paragraph, [34.0, 1146.0, 401.0, 18.0], shoonya_0s678WK4KQVBNH, 5742833]
[paragraph, [34.0, 1164.0, 401.0, 18.0], shoonya_0s678WK4KQVBNH, 5742833]
[paragraph, [34.0, 1182.0, 401.0, 18.0], shoonya_0s678WK4KQVBNH, 5742833]
[paragraph, [34.0, 1200.0, 401.0, 18.0], shoonya_0s678WK4KQVBNH, 5742833]
[paragraph, [34.0, 1218.0, 401.0, 18.0], shoonya_0s678WK4KQVBNH, 5742833]
[paragraph, [34.0, 1236.0, 401.0, 18.0], shoonya_0s678WK4KQVBNH, 5742833]
[paragraph, [34.0, 1254.0, 401.0, 18.0], shoonya_0s678WK4KQVBNH, 5742833]
[paragraph, [34.0, 1272.0, 401.0, 18.0], shoonya_0s678WK4KQVBNH, 5742833]
[paragraph, [34.0, 1290.0, 401.0, 18.0], shoonya_0s678WK4KQVBNH, 5742833]
[footnote, [563.0, 1355.0, 272.0, 18.0], TpqmqvNA8l, 5742833]
