[1763, 1275]
[section-title, [12.0, 47.0, 235.0, 49.5], cTF26BZmPP, 5712494]
[paragraph, [829.0, 855.0, 233.0, 36.0], VbyOlV0skj, 5712494]
[paragraph, [829.0, 891.0, 233.0, 36.0], VbyOlV0skj, 5712494]
[paragraph, [829.0, 927.0, 233.0, 36.0], VbyOlV0skj, 5712494]
[paragraph, [0.0, 934.0, 432.0, 36.0], vliSQJly1L, 5712494]
[paragraph, [0.0, 970.0, 432.0, 36.0], vliSQJly1L, 5712494]
[paragraph, [0.0, 1006.0, 432.0, 36.0], vliSQJly1L, 5712494]
[paragraph, [0.0, 1042.0, 432.0, 36.0], vliSQJly1L, 5712494]
[paragraph, [0.0, 1078.0, 432.0, 36.0], vliSQJly1L, 5712494]
[paragraph, [0.0, 1114.0, 432.0, 36.0], vliSQJly1L, 5712494]
[paragraph, [827.0, 971.0, 292.0, 36.0], vEISktmDgu, 5712494]
[paragraph, [827.0, 1007.0, 292.0, 36.0], vEISktmDgu, 5712494]
[paragraph, [827.0, 1043.0, 292.0, 36.0], vEISktmDgu, 5712494]
[paragraph, [827.0, 1079.0, 292.0, 36.0], vEISktmDgu, 5712494]
[paragraph, [827.0, 1115.0, 292.0, 36.0], vEISktmDgu, 5712494]
[paragraph, [829.0, 1175.0, 337.0, 36.0], YKmKSAGV9Y, 5712494]
[paragraph, [829.0, 1211.0, 337.0, 36.0], YKmKSAGV9Y, 5712494]
[paragraph, [829.0, 1247.0, 337.0, 36.0], YKmKSAGV9Y, 5712494]
[author, [652.0, 1254.0, 162.0, 36.0], Z9addUUUBg, 5712494]
[author, [453.0, 1274.0, 173.0, 36.0], sW7Gwn0gZM, 5712494]
[author, [0.0, 1294.0, 257.0, 36.0], RfkMVs_ayH, 5712494]
[paragraph, [827.0, 1318.0, 327.0, 36.0], -pe7A-TbE4, 5712494]
[paragraph, [827.0, 1354.0, 327.0, 36.0], -pe7A-TbE4, 5712494]
[paragraph, [827.0, 1390.0, 327.0, 36.0], -pe7A-TbE4, 5712494]
[paragraph, [7.0, 1363.0, 232.0, 36.0], x16ra2fU-z, 5712494]
[paragraph, [7.0, 1399.0, 232.0, 36.0], x16ra2fU-z, 5712494]
[paragraph, [7.0, 1435.0, 232.0, 36.0], x16ra2fU-z, 5712494]
[paragraph, [265.0, 1369.0, 259.0, 36.0], -Z6g_Mk_yu, 5712494]
[paragraph, [265.0, 1405.0, 259.0, 36.0], -Z6g_Mk_yu, 5712494]
[paragraph, [265.0, 1441.0, 259.0, 36.0], -Z6g_Mk_yu, 5712494]
[paragraph, [265.0, 1477.0, 259.0, 36.0], -Z6g_Mk_yu, 5712494]
[paragraph, [265.0, 1513.0, 259.0, 36.0], -Z6g_Mk_yu, 5712494]
[paragraph, [832.0, 1463.0, 230.0, 36.0], aWy702kaCW, 5712494]
[paragraph, [832.0, 1499.0, 230.0, 36.0], aWy702kaCW, 5712494]
[paragraph, [832.0, 1535.0, 230.0, 36.0], aWy702kaCW, 5712494]
[paragraph, [832.0, 1571.0, 230.0, 36.0], aWy702kaCW, 5712494]
[author, [630.0, 1476.0, 165.0, 36.0], oQ-pn4mff8, 5712494]
[paragraph, [7.0, 1481.0, 245.0, 36.0], hNle0OjWFi, 5712494]
[paragraph, [7.0, 1517.0, 245.0, 36.0], hNle0OjWFi, 5712494]
[paragraph, [7.0, 1553.0, 245.0, 36.0], hNle0OjWFi, 5712494]
[paragraph, [7.0, 1589.0, 245.0, 36.0], hNle0OjWFi, 5712494]
[paragraph, [264.0, 1583.0, 288.0, 36.0], divCof8tdr, 5712494]
[paragraph, [264.0, 1619.0, 288.0, 36.0], divCof8tdr, 5712494]
[folio, [843.0, 1656.0, 286.0, 36.0], N4Wf-w1NVG, 5712494]
