[1220, 768]
[folio, [311.0, 76.0, 119.0, 18.0], shoonya_2s8HJ3ATU9NTA4, 5770682]
[paragraph, [64.0, 619.0, 321.0, 18.0], QxODC_cvE-, 5770682]
[paragraph, [64.0, 637.0, 321.0, 18.0], QxODC_cvE-, 5770682]
[paragraph, [64.0, 655.0, 321.0, 18.0], QxODC_cvE-, 5770682]
[paragraph, [64.0, 673.0, 321.0, 18.0], QxODC_cvE-, 5770682]
[paragraph, [64.0, 691.0, 321.0, 18.0], QxODC_cvE-, 5770682]
[paragraph, [64.0, 709.0, 321.0, 18.0], QxODC_cvE-, 5770682]
[paragraph, [64.0, 727.0, 321.0, 18.0], QxODC_cvE-, 5770682]
[paragraph, [64.0, 745.0, 321.0, 18.0], QxODC_cvE-, 5770682]
[paragraph, [391.0, 745.0, 325.0, 18.0], uhdCpJkAVC, 5770682]
[paragraph, [391.0, 763.0, 325.0, 18.0], uhdCpJkAVC, 5770682]
[paragraph, [391.0, 781.0, 325.0, 18.0], uhdCpJkAVC, 5770682]
[paragraph, [391.0, 799.0, 325.0, 18.0], uhdCpJkAVC, 5770682]
[paragraph, [391.0, 817.0, 325.0, 18.0], uhdCpJkAVC, 5770682]
[paragraph, [391.0, 835.0, 325.0, 18.0], uhdCpJkAVC, 5770682]
[paragraph, [391.0, 853.0, 325.0, 18.0], uhdCpJkAVC, 5770682]
[paragraph, [391.0, 871.0, 325.0, 18.0], uhdCpJkAVC, 5770682]
[paragraph, [391.0, 889.0, 325.0, 18.0], uhdCpJkAVC, 5770682]
[paragraph, [391.0, 907.0, 325.0, 18.0], uhdCpJkAVC, 5770682]
[paragraph, [391.0, 925.0, 325.0, 18.0], uhdCpJkAVC, 5770682]
[paragraph, [391.0, 943.0, 325.0, 18.0], uhdCpJkAVC, 5770682]
[paragraph, [391.0, 961.0, 325.0, 18.0], uhdCpJkAVC, 5770682]
[paragraph, [391.0, 979.0, 325.0, 18.0], uhdCpJkAVC, 5770682]
[paragraph, [391.0, 997.0, 325.0, 18.0], uhdCpJkAVC, 5770682]
[paragraph, [391.0, 1015.0, 325.0, 18.0], uhdCpJkAVC, 5770682]
[paragraph, [391.0, 1033.0, 325.0, 18.0], uhdCpJkAVC, 5770682]
[paragraph, [391.0, 1051.0, 325.0, 18.0], uhdCpJkAVC, 5770682]
[paragraph, [391.0, 1069.0, 325.0, 18.0], uhdCpJkAVC, 5770682]
[paragraph, [391.0, 1087.0, 325.0, 18.0], uhdCpJkAVC, 5770682]
[paragraph, [391.0, 1105.0, 325.0, 18.0], uhdCpJkAVC, 5770682]
[paragraph, [166.0, 783.0, 215.0, 18.0], MN9OF8RIv_, 5770682]
[paragraph, [166.0, 801.0, 215.0, 18.0], MN9OF8RIv_, 5770682]
[paragraph, [166.0, 819.0, 215.0, 18.0], MN9OF8RIv_, 5770682]
[paragraph, [166.0, 837.0, 215.0, 18.0], MN9OF8RIv_, 5770682]
[paragraph, [166.0, 855.0, 215.0, 18.0], MN9OF8RIv_, 5770682]
[paragraph, [166.0, 873.0, 215.0, 18.0], MN9OF8RIv_, 5770682]
