[1755, 1240]
[placeholder-text, [678.0, 172.0, 445.0, 18.0], shoonya_3sISUUKRWCFU8Y, 5773146]
[ordered-list, [614.0, 640.0, 506.0, 36.0], shoonya_16sVTT6ZSU5CXY, 5773146]
[ordered-list, [614.0, 676.0, 506.0, 36.0], shoonya_16sVTT6ZSU5CXY, 5773146]
[ordered-list, [614.0, 712.0, 506.0, 36.0], shoonya_16sVTT6ZSU5CXY, 5773146]
[ordered-list, [614.0, 748.0, 506.0, 36.0], shoonya_16sVTT6ZSU5CXY, 5773146]
[ordered-list, [614.0, 784.0, 506.0, 36.0], shoonya_16sVTT6ZSU5CXY, 5773146]
[ordered-list, [614.0, 820.0, 506.0, 36.0], shoonya_16sVTT6ZSU5CXY, 5773146]
[ordered-list, [614.0, 856.0, 506.0, 36.0], shoonya_16sVTT6ZSU5CXY, 5773146]
[ordered-list, [614.0, 892.0, 506.0, 36.0], shoonya_16sVTT6ZSU5CXY, 5773146]
[ordered-list, [614.0, 928.0, 506.0, 36.0], shoonya_16sVTT6ZSU5CXY, 5773146]
[ordered-list, [614.0, 964.0, 506.0, 36.0], shoonya_16sVTT6ZSU5CXY, 5773146]
[ordered-list, [614.0, 1000.0, 506.0, 36.0], shoonya_16sVTT6ZSU5CXY, 5773146]
[ordered-list, [614.0, 1036.0, 506.0, 36.0], shoonya_16sVTT6ZSU5CXY, 5773146]
[ordered-list, [614.0, 1072.0, 506.0, 36.0], shoonya_16sVTT6ZSU5CXY, 5773146]
[ordered-list, [614.0, 1108.0, 506.0, 36.0], shoonya_16sVTT6ZSU5CXY, 5773146]
[ordered-list, [614.0, 1144.0, 506.0, 36.0], shoonya_16sVTT6ZSU5CXY, 5773146]
[ordered-list, [614.0, 1180.0, 506.0, 36.0], shoonya_16sVTT6ZSU5CXY, 5773146]
[ordered-list, [614.0, 1216.0, 506.0, 36.0], shoonya_16sVTT6ZSU5CXY, 5773146]
[ordered-list, [614.0, 1252.0, 506.0, 36.0], shoonya_16sVTT6ZSU5CXY, 5773146]
[ordered-list, [614.0, 1288.0, 506.0, 36.0], shoonya_16sVTT6ZSU5CXY, 5773146]
[ordered-list, [614.0, 1324.0, 506.0, 36.0], shoonya_16sVTT6ZSU5CXY, 5773146]
[ordered-list, [614.0, 1360.0, 506.0, 36.0], shoonya_16sVTT6ZSU5CXY, 5773146]
[ordered-list, [614.0, 1396.0, 506.0, 36.0], shoonya_16sVTT6ZSU5CXY, 5773146]
[ordered-list, [614.0, 1432.0, 506.0, 36.0], shoonya_16sVTT6ZSU5CXY, 5773146]
[ordered-list, [614.0, 1468.0, 506.0, 36.0], shoonya_16sVTT6ZSU5CXY, 5773146]
[ordered-list, [614.0, 1504.0, 506.0, 36.0], shoonya_16sVTT6ZSU5CXY, 5773146]
[ordered-list, [111.0, 570.0, 500.0, 36.0], shoonya_5sKP3A6CP19ZDR, 5773146]
[ordered-list, [111.0, 606.0, 500.0, 36.0], shoonya_5sKP3A6CP19ZDR, 5773146]
[ordered-list, [111.0, 642.0, 500.0, 36.0], shoonya_5sKP3A6CP19ZDR, 5773146]
[ordered-list, [111.0, 678.0, 500.0, 36.0], shoonya_5sKP3A6CP19ZDR, 5773146]
[ordered-list, [111.0, 714.0, 500.0, 36.0], shoonya_5sKP3A6CP19ZDR, 5773146]
[ordered-list, [111.0, 750.0, 500.0, 36.0], shoonya_5sKP3A6CP19ZDR, 5773146]
[ordered-list, [111.0, 786.0, 500.0, 36.0], shoonya_5sKP3A6CP19ZDR, 5773146]
[ordered-list, [111.0, 822.0, 500.0, 36.0], shoonya_5sKP3A6CP19ZDR, 5773146]
[ordered-list, [111.0, 858.0, 500.0, 36.0], shoonya_5sKP3A6CP19ZDR, 5773146]
[ordered-list, [111.0, 894.0, 500.0, 36.0], shoonya_5sKP3A6CP19ZDR, 5773146]
[ordered-list, [111.0, 930.0, 500.0, 36.0], shoonya_5sKP3A6CP19ZDR, 5773146]
[ordered-list, [111.0, 966.0, 500.0, 36.0], shoonya_5sKP3A6CP19ZDR, 5773146]
[ordered-list, [111.0, 1002.0, 500.0, 36.0], shoonya_5sKP3A6CP19ZDR, 5773146]
[ordered-list, [111.0, 1038.0, 500.0, 36.0], shoonya_5sKP3A6CP19ZDR, 5773146]
[ordered-list, [111.0, 1074.0, 500.0, 36.0], shoonya_5sKP3A6CP19ZDR, 5773146]
[ordered-list, [111.0, 1110.0, 500.0, 36.0], shoonya_5sKP3A6CP19ZDR, 5773146]
[ordered-list, [111.0, 1146.0, 500.0, 36.0], shoonya_5sKP3A6CP19ZDR, 5773146]
[ordered-list, [111.0, 1182.0, 500.0, 36.0], shoonya_5sKP3A6CP19ZDR, 5773146]
[ordered-list, [111.0, 1218.0, 500.0, 36.0], shoonya_5sKP3A6CP19ZDR, 5773146]
[ordered-list, [111.0, 1254.0, 500.0, 36.0], shoonya_5sKP3A6CP19ZDR, 5773146]
[ordered-list, [111.0, 1290.0, 500.0, 36.0], shoonya_5sKP3A6CP19ZDR, 5773146]
[ordered-list, [111.0, 1326.0, 500.0, 36.0], shoonya_5sKP3A6CP19ZDR, 5773146]
[ordered-list, [111.0, 1362.0, 500.0, 36.0], shoonya_5sKP3A6CP19ZDR, 5773146]
[ordered-list, [111.0, 1398.0, 500.0, 36.0], shoonya_5sKP3A6CP19ZDR, 5773146]
[ordered-list, [111.0, 1434.0, 500.0, 36.0], shoonya_5sKP3A6CP19ZDR, 5773146]
[ordered-list, [111.0, 1470.0, 500.0, 36.0], shoonya_5sKP3A6CP19ZDR, 5773146]
[ordered-list, [111.0, 1506.0, 500.0, 36.0], shoonya_5sKP3A6CP19ZDR, 5773146]
[sub-ordered-list, [647.0, 691.0, 468.0, 36.0], shoonya_19sF7O2BOTK8C2, 5773146]
[sub-ordered-list, [647.0, 727.0, 468.0, 36.0], shoonya_19sF7O2BOTK8C2, 5773146]
[sub-ordered-list, [647.0, 763.0, 468.0, 36.0], shoonya_19sF7O2BOTK8C2, 5773146]
[sub-ordered-list, [647.0, 799.0, 468.0, 36.0], shoonya_19sF7O2BOTK8C2, 5773146]
[sub-ordered-list, [647.0, 835.0, 468.0, 36.0], shoonya_19sF7O2BOTK8C2, 5773146]
[sub-ordered-list, [647.0, 871.0, 468.0, 36.0], shoonya_19sF7O2BOTK8C2, 5773146]
[sub-ordered-list, [647.0, 907.0, 468.0, 36.0], shoonya_19sF7O2BOTK8C2, 5773146]
[sub-ordered-list, [647.0, 943.0, 468.0, 36.0], shoonya_19sF7O2BOTK8C2, 5773146]
[sub-ordered-list, [647.0, 979.0, 468.0, 36.0], shoonya_19sF7O2BOTK8C2, 5773146]
[sub-ordered-list, [141.0, 706.0, 471.0, 36.0], shoonya_24sGF4B2IDPWRM, 5773146]
[sub-ordered-list, [141.0, 742.0, 471.0, 36.0], shoonya_24sGF4B2IDPWRM, 5773146]
[sub-ordered-list, [141.0, 778.0, 471.0, 36.0], shoonya_24sGF4B2IDPWRM, 5773146]
[sub-ordered-list, [141.0, 814.0, 471.0, 36.0], shoonya_24sGF4B2IDPWRM, 5773146]
[sub-ordered-list, [141.0, 850.0, 471.0, 36.0], shoonya_24sGF4B2IDPWRM, 5773146]
[sub-ordered-list, [141.0, 886.0, 471.0, 36.0], shoonya_24sGF4B2IDPWRM, 5773146]
[sub-ordered-list, [141.0, 922.0, 471.0, 36.0], shoonya_24sGF4B2IDPWRM, 5773146]
[sub-ordered-list, [141.0, 958.0, 471.0, 36.0], shoonya_24sGF4B2IDPWRM, 5773146]
[sub-ordered-list, [141.0, 994.0, 471.0, 36.0], shoonya_24sGF4B2IDPWRM, 5773146]
[folio, [97.0, 1543.0, 136.0, 36.0], qUoLavdDmR, 5773146]
[folio, [1018.0, 1545.0, 109.0, 36.0], shoonya_13sCE8LSNOS2B7, 5773146]
