[1818, 1374]
[folio, [608.0, 187.0, 146.0, 36.0], 2ZOwbcKMxf, 5682236]
[paragraph, [108.0, 778.0, 547.0, 36.0], jJIAB6_Jvt, 5682236]
[paragraph, [106.0, 819.0, 564.0, 36.0], lNknpM-H-i, 5682236]
[paragraph, [106.0, 855.0, 564.0, 36.0], lNknpM-H-i, 5682236]
[paragraph, [106.0, 891.0, 564.0, 36.0], lNknpM-H-i, 5682236]
[paragraph, [106.0, 927.0, 564.0, 36.0], lNknpM-H-i, 5682236]
[paragraph, [106.0, 963.0, 564.0, 36.0], lNknpM-H-i, 5682236]
[paragraph, [106.0, 999.0, 564.0, 36.0], lNknpM-H-i, 5682236]
[paragraph, [106.0, 1035.0, 564.0, 36.0], lNknpM-H-i, 5682236]
[paragraph, [108.0, 1100.0, 562.0, 36.0], g-181iYzS3, 5682236]
[paragraph, [108.0, 1136.0, 562.0, 36.0], g-181iYzS3, 5682236]
[paragraph, [108.0, 1183.0, 562.0, 36.0], K8WZ2yZvip, 5682236]
[paragraph, [108.0, 1219.0, 562.0, 36.0], K8WZ2yZvip, 5682236]
[paragraph, [108.0, 1255.0, 562.0, 36.0], K8WZ2yZvip, 5682236]
[paragraph, [110.0, 1302.0, 560.0, 36.0], g7ouNreATE, 5682236]
[paragraph, [110.0, 1338.0, 560.0, 36.0], g7ouNreATE, 5682236]
[paragraph, [110.0, 1374.0, 560.0, 36.0], g7ouNreATE, 5682236]
[paragraph, [110.0, 1410.0, 560.0, 36.0], g7ouNreATE, 5682236]
[paragraph, [150.0, 1466.0, 426.0, 36.0], gyxMV2O7jn, 5682236]
[paragraph, [113.0, 1508.0, 560.0, 36.0], PhKYHDra2r, 5682236]
[paragraph, [113.0, 1544.0, 560.0, 36.0], PhKYHDra2r, 5682236]
[paragraph, [112.0, 1586.0, 561.0, 36.0], shoonya_2sUK8L9HUHYDJK, 5682236]
[paragraph, [112.0, 1622.0, 561.0, 36.0], shoonya_2sUK8L9HUHYDJK, 5682236]
[paragraph, [112.0, 1658.0, 561.0, 36.0], shoonya_2sUK8L9HUHYDJK, 5682236]
