[2339, 1654]
[folio, [76.0, 109.0, 346.0, 36.0], vMVNshGzdE, 5751354]
[paragraph, [71.0, 1069.0, 1462.0, 36.0], shoonya_1s8OFWGPZWBHEF, 5751354]
[paragraph, [71.0, 1105.0, 1462.0, 36.0], shoonya_1s8OFWGPZWBHEF, 5751354]
[paragraph, [71.0, 1141.0, 1462.0, 36.0], shoonya_1s8OFWGPZWBHEF, 5751354]
[paragraph, [71.0, 1177.0, 1462.0, 36.0], shoonya_1s8OFWGPZWBHEF, 5751354]
[paragraph, [71.0, 1213.0, 1462.0, 36.0], shoonya_1s8OFWGPZWBHEF, 5751354]
[paragraph, [71.0, 1249.0, 1462.0, 36.0], shoonya_1s8OFWGPZWBHEF, 5751354]
[paragraph, [71.0, 1285.0, 1462.0, 36.0], shoonya_1s8OFWGPZWBHEF, 5751354]
[paragraph, [71.0, 1321.0, 1462.0, 36.0], shoonya_1s8OFWGPZWBHEF, 5751354]
[paragraph, [71.0, 1357.0, 1462.0, 36.0], shoonya_1s8OFWGPZWBHEF, 5751354]
[paragraph, [71.0, 1393.0, 1462.0, 36.0], shoonya_1s8OFWGPZWBHEF, 5751354]
[paragraph, [71.0, 1429.0, 1462.0, 36.0], shoonya_1s8OFWGPZWBHEF, 5751354]
[paragraph, [71.0, 1465.0, 1462.0, 36.0], shoonya_1s8OFWGPZWBHEF, 5751354]
[paragraph, [71.0, 1501.0, 1462.0, 36.0], shoonya_1s8OFWGPZWBHEF, 5751354]
[paragraph, [71.0, 1537.0, 1462.0, 36.0], shoonya_1s8OFWGPZWBHEF, 5751354]
[paragraph, [71.0, 1573.0, 1462.0, 36.0], shoonya_1s8OFWGPZWBHEF, 5751354]
[paragraph, [71.0, 1609.0, 1462.0, 36.0], shoonya_1s8OFWGPZWBHEF, 5751354]
[paragraph, [71.0, 1645.0, 1462.0, 36.0], shoonya_1s8OFWGPZWBHEF, 5751354]
[paragraph, [71.0, 1681.0, 1462.0, 36.0], shoonya_1s8OFWGPZWBHEF, 5751354]
[paragraph, [71.0, 1717.0, 1462.0, 36.0], shoonya_1s8OFWGPZWBHEF, 5751354]
[paragraph, [71.0, 1753.0, 1462.0, 36.0], shoonya_1s8OFWGPZWBHEF, 5751354]
[paragraph, [71.0, 1789.0, 1462.0, 36.0], shoonya_1s8OFWGPZWBHEF, 5751354]
[paragraph, [71.0, 1825.0, 1462.0, 36.0], shoonya_1s8OFWGPZWBHEF, 5751354]
[paragraph, [53.0, 1899.0, 1477.0, 36.0], mGdgmOp9E_, 5751354]
[paragraph, [53.0, 1935.0, 1477.0, 36.0], mGdgmOp9E_, 5751354]
[paragraph, [53.0, 1971.0, 1477.0, 36.0], mGdgmOp9E_, 5751354]
[paragraph, [53.0, 2007.0, 1477.0, 36.0], mGdgmOp9E_, 5751354]
[paragraph, [53.0, 2043.0, 1477.0, 36.0], mGdgmOp9E_, 5751354]
[paragraph, [53.0, 2079.0, 1477.0, 36.0], mGdgmOp9E_, 5751354]
[paragraph, [53.0, 2115.0, 1477.0, 36.0], mGdgmOp9E_, 5751354]
[paragraph, [53.0, 2151.0, 1477.0, 36.0], mGdgmOp9E_, 5751354]
[paragraph, [53.0, 2187.0, 1477.0, 36.0], mGdgmOp9E_, 5751354]
[paragraph, [53.0, 2223.0, 1477.0, 36.0], mGdgmOp9E_, 5751354]
