[1492, 1000]
[folio, [448.0, 152.0, 102.0, 18.0], shoonya_3sYE586DX4R7GL, 5720136]
[paragraph, [131.0, 875.0, 751.0, 18.0], shoonya_4sTY6HNNPAND9B, 5720136]
[paragraph, [131.0, 893.0, 751.0, 18.0], shoonya_4sTY6HNNPAND9B, 5720136]
[paragraph, [131.0, 911.0, 751.0, 18.0], shoonya_4sTY6HNNPAND9B, 5720136]
[paragraph, [131.0, 929.0, 751.0, 18.0], shoonya_4sTY6HNNPAND9B, 5720136]
[paragraph, [131.0, 947.0, 751.0, 18.0], shoonya_4sTY6HNNPAND9B, 5720136]
[paragraph, [131.0, 965.0, 751.0, 18.0], shoonya_4sTY6HNNPAND9B, 5720136]
[paragraph, [131.0, 983.0, 751.0, 18.0], shoonya_4sTY6HNNPAND9B, 5720136]
[paragraph, [131.0, 1001.0, 751.0, 18.0], shoonya_4sTY6HNNPAND9B, 5720136]
[paragraph, [131.0, 1019.0, 751.0, 18.0], shoonya_4sTY6HNNPAND9B, 5720136]
[paragraph, [130.0, 1045.0, 750.0, 18.0], shoonya_1sMJWI14SHYSRS, 5720136]
[paragraph, [130.0, 1063.0, 750.0, 18.0], shoonya_1sMJWI14SHYSRS, 5720136]
[paragraph, [130.0, 1081.0, 750.0, 18.0], shoonya_1sMJWI14SHYSRS, 5720136]
[paragraph, [130.0, 1099.0, 750.0, 18.0], shoonya_1sMJWI14SHYSRS, 5720136]
[paragraph, [130.0, 1117.0, 750.0, 18.0], shoonya_1sMJWI14SHYSRS, 5720136]
[paragraph, [130.0, 1135.0, 750.0, 18.0], shoonya_1sMJWI14SHYSRS, 5720136]
[paragraph, [130.0, 1153.0, 750.0, 18.0], shoonya_1sMJWI14SHYSRS, 5720136]
[paragraph, [130.0, 1171.0, 750.0, 18.0], shoonya_1sMJWI14SHYSRS, 5720136]
[paragraph, [130.0, 1189.0, 750.0, 18.0], shoonya_1sMJWI14SHYSRS, 5720136]
[paragraph, [130.0, 1207.0, 750.0, 18.0], shoonya_1sMJWI14SHYSRS, 5720136]
[paragraph, [130.0, 1225.0, 750.0, 18.0], shoonya_1sMJWI14SHYSRS, 5720136]
[paragraph, [130.0, 1243.0, 750.0, 18.0], shoonya_1sMJWI14SHYSRS, 5720136]
[paragraph, [130.0, 1261.0, 750.0, 18.0], shoonya_1sMJWI14SHYSRS, 5720136]
[paragraph, [130.0, 1279.0, 750.0, 18.0], shoonya_1sMJWI14SHYSRS, 5720136]
[paragraph, [130.0, 1297.0, 750.0, 18.0], shoonya_1sMJWI14SHYSRS, 5720136]
