[1246, 890]
[chapter-title, [382.0, 55.0, 242.0, 30.0], shoonya_4sGY69VSF6CBEO, 5776288]
[paragraph, [189.0, 709.0, 628.0, 18.0], shoonya_1s7EJGT0IW0OH4, 5776288]
[paragraph, [189.0, 727.0, 628.0, 18.0], shoonya_1s7EJGT0IW0OH4, 5776288]
[paragraph, [189.0, 745.0, 628.0, 18.0], shoonya_1s7EJGT0IW0OH4, 5776288]
[paragraph, [189.0, 763.0, 628.0, 18.0], shoonya_1s7EJGT0IW0OH4, 5776288]
[paragraph, [189.0, 781.0, 628.0, 18.0], shoonya_1s7EJGT0IW0OH4, 5776288]
[paragraph, [189.0, 799.0, 628.0, 18.0], shoonya_1s7EJGT0IW0OH4, 5776288]
[paragraph, [189.0, 817.0, 628.0, 18.0], shoonya_1s7EJGT0IW0OH4, 5776288]
[paragraph, [189.0, 835.0, 628.0, 18.0], shoonya_1s7EJGT0IW0OH4, 5776288]
[paragraph, [189.0, 853.0, 628.0, 18.0], shoonya_1s7EJGT0IW0OH4, 5776288]
[paragraph, [189.0, 877.0, 627.0, 18.0], shoonya_2s65ZNJ4XOZWD6, 5776288]
[paragraph, [189.0, 895.0, 627.0, 18.0], shoonya_2s65ZNJ4XOZWD6, 5776288]
[paragraph, [189.0, 913.0, 627.0, 18.0], shoonya_2s65ZNJ4XOZWD6, 5776288]
[paragraph, [189.0, 931.0, 627.0, 18.0], shoonya_2s65ZNJ4XOZWD6, 5776288]
[paragraph, [189.0, 949.0, 627.0, 18.0], shoonya_2s65ZNJ4XOZWD6, 5776288]
[paragraph, [189.0, 967.0, 627.0, 18.0], shoonya_2s65ZNJ4XOZWD6, 5776288]
[paragraph, [189.0, 985.0, 627.0, 18.0], shoonya_2s65ZNJ4XOZWD6, 5776288]
[paragraph, [189.0, 1003.0, 627.0, 18.0], shoonya_2s65ZNJ4XOZWD6, 5776288]
[paragraph, [189.0, 1021.0, 627.0, 18.0], shoonya_2s65ZNJ4XOZWD6, 5776288]
[paragraph, [189.0, 1039.0, 627.0, 18.0], shoonya_2s65ZNJ4XOZWD6, 5776288]
[paragraph, [189.0, 1057.0, 627.0, 18.0], shoonya_2s65ZNJ4XOZWD6, 5776288]
[paragraph, [189.0, 1075.0, 627.0, 18.0], shoonya_2s65ZNJ4XOZWD6, 5776288]
