[6000, 4167]
[folio, [1432.0, 625.0, 1286.0, 52.5], xKk4J_EJuC, 5721675]
[paragraph, [619.0, 2864.5, 2938.0, 52.5], shoonya_0sWL7SJGNW9ZMP, 5721675]
[paragraph, [619.0, 2917.0, 2938.0, 52.5], shoonya_0sWL7SJGNW9ZMP, 5721675]
[paragraph, [619.0, 2969.5, 2938.0, 52.5], shoonya_0sWL7SJGNW9ZMP, 5721675]
[paragraph, [619.0, 3022.0, 2938.0, 52.5], shoonya_0sWL7SJGNW9ZMP, 5721675]
[paragraph, [619.0, 3074.5, 2938.0, 52.5], shoonya_0sWL7SJGNW9ZMP, 5721675]
[paragraph, [619.0, 3127.0, 2938.0, 52.5], shoonya_0sWL7SJGNW9ZMP, 5721675]
[paragraph, [619.0, 3179.5, 2938.0, 52.5], shoonya_0sWL7SJGNW9ZMP, 5721675]
[paragraph, [619.0, 3232.0, 2938.0, 52.5], shoonya_0sWL7SJGNW9ZMP, 5721675]
[paragraph, [619.0, 3284.5, 2938.0, 52.5], shoonya_0sWL7SJGNW9ZMP, 5721675]
[paragraph, [619.0, 3337.0, 2938.0, 52.5], shoonya_0sWL7SJGNW9ZMP, 5721675]
[paragraph, [619.0, 3389.5, 2938.0, 52.5], shoonya_0sWL7SJGNW9ZMP, 5721675]
[paragraph, [619.0, 3442.0, 2938.0, 52.5], shoonya_0sWL7SJGNW9ZMP, 5721675]
[paragraph, [619.0, 3494.5, 2938.0, 52.5], shoonya_0sWL7SJGNW9ZMP, 5721675]
[paragraph, [619.0, 3547.0, 2938.0, 52.5], shoonya_0sWL7SJGNW9ZMP, 5721675]
[paragraph, [619.0, 3599.5, 2938.0, 52.5], shoonya_0sWL7SJGNW9ZMP, 5721675]
[paragraph, [619.0, 3652.0, 2938.0, 52.5], shoonya_0sWL7SJGNW9ZMP, 5721675]
[paragraph, [619.0, 3704.5, 2938.0, 52.5], shoonya_0sWL7SJGNW9ZMP, 5721675]
[paragraph, [619.0, 3757.0, 2938.0, 52.5], shoonya_0sWL7SJGNW9ZMP, 5721675]
[paragraph, [619.0, 3809.5, 2938.0, 52.5], shoonya_0sWL7SJGNW9ZMP, 5721675]
[paragraph, [619.0, 3862.0, 2938.0, 52.5], shoonya_0sWL7SJGNW9ZMP, 5721675]
[paragraph, [619.0, 3914.5, 2938.0, 52.5], shoonya_0sWL7SJGNW9ZMP, 5721675]
[paragraph, [619.0, 3967.0, 2938.0, 52.5], shoonya_0sWL7SJGNW9ZMP, 5721675]
[paragraph, [619.0, 4019.5, 2938.0, 52.5], shoonya_0sWL7SJGNW9ZMP, 5721675]
[paragraph, [619.0, 4072.0, 2938.0, 52.5], shoonya_0sWL7SJGNW9ZMP, 5721675]
[paragraph, [619.0, 4124.5, 2938.0, 52.5], shoonya_0sWL7SJGNW9ZMP, 5721675]
[paragraph, [619.0, 4177.0, 2938.0, 52.5], shoonya_0sWL7SJGNW9ZMP, 5721675]
[paragraph, [619.0, 4229.5, 2938.0, 52.5], shoonya_0sWL7SJGNW9ZMP, 5721675]
[paragraph, [619.0, 4282.0, 2938.0, 52.5], shoonya_0sWL7SJGNW9ZMP, 5721675]
[paragraph, [619.0, 4334.5, 2938.0, 52.5], shoonya_0sWL7SJGNW9ZMP, 5721675]
[paragraph, [619.0, 4387.0, 2938.0, 52.5], shoonya_0sWL7SJGNW9ZMP, 5721675]
[paragraph, [619.0, 4439.5, 2938.0, 52.5], shoonya_0sWL7SJGNW9ZMP, 5721675]
[paragraph, [619.0, 4492.0, 2938.0, 52.5], shoonya_0sWL7SJGNW9ZMP, 5721675]
[paragraph, [619.0, 4544.5, 2938.0, 52.5], shoonya_0sWL7SJGNW9ZMP, 5721675]
[paragraph, [619.0, 4597.0, 2938.0, 52.5], shoonya_0sWL7SJGNW9ZMP, 5721675]
[paragraph, [619.0, 4649.5, 2938.0, 52.5], shoonya_0sWL7SJGNW9ZMP, 5721675]
[paragraph, [619.0, 4702.0, 2938.0, 52.5], shoonya_0sWL7SJGNW9ZMP, 5721675]
[paragraph, [619.0, 4754.5, 2938.0, 52.5], shoonya_0sWL7SJGNW9ZMP, 5721675]
[paragraph, [619.0, 4807.0, 2938.0, 52.5], shoonya_0sWL7SJGNW9ZMP, 5721675]
[paragraph, [619.0, 4859.5, 2938.0, 52.5], shoonya_0sWL7SJGNW9ZMP, 5721675]
[paragraph, [619.0, 4912.0, 2938.0, 52.5], shoonya_0sWL7SJGNW9ZMP, 5721675]
[paragraph, [619.0, 4964.5, 2938.0, 52.5], shoonya_0sWL7SJGNW9ZMP, 5721675]
[paragraph, [619.0, 5017.0, 2938.0, 52.5], shoonya_0sWL7SJGNW9ZMP, 5721675]
[paragraph, [619.0, 5069.5, 2938.0, 52.5], shoonya_0sWL7SJGNW9ZMP, 5721675]
[paragraph, [619.0, 5122.0, 2938.0, 52.5], shoonya_0sWL7SJGNW9ZMP, 5721675]
[paragraph, [619.0, 5174.5, 2938.0, 52.5], shoonya_0sWL7SJGNW9ZMP, 5721675]
[paragraph, [619.0, 5227.0, 2938.0, 52.5], shoonya_0sWL7SJGNW9ZMP, 5721675]
[paragraph, [619.0, 5279.5, 2938.0, 52.5], shoonya_0sWL7SJGNW9ZMP, 5721675]
[folio, [2828.0, 5395.0, 281.0, 52.5], lhj1oo58xm, 5721675]
[folio, [2828.0, 5447.5, 281.0, 52.5], lhj1oo58xm, 5721675]
