[1388, 886]
[folio, [661.0, 46.0, 184.0, 18.0], h70kTgfzCL, 5742818]
[paragraph, [21.0, 1216.0, 365.0, 18.0], E84dgpc76-, 5742818]
[paragraph, [21.0, 1234.0, 365.0, 18.0], E84dgpc76-, 5742818]
[paragraph, [21.0, 1252.0, 365.0, 18.0], E84dgpc76-, 5742818]
[paragraph, [442.0, 122.0, 345.0, 18.0], u6bBsHBkjg, 5742818]
[paragraph, [442.0, 140.0, 345.0, 18.0], u6bBsHBkjg, 5742818]
[paragraph, [442.0, 158.0, 345.0, 18.0], u6bBsHBkjg, 5742818]
[paragraph, [442.0, 176.0, 345.0, 18.0], u6bBsHBkjg, 5742818]
[paragraph, [442.0, 194.0, 345.0, 18.0], u6bBsHBkjg, 5742818]
[paragraph, [442.0, 212.0, 345.0, 18.0], u6bBsHBkjg, 5742818]
[paragraph, [442.0, 230.0, 345.0, 18.0], u6bBsHBkjg, 5742818]
[paragraph, [442.0, 248.0, 345.0, 18.0], u6bBsHBkjg, 5742818]
[paragraph, [442.0, 266.0, 345.0, 18.0], u6bBsHBkjg, 5742818]
[paragraph, [442.0, 284.0, 345.0, 18.0], u6bBsHBkjg, 5742818]
[paragraph, [442.0, 302.0, 345.0, 18.0], u6bBsHBkjg, 5742818]
[paragraph, [442.0, 320.0, 345.0, 18.0], u6bBsHBkjg, 5742818]
[paragraph, [442.0, 338.0, 345.0, 18.0], u6bBsHBkjg, 5742818]
[paragraph, [442.0, 356.0, 345.0, 18.0], u6bBsHBkjg, 5742818]
[paragraph, [442.0, 374.0, 345.0, 18.0], u6bBsHBkjg, 5742818]
[paragraph, [442.0, 392.0, 345.0, 18.0], u6bBsHBkjg, 5742818]
[paragraph, [442.0, 410.0, 345.0, 18.0], u6bBsHBkjg, 5742818]
[paragraph, [442.0, 428.0, 345.0, 18.0], u6bBsHBkjg, 5742818]
[paragraph, [442.0, 446.0, 345.0, 18.0], u6bBsHBkjg, 5742818]
[paragraph, [442.0, 464.0, 345.0, 18.0], u6bBsHBkjg, 5742818]
[paragraph, [442.0, 482.0, 345.0, 18.0], u6bBsHBkjg, 5742818]
[paragraph, [442.0, 500.0, 345.0, 18.0], u6bBsHBkjg, 5742818]
[paragraph, [442.0, 518.0, 345.0, 18.0], u6bBsHBkjg, 5742818]
[paragraph, [442.0, 536.0, 345.0, 18.0], u6bBsHBkjg, 5742818]
[paragraph, [442.0, 554.0, 345.0, 18.0], u6bBsHBkjg, 5742818]
[paragraph, [442.0, 572.0, 345.0, 18.0], u6bBsHBkjg, 5742818]
[paragraph, [442.0, 590.0, 345.0, 18.0], u6bBsHBkjg, 5742818]
[paragraph, [442.0, 608.0, 345.0, 18.0], u6bBsHBkjg, 5742818]
[paragraph, [442.0, 626.0, 345.0, 18.0], u6bBsHBkjg, 5742818]
[paragraph, [442.0, 644.0, 345.0, 18.0], u6bBsHBkjg, 5742818]
[paragraph, [442.0, 662.0, 345.0, 18.0], u6bBsHBkjg, 5742818]
[paragraph, [442.0, 680.0, 345.0, 18.0], u6bBsHBkjg, 5742818]
[paragraph, [442.0, 698.0, 345.0, 18.0], u6bBsHBkjg, 5742818]
[paragraph, [442.0, 716.0, 345.0, 18.0], u6bBsHBkjg, 5742818]
[paragraph, [442.0, 734.0, 345.0, 18.0], u6bBsHBkjg, 5742818]
[paragraph, [442.0, 752.0, 345.0, 18.0], u6bBsHBkjg, 5742818]
[paragraph, [442.0, 770.0, 345.0, 18.0], u6bBsHBkjg, 5742818]
[paragraph, [442.0, 788.0, 345.0, 18.0], u6bBsHBkjg, 5742818]
[paragraph, [442.0, 806.0, 345.0, 18.0], u6bBsHBkjg, 5742818]
[paragraph, [442.0, 824.0, 345.0, 18.0], u6bBsHBkjg, 5742818]
[paragraph, [442.0, 842.0, 345.0, 18.0], u6bBsHBkjg, 5742818]
[paragraph, [442.0, 860.0, 345.0, 18.0], u6bBsHBkjg, 5742818]
[paragraph, [442.0, 878.0, 345.0, 18.0], u6bBsHBkjg, 5742818]
[paragraph, [442.0, 896.0, 345.0, 18.0], u6bBsHBkjg, 5742818]
[paragraph, [442.0, 914.0, 345.0, 18.0], u6bBsHBkjg, 5742818]
[paragraph, [442.0, 932.0, 345.0, 18.0], u6bBsHBkjg, 5742818]
[paragraph, [442.0, 950.0, 345.0, 18.0], u6bBsHBkjg, 5742818]
[paragraph, [442.0, 968.0, 345.0, 18.0], u6bBsHBkjg, 5742818]
[paragraph, [442.0, 986.0, 345.0, 18.0], u6bBsHBkjg, 5742818]
[paragraph, [442.0, 1004.0, 345.0, 18.0], u6bBsHBkjg, 5742818]
[paragraph, [442.0, 1022.0, 345.0, 18.0], u6bBsHBkjg, 5742818]
[paragraph, [442.0, 1040.0, 345.0, 18.0], u6bBsHBkjg, 5742818]
[paragraph, [442.0, 1058.0, 345.0, 18.0], u6bBsHBkjg, 5742818]
[paragraph, [442.0, 1076.0, 345.0, 18.0], u6bBsHBkjg, 5742818]
[paragraph, [442.0, 1094.0, 345.0, 18.0], u6bBsHBkjg, 5742818]
[paragraph, [442.0, 1112.0, 345.0, 18.0], u6bBsHBkjg, 5742818]
[paragraph, [442.0, 1130.0, 345.0, 18.0], u6bBsHBkjg, 5742818]
[paragraph, [442.0, 1148.0, 345.0, 18.0], u6bBsHBkjg, 5742818]
[paragraph, [442.0, 1166.0, 345.0, 18.0], u6bBsHBkjg, 5742818]
[paragraph, [442.0, 1184.0, 345.0, 18.0], u6bBsHBkjg, 5742818]
[paragraph, [442.0, 1202.0, 345.0, 18.0], u6bBsHBkjg, 5742818]
[paragraph, [442.0, 1220.0, 345.0, 18.0], u6bBsHBkjg, 5742818]
[paragraph, [442.0, 1238.0, 345.0, 18.0], u6bBsHBkjg, 5742818]
[paragraph, [442.0, 1256.0, 345.0, 18.0], u6bBsHBkjg, 5742818]
[footnote, [66.0, 1298.0, 712.0, 18.0], pUg5O6x5JA, 5742818]
[footnote, [66.0, 1316.0, 712.0, 18.0], pUg5O6x5JA, 5742818]
[footnote, [570.0, 1356.0, 261.0, 18.0], 1PwDgird23, 5742818]
