[1337, 839]
[headline, [342.0, 98.0, 142.0, 25.5], qUhlsGJD3G, 5769906]
[paragraph, [427.0, 962.0, 335.0, 18.0], g373X6zQnD, 5769906]
[paragraph, [427.0, 980.0, 335.0, 18.0], g373X6zQnD, 5769906]
[paragraph, [427.0, 998.0, 335.0, 18.0], g373X6zQnD, 5769906]
[paragraph, [426.0, 1029.0, 336.0, 18.0], 4CrQ75PRcX, 5769906]
[paragraph, [426.0, 1047.0, 336.0, 18.0], 4CrQ75PRcX, 5769906]
[paragraph, [426.0, 1065.0, 336.0, 18.0], 4CrQ75PRcX, 5769906]
[paragraph, [426.0, 1083.0, 336.0, 18.0], 4CrQ75PRcX, 5769906]
[paragraph, [426.0, 1101.0, 336.0, 18.0], 4CrQ75PRcX, 5769906]
[paragraph, [426.0, 1119.0, 336.0, 18.0], 4CrQ75PRcX, 5769906]
[paragraph, [426.0, 1137.0, 336.0, 18.0], 4CrQ75PRcX, 5769906]
[paragraph, [79.0, 1153.0, 345.0, 18.0], rcmmFcaft-, 5769906]
[paragraph, [79.0, 1171.0, 345.0, 18.0], rcmmFcaft-, 5769906]
[paragraph, [79.0, 1189.0, 345.0, 18.0], rcmmFcaft-, 5769906]
[paragraph, [79.0, 1207.0, 345.0, 18.0], rcmmFcaft-, 5769906]
[paragraph, [79.0, 1225.0, 345.0, 18.0], rcmmFcaft-, 5769906]
[paragraph, [79.0, 1243.0, 345.0, 18.0], rcmmFcaft-, 5769906]
[paragraph, [476.0, 1157.0, 266.0, 18.0], uEQluDGp4J, 5769906]
[paragraph, [476.0, 1175.0, 266.0, 18.0], uEQluDGp4J, 5769906]
[paragraph, [476.0, 1193.0, 266.0, 18.0], uEQluDGp4J, 5769906]
[paragraph, [429.0, 1202.0, 338.0, 18.0], 7DOzvS0yA6, 5769906]
[paragraph, [429.0, 1220.0, 338.0, 18.0], 7DOzvS0yA6, 5769906]
[paragraph, [429.0, 1238.0, 338.0, 18.0], 7DOzvS0yA6, 5769906]
