[1347, 847]
[paragraph, [35.0, 31.0, 768.0, 18.0], vHQhTlYvQn, 5660413]
[paragraph, [44.0, 1123.0, 766.0, 18.0], 4-EIynl4jZ, 5660413]
[paragraph, [44.0, 1141.0, 766.0, 18.0], 4-EIynl4jZ, 5660413]
[paragraph, [44.0, 1159.0, 766.0, 18.0], 4-EIynl4jZ, 5660413]
[author, [629.0, 1213.0, 176.0, 18.0], shoonya_1s44SGJVN5R051, 5660413]
[author, [629.0, 1231.0, 176.0, 18.0], shoonya_1s44SGJVN5R051, 5660413]
[folio, [10.0, 1266.0, 831.0, 18.0], zyXCnP9UwW, 5660413]
[folio, [10.0, 1284.0, 831.0, 18.0], zyXCnP9UwW, 5660413]
[folio, [10.0, 1302.0, 831.0, 18.0], zyXCnP9UwW, 5660413]
[website-link, [486.0, 1302.0, 205.0, 18.0], xqTLaaRsry, 5660413]
[website-link, [155.0, 1303.0, 228.0, 18.0], shoonya_0sY7X0NZ4PHP2P, 5660413]
