[1447, 1063]
[folio, [403.0, 46.0, 265.0, 18.0], cBwLsI-mqN, 5762924]
[paragraph, [88.0, 1095.0, 432.0, 18.0], nj8Y2n_yOa, 5762924]
[paragraph, [88.0, 1113.0, 432.0, 18.0], nj8Y2n_yOa, 5762924]
[paragraph, [88.0, 1131.0, 432.0, 18.0], nj8Y2n_yOa, 5762924]
[paragraph, [88.0, 1149.0, 432.0, 18.0], nj8Y2n_yOa, 5762924]
[paragraph, [88.0, 1167.0, 432.0, 18.0], nj8Y2n_yOa, 5762924]
[paragraph, [88.0, 1185.0, 432.0, 18.0], nj8Y2n_yOa, 5762924]
[paragraph, [88.0, 1203.0, 432.0, 18.0], nj8Y2n_yOa, 5762924]
[paragraph, [88.0, 1221.0, 432.0, 18.0], nj8Y2n_yOa, 5762924]
[paragraph, [88.0, 1239.0, 432.0, 18.0], nj8Y2n_yOa, 5762924]
[paragraph, [88.0, 1257.0, 432.0, 18.0], nj8Y2n_yOa, 5762924]
[paragraph, [88.0, 1275.0, 432.0, 18.0], nj8Y2n_yOa, 5762924]
[paragraph, [88.0, 1293.0, 432.0, 18.0], nj8Y2n_yOa, 5762924]
[paragraph, [88.0, 1311.0, 432.0, 18.0], nj8Y2n_yOa, 5762924]
