[2339, 1653]
[folio, [1014.0, 160.0, 465.0, 36.0], shoonya_0sU1GY3SCJXY91, 5685419]
[ordered-list, [311.0, 1317.0, 1204.0, 36.0], shoonya_4sGS9B15DK3ZV2, 5685419]
[ordered-list, [311.0, 1353.0, 1204.0, 36.0], shoonya_4sGS9B15DK3ZV2, 5685419]
[ordered-list, [311.0, 1389.0, 1204.0, 36.0], shoonya_4sGS9B15DK3ZV2, 5685419]
[ordered-list, [311.0, 1425.0, 1204.0, 36.0], shoonya_4sGS9B15DK3ZV2, 5685419]
[ordered-list, [311.0, 1461.0, 1204.0, 36.0], shoonya_4sGS9B15DK3ZV2, 5685419]
[ordered-list, [311.0, 1497.0, 1204.0, 36.0], shoonya_4sGS9B15DK3ZV2, 5685419]
[ordered-list, [311.0, 1533.0, 1204.0, 36.0], shoonya_4sGS9B15DK3ZV2, 5685419]
[ordered-list, [311.0, 1569.0, 1204.0, 36.0], shoonya_4sGS9B15DK3ZV2, 5685419]
[ordered-list, [311.0, 1605.0, 1204.0, 36.0], shoonya_4sGS9B15DK3ZV2, 5685419]
[ordered-list, [311.0, 1641.0, 1204.0, 36.0], shoonya_4sGS9B15DK3ZV2, 5685419]
[ordered-list, [311.0, 1677.0, 1204.0, 36.0], shoonya_4sGS9B15DK3ZV2, 5685419]
[ordered-list, [311.0, 1713.0, 1204.0, 36.0], shoonya_4sGS9B15DK3ZV2, 5685419]
[ordered-list, [311.0, 1749.0, 1204.0, 36.0], shoonya_4sGS9B15DK3ZV2, 5685419]
[ordered-list, [311.0, 1785.0, 1204.0, 36.0], shoonya_4sGS9B15DK3ZV2, 5685419]
[ordered-list, [311.0, 1821.0, 1204.0, 36.0], shoonya_4sGS9B15DK3ZV2, 5685419]
[ordered-list, [311.0, 1857.0, 1204.0, 36.0], shoonya_4sGS9B15DK3ZV2, 5685419]
[ordered-list, [311.0, 1893.0, 1204.0, 36.0], shoonya_4sGS9B15DK3ZV2, 5685419]
[ordered-list, [311.0, 1929.0, 1204.0, 36.0], shoonya_4sGS9B15DK3ZV2, 5685419]
[ordered-list, [311.0, 1965.0, 1204.0, 36.0], shoonya_4sGS9B15DK3ZV2, 5685419]
[ordered-list, [311.0, 2001.0, 1204.0, 36.0], shoonya_4sGS9B15DK3ZV2, 5685419]
[ordered-list, [311.0, 2037.0, 1204.0, 36.0], shoonya_4sGS9B15DK3ZV2, 5685419]
[sub-ordered-list, [356.0, 1560.0, 1144.0, 36.0], C3F6PUmtQi, 5685419]
[sub-ordered-list, [356.0, 1596.0, 1144.0, 36.0], C3F6PUmtQi, 5685419]
[sub-ordered-list, [356.0, 1632.0, 1144.0, 36.0], C3F6PUmtQi, 5685419]
[sub-ordered-list, [356.0, 1668.0, 1144.0, 36.0], C3F6PUmtQi, 5685419]
[sub-ordered-list, [356.0, 1704.0, 1144.0, 36.0], C3F6PUmtQi, 5685419]
[sub-ordered-list, [356.0, 1740.0, 1144.0, 36.0], C3F6PUmtQi, 5685419]
[sub-ordered-list, [356.0, 1776.0, 1144.0, 36.0], C3F6PUmtQi, 5685419]
[sub-ordered-list, [356.0, 1812.0, 1144.0, 36.0], C3F6PUmtQi, 5685419]
[sub-ordered-list, [356.0, 1848.0, 1144.0, 36.0], C3F6PUmtQi, 5685419]
[sub-ordered-list, [356.0, 1884.0, 1144.0, 36.0], C3F6PUmtQi, 5685419]
[sub-ordered-list, [356.0, 1920.0, 1144.0, 36.0], C3F6PUmtQi, 5685419]
[sub-ordered-list, [356.0, 1956.0, 1144.0, 36.0], C3F6PUmtQi, 5685419]
[sub-ordered-list, [356.0, 1992.0, 1144.0, 36.0], C3F6PUmtQi, 5685419]
[sub-ordered-list, [356.0, 2028.0, 1144.0, 36.0], C3F6PUmtQi, 5685419]
