[2180, 1639]
[paragraph, [839.0, 150.0, 738.0, 36.0], shoonya_3sWI3N5J83AQM2, 5654061]
[paragraph, [10.0, 736.0, 815.0, 36.0], shoonya_0sSF13TH9QIXHK, 5654061]
[paragraph, [10.0, 772.0, 815.0, 36.0], shoonya_0sSF13TH9QIXHK, 5654061]
[paragraph, [10.0, 808.0, 815.0, 36.0], shoonya_0sSF13TH9QIXHK, 5654061]
[paragraph, [10.0, 844.0, 815.0, 36.0], shoonya_0sSF13TH9QIXHK, 5654061]
[paragraph, [10.0, 880.0, 815.0, 36.0], shoonya_0sSF13TH9QIXHK, 5654061]
[paragraph, [10.0, 916.0, 815.0, 36.0], shoonya_0sSF13TH9QIXHK, 5654061]
[paragraph, [10.0, 952.0, 815.0, 36.0], shoonya_0sSF13TH9QIXHK, 5654061]
[paragraph, [10.0, 988.0, 815.0, 36.0], shoonya_0sSF13TH9QIXHK, 5654061]
[paragraph, [854.0, 416.0, 732.0, 36.0], shoonya_1s38DF4L1BV7EL, 5654061]
[paragraph, [854.0, 452.0, 732.0, 36.0], shoonya_1s38DF4L1BV7EL, 5654061]
[paragraph, [854.0, 488.0, 732.0, 36.0], shoonya_1s38DF4L1BV7EL, 5654061]
[paragraph, [854.0, 524.0, 732.0, 36.0], shoonya_1s38DF4L1BV7EL, 5654061]
[paragraph, [854.0, 560.0, 732.0, 36.0], shoonya_1s38DF4L1BV7EL, 5654061]
[paragraph, [854.0, 596.0, 732.0, 36.0], shoonya_1s38DF4L1BV7EL, 5654061]
[paragraph, [854.0, 632.0, 732.0, 36.0], shoonya_1s38DF4L1BV7EL, 5654061]
[paragraph, [854.0, 668.0, 732.0, 36.0], shoonya_1s38DF4L1BV7EL, 5654061]
[paragraph, [854.0, 704.0, 732.0, 36.0], shoonya_1s38DF4L1BV7EL, 5654061]
[paragraph, [854.0, 740.0, 732.0, 36.0], shoonya_1s38DF4L1BV7EL, 5654061]
[paragraph, [854.0, 776.0, 732.0, 36.0], shoonya_1s38DF4L1BV7EL, 5654061]
[paragraph, [854.0, 812.0, 732.0, 36.0], shoonya_1s38DF4L1BV7EL, 5654061]
[paragraph, [854.0, 848.0, 732.0, 36.0], shoonya_1s38DF4L1BV7EL, 5654061]
[paragraph, [854.0, 884.0, 732.0, 36.0], shoonya_1s38DF4L1BV7EL, 5654061]
[paragraph, [854.0, 920.0, 732.0, 36.0], shoonya_1s38DF4L1BV7EL, 5654061]
[paragraph, [854.0, 956.0, 732.0, 36.0], shoonya_1s38DF4L1BV7EL, 5654061]
[paragraph, [854.0, 992.0, 732.0, 36.0], shoonya_1s38DF4L1BV7EL, 5654061]
[paragraph, [854.0, 1028.0, 732.0, 36.0], shoonya_1s38DF4L1BV7EL, 5654061]
[paragraph, [854.0, 1064.0, 732.0, 36.0], shoonya_1s38DF4L1BV7EL, 5654061]
[paragraph, [53.0, 1050.0, 773.0, 36.0], shoonya_2sAGKJ44Q1Z7JG, 5654061]
[paragraph, [53.0, 1086.0, 773.0, 36.0], shoonya_2sAGKJ44Q1Z7JG, 5654061]
[paragraph, [53.0, 1122.0, 773.0, 36.0], shoonya_2sAGKJ44Q1Z7JG, 5654061]
[paragraph, [53.0, 1158.0, 773.0, 36.0], shoonya_2sAGKJ44Q1Z7JG, 5654061]
[paragraph, [53.0, 1194.0, 773.0, 36.0], shoonya_2sAGKJ44Q1Z7JG, 5654061]
[paragraph, [53.0, 1230.0, 773.0, 36.0], shoonya_2sAGKJ44Q1Z7JG, 5654061]
[paragraph, [53.0, 1266.0, 773.0, 36.0], shoonya_2sAGKJ44Q1Z7JG, 5654061]
[paragraph, [53.0, 1302.0, 773.0, 36.0], shoonya_2sAGKJ44Q1Z7JG, 5654061]
[paragraph, [53.0, 1338.0, 773.0, 36.0], shoonya_2sAGKJ44Q1Z7JG, 5654061]
[paragraph, [53.0, 1374.0, 773.0, 36.0], shoonya_2sAGKJ44Q1Z7JG, 5654061]
[paragraph, [53.0, 1410.0, 773.0, 36.0], shoonya_2sAGKJ44Q1Z7JG, 5654061]
[paragraph, [53.0, 1446.0, 773.0, 36.0], shoonya_2sAGKJ44Q1Z7JG, 5654061]
[paragraph, [53.0, 1482.0, 773.0, 36.0], shoonya_2sAGKJ44Q1Z7JG, 5654061]
[paragraph, [53.0, 1518.0, 773.0, 36.0], shoonya_2sAGKJ44Q1Z7JG, 5654061]
[paragraph, [53.0, 1554.0, 773.0, 36.0], shoonya_2sAGKJ44Q1Z7JG, 5654061]
[paragraph, [53.0, 1590.0, 773.0, 36.0], shoonya_2sAGKJ44Q1Z7JG, 5654061]
[paragraph, [53.0, 1626.0, 773.0, 36.0], shoonya_2sAGKJ44Q1Z7JG, 5654061]
[paragraph, [53.0, 1662.0, 773.0, 36.0], shoonya_2sAGKJ44Q1Z7JG, 5654061]
[paragraph, [53.0, 1698.0, 773.0, 36.0], shoonya_2sAGKJ44Q1Z7JG, 5654061]
[paragraph, [846.0, 1116.0, 753.0, 36.0], shoonya_8s5WTHKNLPL7QL, 5654061]
[paragraph, [846.0, 1152.0, 753.0, 36.0], shoonya_8s5WTHKNLPL7QL, 5654061]
[paragraph, [846.0, 1188.0, 753.0, 36.0], shoonya_8s5WTHKNLPL7QL, 5654061]
[paragraph, [846.0, 1224.0, 753.0, 36.0], shoonya_8s5WTHKNLPL7QL, 5654061]
[paragraph, [846.0, 1260.0, 753.0, 36.0], shoonya_8s5WTHKNLPL7QL, 5654061]
[paragraph, [846.0, 1296.0, 753.0, 36.0], shoonya_8s5WTHKNLPL7QL, 5654061]
[paragraph, [846.0, 1332.0, 753.0, 36.0], shoonya_8s5WTHKNLPL7QL, 5654061]
[paragraph, [846.0, 1368.0, 753.0, 36.0], shoonya_8s5WTHKNLPL7QL, 5654061]
[paragraph, [846.0, 1404.0, 753.0, 36.0], shoonya_8s5WTHKNLPL7QL, 5654061]
[paragraph, [846.0, 1440.0, 753.0, 36.0], shoonya_8s5WTHKNLPL7QL, 5654061]
[paragraph, [846.0, 1476.0, 753.0, 36.0], shoonya_8s5WTHKNLPL7QL, 5654061]
[paragraph, [846.0, 1512.0, 753.0, 36.0], shoonya_8s5WTHKNLPL7QL, 5654061]
[paragraph, [846.0, 1548.0, 753.0, 36.0], shoonya_8s5WTHKNLPL7QL, 5654061]
[paragraph, [846.0, 1584.0, 753.0, 36.0], shoonya_8s5WTHKNLPL7QL, 5654061]
[paragraph, [846.0, 1620.0, 753.0, 36.0], shoonya_8s5WTHKNLPL7QL, 5654061]
[paragraph, [846.0, 1656.0, 753.0, 36.0], shoonya_8s5WTHKNLPL7QL, 5654061]
[paragraph, [846.0, 1692.0, 753.0, 36.0], shoonya_8s5WTHKNLPL7QL, 5654061]
[paragraph, [872.0, 1738.0, 718.0, 36.0], shoonya_7s0XS2HAQ9ZS5Y, 5654061]
[paragraph, [872.0, 1774.0, 718.0, 36.0], shoonya_7s0XS2HAQ9ZS5Y, 5654061]
[paragraph, [872.0, 1810.0, 718.0, 36.0], shoonya_7s0XS2HAQ9ZS5Y, 5654061]
[paragraph, [872.0, 1846.0, 718.0, 36.0], shoonya_7s0XS2HAQ9ZS5Y, 5654061]
[paragraph, [872.0, 1882.0, 718.0, 36.0], shoonya_7s0XS2HAQ9ZS5Y, 5654061]
[paragraph, [872.0, 1918.0, 718.0, 36.0], shoonya_7s0XS2HAQ9ZS5Y, 5654061]
[paragraph, [872.0, 1954.0, 718.0, 36.0], shoonya_7s0XS2HAQ9ZS5Y, 5654061]
[paragraph, [872.0, 1990.0, 718.0, 36.0], shoonya_7s0XS2HAQ9ZS5Y, 5654061]
[paragraph, [872.0, 2026.0, 718.0, 36.0], shoonya_7s0XS2HAQ9ZS5Y, 5654061]
[paragraph, [71.0, 1748.0, 766.0, 36.0], shoonya_5s1YQNBAKNA193, 5654061]
[paragraph, [71.0, 1784.0, 766.0, 36.0], shoonya_5s1YQNBAKNA193, 5654061]
[paragraph, [71.0, 1820.0, 766.0, 36.0], shoonya_5s1YQNBAKNA193, 5654061]
[paragraph, [71.0, 1856.0, 766.0, 36.0], shoonya_5s1YQNBAKNA193, 5654061]
[paragraph, [71.0, 1892.0, 766.0, 36.0], shoonya_5s1YQNBAKNA193, 5654061]
[paragraph, [71.0, 1928.0, 766.0, 36.0], shoonya_5s1YQNBAKNA193, 5654061]
[paragraph, [71.0, 1964.0, 766.0, 36.0], shoonya_5s1YQNBAKNA193, 5654061]
[paragraph, [71.0, 2000.0, 766.0, 36.0], shoonya_5s1YQNBAKNA193, 5654061]
[paragraph, [71.0, 2036.0, 766.0, 36.0], shoonya_5s1YQNBAKNA193, 5654061]
[paragraph, [71.0, 2072.0, 766.0, 36.0], shoonya_5s1YQNBAKNA193, 5654061]
[folio, [477.0, 2117.0, 685.0, 36.0], shoonya_10sQE19LTARKOE, 5654061]
