[1725, 1313]
[sidebar, [127.0, 145.0, 517.0, 36.0], shoonya_7sATFHEEO5YOUH, 5771515]
[paragraph, [649.0, 935.0, 544.0, 36.0], shoonya_3s75XE2LXAIWDT, 5771515]
[paragraph, [649.0, 971.0, 544.0, 36.0], shoonya_3s75XE2LXAIWDT, 5771515]
[paragraph, [649.0, 1007.0, 544.0, 36.0], shoonya_3s75XE2LXAIWDT, 5771515]
[paragraph, [649.0, 1043.0, 544.0, 36.0], shoonya_3s75XE2LXAIWDT, 5771515]
[paragraph, [649.0, 1079.0, 544.0, 36.0], shoonya_3s75XE2LXAIWDT, 5771515]
[paragraph, [649.0, 1115.0, 544.0, 36.0], shoonya_3s75XE2LXAIWDT, 5771515]
[paragraph, [649.0, 1151.0, 544.0, 36.0], shoonya_3s75XE2LXAIWDT, 5771515]
[paragraph, [649.0, 1187.0, 544.0, 36.0], shoonya_3s75XE2LXAIWDT, 5771515]
[paragraph, [649.0, 1223.0, 544.0, 36.0], shoonya_3s75XE2LXAIWDT, 5771515]
[paragraph, [649.0, 1259.0, 544.0, 36.0], shoonya_3s75XE2LXAIWDT, 5771515]
[paragraph, [649.0, 1295.0, 544.0, 36.0], shoonya_3s75XE2LXAIWDT, 5771515]
[paragraph, [649.0, 1331.0, 544.0, 36.0], shoonya_3s75XE2LXAIWDT, 5771515]
[paragraph, [649.0, 1367.0, 544.0, 36.0], shoonya_3s75XE2LXAIWDT, 5771515]
[paragraph, [649.0, 1403.0, 544.0, 36.0], shoonya_3s75XE2LXAIWDT, 5771515]
[paragraph, [117.0, 1004.0, 532.0, 36.0], shoonya_0s4JNKN620VVE2, 5771515]
[paragraph, [117.0, 1040.0, 532.0, 36.0], shoonya_0s4JNKN620VVE2, 5771515]
[paragraph, [117.0, 1076.0, 532.0, 36.0], shoonya_0s4JNKN620VVE2, 5771515]
[paragraph, [117.0, 1112.0, 532.0, 36.0], shoonya_0s4JNKN620VVE2, 5771515]
[paragraph, [117.0, 1148.0, 532.0, 36.0], shoonya_0s4JNKN620VVE2, 5771515]
[paragraph, [117.0, 1184.0, 532.0, 36.0], shoonya_0s4JNKN620VVE2, 5771515]
[paragraph, [117.0, 1220.0, 532.0, 36.0], shoonya_0s4JNKN620VVE2, 5771515]
[paragraph, [117.0, 1256.0, 532.0, 36.0], shoonya_0s4JNKN620VVE2, 5771515]
[paragraph, [117.0, 1292.0, 532.0, 36.0], shoonya_0s4JNKN620VVE2, 5771515]
[paragraph, [117.0, 1328.0, 532.0, 36.0], shoonya_0s4JNKN620VVE2, 5771515]
[paragraph, [117.0, 1364.0, 532.0, 36.0], shoonya_0s4JNKN620VVE2, 5771515]
[paragraph, [117.0, 1400.0, 532.0, 36.0], shoonya_0s4JNKN620VVE2, 5771515]
[paragraph, [117.0, 1436.0, 532.0, 36.0], shoonya_0s4JNKN620VVE2, 5771515]
[paragraph, [117.0, 1472.0, 532.0, 36.0], shoonya_0s4JNKN620VVE2, 5771515]
[paragraph, [117.0, 1508.0, 532.0, 36.0], shoonya_0s4JNKN620VVE2, 5771515]
[sub-section-title, [658.0, 1481.0, 306.0, 36.0], RllyhO1rdJ, 5771515]
[folio, [582.0, 1578.0, 157.0, 36.0], shoonya_10sPR4KR5EEB4W, 5771515]
[folio, [117.0, 1582.0, 164.0, 36.0], shoonya_11sNLVP0I77CY5, 5771515]
