[1365, 831]
[folio, [86.0, 51.0, 130.0, 18.0], shoonya_0sQU3KZ2AXMHJA, 5781796]
[ordered-list, [60.0, 1122.0, 686.0, 18.0], je3rjOLddf, 5781796]
[ordered-list, [60.0, 1140.0, 686.0, 18.0], je3rjOLddf, 5781796]
[ordered-list, [60.0, 1158.0, 686.0, 18.0], je3rjOLddf, 5781796]
[ordered-list, [60.0, 1176.0, 686.0, 18.0], je3rjOLddf, 5781796]
[ordered-list, [60.0, 1194.0, 686.0, 18.0], je3rjOLddf, 5781796]
[ordered-list, [60.0, 1212.0, 686.0, 18.0], je3rjOLddf, 5781796]
[sub-ordered-list, [70.0, 319.0, 675.0, 18.0], uTyjnEAccN, 5781796]
[sub-ordered-list, [70.0, 337.0, 675.0, 18.0], uTyjnEAccN, 5781796]
[sub-ordered-list, [70.0, 355.0, 675.0, 18.0], uTyjnEAccN, 5781796]
[sub-ordered-list, [70.0, 373.0, 675.0, 18.0], uTyjnEAccN, 5781796]
[sub-ordered-list, [70.0, 391.0, 675.0, 18.0], uTyjnEAccN, 5781796]
[sub-ordered-list, [70.0, 409.0, 675.0, 18.0], uTyjnEAccN, 5781796]
[sub-ordered-list, [70.0, 427.0, 675.0, 18.0], uTyjnEAccN, 5781796]
[sub-ordered-list, [70.0, 445.0, 675.0, 18.0], uTyjnEAccN, 5781796]
[sub-ordered-list, [70.0, 463.0, 675.0, 18.0], uTyjnEAccN, 5781796]
[sub-ordered-list, [70.0, 481.0, 675.0, 18.0], uTyjnEAccN, 5781796]
[sub-ordered-list, [70.0, 499.0, 675.0, 18.0], uTyjnEAccN, 5781796]
[sub-ordered-list, [70.0, 517.0, 675.0, 18.0], uTyjnEAccN, 5781796]
[sub-ordered-list, [70.0, 535.0, 675.0, 18.0], uTyjnEAccN, 5781796]
[sub-ordered-list, [70.0, 553.0, 675.0, 18.0], uTyjnEAccN, 5781796]
[sub-ordered-list, [70.0, 571.0, 675.0, 18.0], uTyjnEAccN, 5781796]
[sub-ordered-list, [70.0, 589.0, 675.0, 18.0], uTyjnEAccN, 5781796]
[sub-ordered-list, [70.0, 607.0, 675.0, 18.0], uTyjnEAccN, 5781796]
[sub-ordered-list, [70.0, 625.0, 675.0, 18.0], uTyjnEAccN, 5781796]
[sub-ordered-list, [70.0, 643.0, 675.0, 18.0], uTyjnEAccN, 5781796]
[sub-ordered-list, [70.0, 661.0, 675.0, 18.0], uTyjnEAccN, 5781796]
[sub-ordered-list, [70.0, 679.0, 675.0, 18.0], uTyjnEAccN, 5781796]
[sub-ordered-list, [70.0, 697.0, 675.0, 18.0], uTyjnEAccN, 5781796]
[sub-ordered-list, [70.0, 715.0, 675.0, 18.0], uTyjnEAccN, 5781796]
[sub-ordered-list, [70.0, 733.0, 675.0, 18.0], uTyjnEAccN, 5781796]
[sub-ordered-list, [70.0, 751.0, 675.0, 18.0], uTyjnEAccN, 5781796]
[sub-ordered-list, [70.0, 769.0, 675.0, 18.0], uTyjnEAccN, 5781796]
[sub-ordered-list, [70.0, 787.0, 675.0, 18.0], uTyjnEAccN, 5781796]
[sub-ordered-list, [70.0, 805.0, 675.0, 18.0], uTyjnEAccN, 5781796]
[sub-ordered-list, [70.0, 823.0, 675.0, 18.0], uTyjnEAccN, 5781796]
[sub-ordered-list, [70.0, 841.0, 675.0, 18.0], uTyjnEAccN, 5781796]
[sub-ordered-list, [70.0, 859.0, 675.0, 18.0], uTyjnEAccN, 5781796]
[sub-ordered-list, [70.0, 877.0, 675.0, 18.0], uTyjnEAccN, 5781796]
[sub-ordered-list, [70.0, 895.0, 675.0, 18.0], uTyjnEAccN, 5781796]
[sub-ordered-list, [70.0, 913.0, 675.0, 18.0], uTyjnEAccN, 5781796]
[sub-ordered-list, [70.0, 931.0, 675.0, 18.0], uTyjnEAccN, 5781796]
[sub-ordered-list, [70.0, 949.0, 675.0, 18.0], uTyjnEAccN, 5781796]
[sub-ordered-list, [70.0, 967.0, 675.0, 18.0], uTyjnEAccN, 5781796]
[sub-ordered-list, [70.0, 985.0, 675.0, 18.0], uTyjnEAccN, 5781796]
[sub-ordered-list, [70.0, 1003.0, 675.0, 18.0], uTyjnEAccN, 5781796]
[subsub-ordered-list, [83.0, 428.0, 659.0, 18.0], nu00nWWz7B, 5781796]
[subsub-ordered-list, [83.0, 446.0, 659.0, 18.0], nu00nWWz7B, 5781796]
[subsub-ordered-list, [83.0, 464.0, 659.0, 18.0], nu00nWWz7B, 5781796]
[subsub-ordered-list, [83.0, 482.0, 659.0, 18.0], nu00nWWz7B, 5781796]
[subsub-ordered-list, [83.0, 500.0, 659.0, 18.0], nu00nWWz7B, 5781796]
[subsub-ordered-list, [83.0, 518.0, 659.0, 18.0], nu00nWWz7B, 5781796]
[subsub-ordered-list, [81.0, 744.0, 661.0, 18.0], DtyPqPF6nw, 5781796]
[subsub-ordered-list, [81.0, 762.0, 661.0, 18.0], DtyPqPF6nw, 5781796]
[subsub-ordered-list, [81.0, 780.0, 661.0, 18.0], DtyPqPF6nw, 5781796]
[subsub-ordered-list, [81.0, 798.0, 661.0, 18.0], DtyPqPF6nw, 5781796]
[subsub-ordered-list, [81.0, 816.0, 661.0, 18.0], DtyPqPF6nw, 5781796]
[subsub-ordered-list, [81.0, 834.0, 661.0, 18.0], DtyPqPF6nw, 5781796]
[subsub-ordered-list, [81.0, 852.0, 661.0, 18.0], DtyPqPF6nw, 5781796]
[subsub-ordered-list, [81.0, 870.0, 661.0, 18.0], DtyPqPF6nw, 5781796]
[subsub-ordered-list, [81.0, 888.0, 661.0, 18.0], DtyPqPF6nw, 5781796]
[subsub-ordered-list, [81.0, 906.0, 661.0, 18.0], DtyPqPF6nw, 5781796]
[subsub-ordered-list, [81.0, 924.0, 661.0, 18.0], DtyPqPF6nw, 5781796]
[subsub-ordered-list, [81.0, 942.0, 661.0, 18.0], DtyPqPF6nw, 5781796]
[subsub-ordered-list, [81.0, 960.0, 661.0, 18.0], DtyPqPF6nw, 5781796]
[subsub-ordered-list, [81.0, 978.0, 661.0, 18.0], DtyPqPF6nw, 5781796]
[subsub-ordered-list, [81.0, 996.0, 661.0, 18.0], DtyPqPF6nw, 5781796]
[sub-ordered-list, [74.0, 1078.0, 670.0, 18.0], EeWQ0ZGEu-, 5781796]
[sub-ordered-list, [74.0, 1096.0, 670.0, 18.0], EeWQ0ZGEu-, 5781796]
[sub-ordered-list, [74.0, 1114.0, 670.0, 18.0], EeWQ0ZGEu-, 5781796]
[sub-ordered-list, [74.0, 1132.0, 670.0, 18.0], EeWQ0ZGEu-, 5781796]
[sub-ordered-list, [74.0, 1150.0, 670.0, 18.0], EeWQ0ZGEu-, 5781796]
[sub-ordered-list, [74.0, 1168.0, 670.0, 18.0], EeWQ0ZGEu-, 5781796]
[sub-ordered-list, [74.0, 1186.0, 670.0, 18.0], EeWQ0ZGEu-, 5781796]
[sub-ordered-list, [74.0, 1204.0, 670.0, 18.0], EeWQ0ZGEu-, 5781796]
