[1818, 1374]
[folio, [575.0, 106.0, 219.0, 36.0], MsQwmyNseg, 5682694]
[paragraph, [694.0, 536.0, 567.0, 36.0], BiVZ6Sv1ho, 5682694]
[paragraph, [694.0, 572.0, 567.0, 36.0], BiVZ6Sv1ho, 5682694]
[paragraph, [694.0, 608.0, 567.0, 36.0], BiVZ6Sv1ho, 5682694]
[paragraph, [694.0, 644.0, 567.0, 36.0], BiVZ6Sv1ho, 5682694]
[paragraph, [694.0, 680.0, 567.0, 36.0], BiVZ6Sv1ho, 5682694]
[paragraph, [694.0, 716.0, 567.0, 36.0], BiVZ6Sv1ho, 5682694]
[paragraph, [694.0, 752.0, 567.0, 36.0], BiVZ6Sv1ho, 5682694]
[paragraph, [694.0, 788.0, 567.0, 36.0], BiVZ6Sv1ho, 5682694]
[paragraph, [699.0, 860.0, 562.0, 36.0], a8jErvHjDL, 5682694]
[paragraph, [699.0, 896.0, 562.0, 36.0], a8jErvHjDL, 5682694]
[paragraph, [699.0, 932.0, 562.0, 36.0], a8jErvHjDL, 5682694]
[paragraph, [699.0, 968.0, 562.0, 36.0], a8jErvHjDL, 5682694]
[paragraph, [699.0, 1004.0, 562.0, 36.0], a8jErvHjDL, 5682694]
[paragraph, [699.0, 1040.0, 562.0, 36.0], a8jErvHjDL, 5682694]
[paragraph, [110.0, 989.0, 562.0, 36.0], shoonya_0sGOGEJ28DY5B8, 5682694]
[paragraph, [110.0, 1025.0, 562.0, 36.0], shoonya_0sGOGEJ28DY5B8, 5682694]
[paragraph, [110.0, 1061.0, 562.0, 36.0], shoonya_0sGOGEJ28DY5B8, 5682694]
[paragraph, [110.0, 1097.0, 562.0, 36.0], shoonya_0sGOGEJ28DY5B8, 5682694]
[paragraph, [110.0, 1133.0, 562.0, 36.0], shoonya_0sGOGEJ28DY5B8, 5682694]
[paragraph, [110.0, 1169.0, 562.0, 36.0], shoonya_0sGOGEJ28DY5B8, 5682694]
[paragraph, [110.0, 1205.0, 562.0, 36.0], shoonya_0sGOGEJ28DY5B8, 5682694]
[paragraph, [110.0, 1241.0, 562.0, 36.0], shoonya_0sGOGEJ28DY5B8, 5682694]
[paragraph, [110.0, 1277.0, 562.0, 36.0], shoonya_0sGOGEJ28DY5B8, 5682694]
[paragraph, [110.0, 1313.0, 562.0, 36.0], shoonya_0sGOGEJ28DY5B8, 5682694]
[paragraph, [110.0, 1349.0, 562.0, 36.0], shoonya_0sGOGEJ28DY5B8, 5682694]
[paragraph, [110.0, 1385.0, 562.0, 36.0], shoonya_0sGOGEJ28DY5B8, 5682694]
[paragraph, [110.0, 1421.0, 562.0, 36.0], shoonya_0sGOGEJ28DY5B8, 5682694]
[paragraph, [110.0, 1457.0, 562.0, 36.0], shoonya_0sGOGEJ28DY5B8, 5682694]
[paragraph, [110.0, 1493.0, 562.0, 36.0], shoonya_0sGOGEJ28DY5B8, 5682694]
[paragraph, [700.0, 1118.0, 564.0, 36.0], shoonya_2s0BDKPJTVSYIB, 5682694]
[paragraph, [700.0, 1154.0, 564.0, 36.0], shoonya_2s0BDKPJTVSYIB, 5682694]
[paragraph, [700.0, 1190.0, 564.0, 36.0], shoonya_2s0BDKPJTVSYIB, 5682694]
[paragraph, [700.0, 1226.0, 564.0, 36.0], shoonya_2s0BDKPJTVSYIB, 5682694]
[paragraph, [700.0, 1262.0, 564.0, 36.0], shoonya_2s0BDKPJTVSYIB, 5682694]
[paragraph, [700.0, 1298.0, 564.0, 36.0], shoonya_2s0BDKPJTVSYIB, 5682694]
[paragraph, [700.0, 1334.0, 564.0, 36.0], shoonya_2s0BDKPJTVSYIB, 5682694]
[paragraph, [700.0, 1370.0, 564.0, 36.0], shoonya_2s0BDKPJTVSYIB, 5682694]
[paragraph, [700.0, 1406.0, 564.0, 36.0], shoonya_2s0BDKPJTVSYIB, 5682694]
[paragraph, [698.0, 1458.0, 566.0, 36.0], 0JYWdweOYc, 5682694]
[paragraph, [698.0, 1494.0, 566.0, 36.0], 0JYWdweOYc, 5682694]
[paragraph, [698.0, 1530.0, 566.0, 36.0], 0JYWdweOYc, 5682694]
[paragraph, [698.0, 1566.0, 566.0, 36.0], 0JYWdweOYc, 5682694]
[paragraph, [698.0, 1602.0, 566.0, 36.0], 0JYWdweOYc, 5682694]
[paragraph, [698.0, 1638.0, 566.0, 36.0], 0JYWdweOYc, 5682694]
[paragraph, [698.0, 1674.0, 566.0, 36.0], 0JYWdweOYc, 5682694]
[paragraph, [108.0, 1546.0, 563.0, 36.0], 6UVENTD2Sm, 5682694]
[paragraph, [108.0, 1582.0, 563.0, 36.0], 6UVENTD2Sm, 5682694]
[paragraph, [107.0, 1629.0, 565.0, 36.0], i60crbISDE, 5682694]
[paragraph, [107.0, 1665.0, 565.0, 36.0], i60crbISDE, 5682694]
