[792, 612]
[paragraph, [74.0, 5.0, 151.0, 18.0], shoonya_1sYE9F2B55TKRR, 6514745]
[paragraph, [231.0, 340.0, 149.0, 18.0], shoonya_5sT835WJ0HE6XB, 6514745]
[paragraph, [231.0, 358.0, 149.0, 18.0], shoonya_5sT835WJ0HE6XB, 6514745]
[paragraph, [231.0, 376.0, 149.0, 18.0], shoonya_5sT835WJ0HE6XB, 6514745]
[paragraph, [231.0, 394.0, 149.0, 18.0], shoonya_5sT835WJ0HE6XB, 6514745]
[paragraph, [231.0, 412.0, 149.0, 18.0], shoonya_5sT835WJ0HE6XB, 6514745]
[paragraph, [231.0, 430.0, 149.0, 18.0], shoonya_5sT835WJ0HE6XB, 6514745]
[paragraph, [231.0, 448.0, 149.0, 18.0], shoonya_5sT835WJ0HE6XB, 6514745]
[paragraph, [231.0, 466.0, 149.0, 18.0], shoonya_5sT835WJ0HE6XB, 6514745]
[paragraph, [231.0, 484.0, 149.0, 18.0], shoonya_5sT835WJ0HE6XB, 6514745]
[paragraph, [231.0, 502.0, 149.0, 18.0], shoonya_5sT835WJ0HE6XB, 6514745]
[paragraph, [231.0, 520.0, 149.0, 18.0], shoonya_5sT835WJ0HE6XB, 6514745]
[paragraph, [231.0, 538.0, 149.0, 18.0], shoonya_5sT835WJ0HE6XB, 6514745]
[paragraph, [231.0, 556.0, 149.0, 18.0], shoonya_5sT835WJ0HE6XB, 6514745]
[paragraph, [231.0, 574.0, 149.0, 18.0], shoonya_5sT835WJ0HE6XB, 6514745]
[paragraph, [231.0, 592.0, 149.0, 18.0], shoonya_5sT835WJ0HE6XB, 6514745]
[paragraph, [231.0, 610.0, 149.0, 18.0], shoonya_5sT835WJ0HE6XB, 6514745]
[paragraph, [385.0, 294.0, 152.0, 18.0], shoonya_4sZ4RNXFNOF3M8, 6514745]
[paragraph, [385.0, 312.0, 152.0, 18.0], shoonya_4sZ4RNXFNOF3M8, 6514745]
[paragraph, [385.0, 330.0, 152.0, 18.0], shoonya_4sZ4RNXFNOF3M8, 6514745]
[paragraph, [385.0, 348.0, 152.0, 18.0], shoonya_4sZ4RNXFNOF3M8, 6514745]
[paragraph, [385.0, 366.0, 152.0, 18.0], shoonya_4sZ4RNXFNOF3M8, 6514745]
[paragraph, [385.0, 384.0, 152.0, 18.0], shoonya_4sZ4RNXFNOF3M8, 6514745]
[paragraph, [75.0, 345.0, 151.0, 18.0], shoonya_0sVARKZHMI26M6, 6514745]
[paragraph, [75.0, 363.0, 151.0, 18.0], shoonya_0sVARKZHMI26M6, 6514745]
[paragraph, [75.0, 381.0, 151.0, 18.0], shoonya_0sVARKZHMI26M6, 6514745]
[paragraph, [75.0, 399.0, 151.0, 18.0], shoonya_0sVARKZHMI26M6, 6514745]
[paragraph, [387.0, 417.0, 151.0, 18.0], shoonya_11sRR9J3DTXMEV, 6514745]
[paragraph, [387.0, 435.0, 151.0, 18.0], shoonya_11sRR9J3DTXMEV, 6514745]
[paragraph, [387.0, 453.0, 151.0, 18.0], shoonya_11sRR9J3DTXMEV, 6514745]
[paragraph, [387.0, 471.0, 151.0, 18.0], shoonya_11sRR9J3DTXMEV, 6514745]
[paragraph, [387.0, 489.0, 151.0, 18.0], shoonya_11sRR9J3DTXMEV, 6514745]
[paragraph, [387.0, 507.0, 151.0, 18.0], shoonya_11sRR9J3DTXMEV, 6514745]
[paragraph, [387.0, 525.0, 151.0, 18.0], shoonya_11sRR9J3DTXMEV, 6514745]
[paragraph, [387.0, 543.0, 151.0, 18.0], shoonya_11sRR9J3DTXMEV, 6514745]
[paragraph, [387.0, 561.0, 151.0, 18.0], shoonya_11sRR9J3DTXMEV, 6514745]
[paragraph, [75.0, 435.0, 151.0, 18.0], shoonya_6sFF7JUQ55ZJGV, 6514745]
[paragraph, [75.0, 453.0, 151.0, 18.0], shoonya_6sFF7JUQ55ZJGV, 6514745]
[paragraph, [75.0, 471.0, 151.0, 18.0], shoonya_6sFF7JUQ55ZJGV, 6514745]
[paragraph, [75.0, 489.0, 151.0, 18.0], shoonya_6sFF7JUQ55ZJGV, 6514745]
[paragraph, [75.0, 507.0, 151.0, 18.0], shoonya_6sFF7JUQ55ZJGV, 6514745]
[paragraph, [75.0, 525.0, 151.0, 18.0], shoonya_6sFF7JUQ55ZJGV, 6514745]
[paragraph, [75.0, 543.0, 151.0, 18.0], shoonya_6sFF7JUQ55ZJGV, 6514745]
[paragraph, [75.0, 561.0, 151.0, 18.0], shoonya_6sFF7JUQ55ZJGV, 6514745]
[paragraph, [75.0, 579.0, 151.0, 18.0], shoonya_6sFF7JUQ55ZJGV, 6514745]
[paragraph, [75.0, 597.0, 151.0, 18.0], shoonya_6sFF7JUQ55ZJGV, 6514745]
[contact-info, [410.0, 585.0, 125.0, 18.0], shoonya_8sIKVNN9ZQH3WR, 6514745]
[contact-info, [410.0, 603.0, 125.0, 18.0], shoonya_8sIKVNN9ZQH3WR, 6514745]
