[2241, 1717]
[paragraph, [53.0, 203.0, 745.0, 36.0], shoonya_0s9DDE6L8DHIY3, 5654085]
[paragraph, [817.0, 1979.0, 747.0, 36.0], shoonya_1sSEN4P221T2FU, 5654085]
[paragraph, [817.0, 2015.0, 747.0, 36.0], shoonya_1sSEN4P221T2FU, 5654085]
[paragraph, [817.0, 2051.0, 747.0, 36.0], shoonya_1sSEN4P221T2FU, 5654085]
[paragraph, [48.0, 1542.0, 734.0, 36.0], shoonya_3s3XT9BOPG3TOW, 5654085]
[paragraph, [48.0, 1578.0, 734.0, 36.0], shoonya_3s3XT9BOPG3TOW, 5654085]
[paragraph, [48.0, 1614.0, 734.0, 36.0], shoonya_3s3XT9BOPG3TOW, 5654085]
[paragraph, [48.0, 1650.0, 734.0, 36.0], shoonya_3s3XT9BOPG3TOW, 5654085]
[paragraph, [48.0, 1686.0, 734.0, 36.0], shoonya_3s3XT9BOPG3TOW, 5654085]
[paragraph, [48.0, 1722.0, 734.0, 36.0], shoonya_3s3XT9BOPG3TOW, 5654085]
[paragraph, [48.0, 1758.0, 734.0, 36.0], shoonya_3s3XT9BOPG3TOW, 5654085]
[paragraph, [48.0, 1794.0, 734.0, 36.0], shoonya_3s3XT9BOPG3TOW, 5654085]
[paragraph, [48.0, 1830.0, 734.0, 36.0], shoonya_3s3XT9BOPG3TOW, 5654085]
[paragraph, [48.0, 1866.0, 734.0, 36.0], shoonya_3s3XT9BOPG3TOW, 5654085]
[paragraph, [48.0, 1902.0, 734.0, 36.0], shoonya_3s3XT9BOPG3TOW, 5654085]
[paragraph, [48.0, 1938.0, 734.0, 36.0], shoonya_3s3XT9BOPG3TOW, 5654085]
[paragraph, [48.0, 1974.0, 734.0, 36.0], shoonya_3s3XT9BOPG3TOW, 5654085]
[paragraph, [48.0, 2010.0, 734.0, 36.0], shoonya_3s3XT9BOPG3TOW, 5654085]
[paragraph, [48.0, 2046.0, 734.0, 36.0], shoonya_3s3XT9BOPG3TOW, 5654085]
[folio, [512.0, 2118.0, 701.0, 36.0], shoonya_14s15BATYKVMQJ, 5654085]
[folio, [512.0, 2154.0, 701.0, 36.0], shoonya_14s15BATYKVMQJ, 5654085]
[folio, [512.0, 2190.0, 701.0, 36.0], shoonya_14s15BATYKVMQJ, 5654085]
