[2339, 1656]
[paragraph, [788.0, 105.0, 734.0, 36.0], E1uqu5rVTY, 5749977]
[paragraph, [63.0, 1210.0, 719.0, 36.0], shoonya_2sGCLJOWUZ7P0V, 5749977]
[paragraph, [812.0, 758.0, 730.0, 36.0], shoonya_1sQ5OF4V5SZCMV, 5749977]
[paragraph, [812.0, 794.0, 730.0, 36.0], shoonya_1sQ5OF4V5SZCMV, 5749977]
[paragraph, [812.0, 830.0, 730.0, 36.0], shoonya_1sQ5OF4V5SZCMV, 5749977]
[paragraph, [812.0, 866.0, 730.0, 36.0], shoonya_1sQ5OF4V5SZCMV, 5749977]
[paragraph, [812.0, 902.0, 730.0, 36.0], shoonya_1sQ5OF4V5SZCMV, 5749977]
[paragraph, [812.0, 938.0, 730.0, 36.0], shoonya_1sQ5OF4V5SZCMV, 5749977]
[paragraph, [812.0, 974.0, 730.0, 36.0], shoonya_1sQ5OF4V5SZCMV, 5749977]
[paragraph, [812.0, 1010.0, 730.0, 36.0], shoonya_1sQ5OF4V5SZCMV, 5749977]
[paragraph, [812.0, 1046.0, 730.0, 36.0], shoonya_1sQ5OF4V5SZCMV, 5749977]
[paragraph, [812.0, 1082.0, 730.0, 36.0], shoonya_1sQ5OF4V5SZCMV, 5749977]
[paragraph, [812.0, 1118.0, 730.0, 36.0], shoonya_1sQ5OF4V5SZCMV, 5749977]
[paragraph, [812.0, 1154.0, 730.0, 36.0], shoonya_1sQ5OF4V5SZCMV, 5749977]
[paragraph, [812.0, 1190.0, 730.0, 36.0], shoonya_1sQ5OF4V5SZCMV, 5749977]
[paragraph, [812.0, 1226.0, 730.0, 36.0], shoonya_1sQ5OF4V5SZCMV, 5749977]
[paragraph, [812.0, 1262.0, 730.0, 36.0], shoonya_1sQ5OF4V5SZCMV, 5749977]
[paragraph, [812.0, 1298.0, 730.0, 36.0], shoonya_1sQ5OF4V5SZCMV, 5749977]
[paragraph, [812.0, 1334.0, 730.0, 36.0], shoonya_1sQ5OF4V5SZCMV, 5749977]
[paragraph, [812.0, 1370.0, 730.0, 36.0], shoonya_1sQ5OF4V5SZCMV, 5749977]
[paragraph, [812.0, 1406.0, 730.0, 36.0], shoonya_1sQ5OF4V5SZCMV, 5749977]
[paragraph, [812.0, 1442.0, 730.0, 36.0], shoonya_1sQ5OF4V5SZCMV, 5749977]
[paragraph, [812.0, 1478.0, 730.0, 36.0], shoonya_1sQ5OF4V5SZCMV, 5749977]
[paragraph, [812.0, 1514.0, 730.0, 36.0], shoonya_1sQ5OF4V5SZCMV, 5749977]
[paragraph, [812.0, 1550.0, 730.0, 36.0], shoonya_1sQ5OF4V5SZCMV, 5749977]
[paragraph, [812.0, 1586.0, 730.0, 36.0], shoonya_1sQ5OF4V5SZCMV, 5749977]
[paragraph, [812.0, 1622.0, 730.0, 36.0], shoonya_1sQ5OF4V5SZCMV, 5749977]
[paragraph, [812.0, 1658.0, 730.0, 36.0], shoonya_1sQ5OF4V5SZCMV, 5749977]
[paragraph, [812.0, 1694.0, 730.0, 36.0], shoonya_1sQ5OF4V5SZCMV, 5749977]
[paragraph, [812.0, 1730.0, 730.0, 36.0], shoonya_1sQ5OF4V5SZCMV, 5749977]
[paragraph, [812.0, 1766.0, 730.0, 36.0], shoonya_1sQ5OF4V5SZCMV, 5749977]
[paragraph, [812.0, 1802.0, 730.0, 36.0], shoonya_1sQ5OF4V5SZCMV, 5749977]
[paragraph, [812.0, 1838.0, 730.0, 36.0], shoonya_1sQ5OF4V5SZCMV, 5749977]
[paragraph, [812.0, 1874.0, 730.0, 36.0], shoonya_1sQ5OF4V5SZCMV, 5749977]
[paragraph, [812.0, 1910.0, 730.0, 36.0], shoonya_1sQ5OF4V5SZCMV, 5749977]
[paragraph, [812.0, 1946.0, 730.0, 36.0], shoonya_1sQ5OF4V5SZCMV, 5749977]
[paragraph, [812.0, 1982.0, 730.0, 36.0], shoonya_1sQ5OF4V5SZCMV, 5749977]
[paragraph, [812.0, 2018.0, 730.0, 36.0], shoonya_1sQ5OF4V5SZCMV, 5749977]
[paragraph, [812.0, 2054.0, 730.0, 36.0], shoonya_1sQ5OF4V5SZCMV, 5749977]
[paragraph, [95.0, 1255.0, 699.0, 36.0], 3p_lnUpShd, 5749977]
[paragraph, [95.0, 1291.0, 699.0, 36.0], 3p_lnUpShd, 5749977]
[paragraph, [82.0, 1362.0, 704.0, 36.0], shoonya_0sR8USL0MBH884, 5749977]
[paragraph, [82.0, 1398.0, 704.0, 36.0], shoonya_0sR8USL0MBH884, 5749977]
[paragraph, [82.0, 1434.0, 704.0, 36.0], shoonya_0sR8USL0MBH884, 5749977]
[paragraph, [82.0, 1470.0, 704.0, 36.0], shoonya_0sR8USL0MBH884, 5749977]
[paragraph, [82.0, 1506.0, 704.0, 36.0], shoonya_0sR8USL0MBH884, 5749977]
[paragraph, [82.0, 1542.0, 704.0, 36.0], shoonya_0sR8USL0MBH884, 5749977]
[paragraph, [82.0, 1578.0, 704.0, 36.0], shoonya_0sR8USL0MBH884, 5749977]
[paragraph, [82.0, 1614.0, 704.0, 36.0], shoonya_0sR8USL0MBH884, 5749977]
[paragraph, [82.0, 1650.0, 704.0, 36.0], shoonya_0sR8USL0MBH884, 5749977]
[paragraph, [82.0, 1686.0, 704.0, 36.0], shoonya_0sR8USL0MBH884, 5749977]
[ordered-list, [93.0, 1813.0, 506.0, 36.0], shoonya_6sO0GZCVQ0ZEFE, 5749977]
[reference, [618.0, 1818.0, 101.0, 36.0], F-fAvX8kfa, 5749977]
[reference, [618.0, 1867.0, 83.0, 36.0], UbTLzpysLh, 5749977]
[ordered-list, [85.0, 1875.0, 427.0, 36.0], IN4gLM13Hd, 5749977]
[ordered-list, [85.0, 1923.0, 631.0, 36.0], em-8N7DS7C, 5749977]
[paragraph, [97.0, 1973.0, 697.0, 36.0], LohqcpRRCX, 5749977]
[paragraph, [139.0, 2033.0, 653.0, 36.0], 8fTcLLvKb5, 5749977]
[reference, [637.0, 2062.0, 159.0, 36.0], xs_xvxdild, 5749977]
