[2650, 2048]
[section-title, [79.0, 103.0, 964.0, 79.5], shoonya_12sTR22F8XWKBI, 6473620]
[paragraph, [79.0, 1949.0, 1029.0, 46.5], m9B_bZyKQ8, 6473620]
[paragraph, [79.0, 1995.5, 1029.0, 46.5], m9B_bZyKQ8, 6473620]
[paragraph, [1149.0, 1577.0, 834.0, 46.5], GF5Uy2ElSJ, 6473620]
[paragraph, [1149.0, 1623.5, 834.0, 46.5], GF5Uy2ElSJ, 6473620]
[paragraph, [1149.0, 1670.0, 834.0, 46.5], GF5Uy2ElSJ, 6473620]
[paragraph, [1149.0, 1716.5, 834.0, 46.5], GF5Uy2ElSJ, 6473620]
[paragraph, [1144.0, 1797.0, 837.0, 46.5], aZJ71SoXRs, 6473620]
[paragraph, [1144.0, 1843.5, 837.0, 46.5], aZJ71SoXRs, 6473620]
[paragraph, [1144.0, 1890.0, 837.0, 46.5], aZJ71SoXRs, 6473620]
[paragraph, [1144.0, 1936.5, 837.0, 46.5], aZJ71SoXRs, 6473620]
[paragraph, [1144.0, 1983.0, 837.0, 46.5], aZJ71SoXRs, 6473620]
[paragraph, [1144.0, 2029.5, 837.0, 46.5], aZJ71SoXRs, 6473620]
[paragraph, [1144.0, 2076.0, 837.0, 46.5], aZJ71SoXRs, 6473620]
[paragraph, [1144.0, 2122.5, 837.0, 46.5], aZJ71SoXRs, 6473620]
[paragraph, [1144.0, 2217.0, 842.0, 46.5], nmr-Pz-srB, 6473620]
[paragraph, [1144.0, 2263.5, 842.0, 46.5], nmr-Pz-srB, 6473620]
[paragraph, [1144.0, 2310.0, 842.0, 46.5], nmr-Pz-srB, 6473620]
[paragraph, [1144.0, 2356.5, 842.0, 46.5], nmr-Pz-srB, 6473620]
[paragraph, [1144.0, 2403.0, 842.0, 46.5], nmr-Pz-srB, 6473620]
[figure-caption, [619.0, 2396.0, 401.0, 46.5], cXvkJ4_o9C, 6473620]
[contact-info, [255.0, 2479.0, 1440.0, 46.5], y-0CrG_3qX, 6473620]
[contact-info, [255.0, 2525.5, 1440.0, 46.5], y-0CrG_3qX, 6473620]
[website-link, [399.0, 2547.0, 373.0, 18.0], 73P9r0-oyX, 6473620]
[website-link, [399.0, 2565.0, 373.0, 18.0], 73P9r0-oyX, 6473620]
