[1437, 878]
[headline, [363.0, 70.0, 153.0, 25.5], zxJXlrICAa, 5769910]
[paragraph, [71.0, 457.0, 364.0, 18.0], tdhXL8u4Y_, 5769910]
[paragraph, [71.0, 475.0, 364.0, 18.0], tdhXL8u4Y_, 5769910]
[paragraph, [71.0, 493.0, 364.0, 18.0], tdhXL8u4Y_, 5769910]
[paragraph, [71.0, 511.0, 364.0, 18.0], tdhXL8u4Y_, 5769910]
[paragraph, [71.0, 529.0, 364.0, 18.0], tdhXL8u4Y_, 5769910]
[paragraph, [71.0, 547.0, 364.0, 18.0], tdhXL8u4Y_, 5769910]
[paragraph, [71.0, 565.0, 364.0, 18.0], tdhXL8u4Y_, 5769910]
[paragraph, [71.0, 583.0, 364.0, 18.0], tdhXL8u4Y_, 5769910]
[paragraph, [71.0, 601.0, 364.0, 18.0], tdhXL8u4Y_, 5769910]
[paragraph, [71.0, 619.0, 364.0, 18.0], tdhXL8u4Y_, 5769910]
[paragraph, [71.0, 637.0, 364.0, 18.0], tdhXL8u4Y_, 5769910]
[paragraph, [71.0, 655.0, 364.0, 18.0], tdhXL8u4Y_, 5769910]
[paragraph, [71.0, 673.0, 364.0, 18.0], tdhXL8u4Y_, 5769910]
[paragraph, [71.0, 691.0, 364.0, 18.0], tdhXL8u4Y_, 5769910]
[paragraph, [71.0, 709.0, 364.0, 18.0], tdhXL8u4Y_, 5769910]
[paragraph, [71.0, 727.0, 364.0, 18.0], tdhXL8u4Y_, 5769910]
[paragraph, [71.0, 745.0, 364.0, 18.0], tdhXL8u4Y_, 5769910]
[paragraph, [442.0, 454.0, 360.0, 18.0], AB_tHxe4KR, 5769910]
[paragraph, [442.0, 472.0, 360.0, 18.0], AB_tHxe4KR, 5769910]
[paragraph, [442.0, 490.0, 360.0, 18.0], AB_tHxe4KR, 5769910]
[paragraph, [442.0, 508.0, 360.0, 18.0], AB_tHxe4KR, 5769910]
[paragraph, [442.0, 526.0, 360.0, 18.0], AB_tHxe4KR, 5769910]
[paragraph, [442.0, 544.0, 360.0, 18.0], AB_tHxe4KR, 5769910]
[paragraph, [442.0, 562.0, 360.0, 18.0], AB_tHxe4KR, 5769910]
[paragraph, [442.0, 580.0, 360.0, 18.0], AB_tHxe4KR, 5769910]
[paragraph, [442.0, 598.0, 360.0, 18.0], AB_tHxe4KR, 5769910]
[paragraph, [442.0, 616.0, 360.0, 18.0], AB_tHxe4KR, 5769910]
[paragraph, [442.0, 634.0, 360.0, 18.0], AB_tHxe4KR, 5769910]
[paragraph, [442.0, 652.0, 360.0, 18.0], AB_tHxe4KR, 5769910]
[paragraph, [442.0, 670.0, 360.0, 18.0], AB_tHxe4KR, 5769910]
[paragraph, [442.0, 688.0, 360.0, 18.0], AB_tHxe4KR, 5769910]
[paragraph, [442.0, 706.0, 360.0, 18.0], AB_tHxe4KR, 5769910]
[paragraph, [442.0, 724.0, 360.0, 18.0], AB_tHxe4KR, 5769910]
[paragraph, [442.0, 742.0, 360.0, 18.0], AB_tHxe4KR, 5769910]
[paragraph, [442.0, 760.0, 360.0, 18.0], AB_tHxe4KR, 5769910]
[paragraph, [442.0, 778.0, 360.0, 18.0], AB_tHxe4KR, 5769910]
[paragraph, [442.0, 796.0, 360.0, 18.0], AB_tHxe4KR, 5769910]
[paragraph, [442.0, 814.0, 360.0, 18.0], AB_tHxe4KR, 5769910]
[paragraph, [442.0, 832.0, 360.0, 18.0], AB_tHxe4KR, 5769910]
[paragraph, [442.0, 850.0, 360.0, 18.0], AB_tHxe4KR, 5769910]
[paragraph, [442.0, 868.0, 360.0, 18.0], AB_tHxe4KR, 5769910]
[paragraph, [442.0, 886.0, 360.0, 18.0], AB_tHxe4KR, 5769910]
[paragraph, [442.0, 904.0, 360.0, 18.0], AB_tHxe4KR, 5769910]
[paragraph, [442.0, 922.0, 360.0, 18.0], AB_tHxe4KR, 5769910]
[paragraph, [442.0, 940.0, 360.0, 18.0], AB_tHxe4KR, 5769910]
[paragraph, [442.0, 958.0, 360.0, 18.0], AB_tHxe4KR, 5769910]
[paragraph, [442.0, 976.0, 360.0, 18.0], AB_tHxe4KR, 5769910]
[paragraph, [71.0, 756.0, 364.0, 18.0], HnPY5U4QTb, 5769910]
[paragraph, [71.0, 774.0, 364.0, 18.0], HnPY5U4QTb, 5769910]
[paragraph, [71.0, 792.0, 364.0, 18.0], HnPY5U4QTb, 5769910]
[paragraph, [71.0, 810.0, 364.0, 18.0], HnPY5U4QTb, 5769910]
[paragraph, [71.0, 828.0, 364.0, 18.0], HnPY5U4QTb, 5769910]
[paragraph, [71.0, 846.0, 364.0, 18.0], HnPY5U4QTb, 5769910]
[paragraph, [71.0, 864.0, 364.0, 18.0], HnPY5U4QTb, 5769910]
[paragraph, [71.0, 882.0, 364.0, 18.0], HnPY5U4QTb, 5769910]
[paragraph, [71.0, 900.0, 364.0, 18.0], HnPY5U4QTb, 5769910]
[paragraph, [71.0, 918.0, 364.0, 18.0], HnPY5U4QTb, 5769910]
[paragraph, [71.0, 936.0, 364.0, 18.0], HnPY5U4QTb, 5769910]
[paragraph, [71.0, 954.0, 364.0, 18.0], HnPY5U4QTb, 5769910]
[paragraph, [71.0, 972.0, 364.0, 18.0], HnPY5U4QTb, 5769910]
[paragraph, [71.0, 990.0, 364.0, 18.0], HnPY5U4QTb, 5769910]
[paragraph, [71.0, 1008.0, 364.0, 18.0], HnPY5U4QTb, 5769910]
[paragraph, [71.0, 1026.0, 364.0, 18.0], HnPY5U4QTb, 5769910]
[paragraph, [71.0, 1044.0, 364.0, 18.0], HnPY5U4QTb, 5769910]
[paragraph, [71.0, 1062.0, 364.0, 18.0], HnPY5U4QTb, 5769910]
[paragraph, [71.0, 1080.0, 364.0, 18.0], HnPY5U4QTb, 5769910]
[paragraph, [71.0, 1098.0, 364.0, 18.0], HnPY5U4QTb, 5769910]
[paragraph, [71.0, 1116.0, 364.0, 18.0], HnPY5U4QTb, 5769910]
[paragraph, [71.0, 1134.0, 364.0, 18.0], HnPY5U4QTb, 5769910]
[paragraph, [71.0, 1152.0, 364.0, 18.0], HnPY5U4QTb, 5769910]
[paragraph, [71.0, 1170.0, 364.0, 18.0], HnPY5U4QTb, 5769910]
[paragraph, [71.0, 1188.0, 364.0, 18.0], HnPY5U4QTb, 5769910]
[paragraph, [71.0, 1206.0, 364.0, 18.0], HnPY5U4QTb, 5769910]
[paragraph, [71.0, 1224.0, 364.0, 18.0], HnPY5U4QTb, 5769910]
[paragraph, [71.0, 1242.0, 364.0, 18.0], HnPY5U4QTb, 5769910]
[paragraph, [71.0, 1260.0, 364.0, 18.0], HnPY5U4QTb, 5769910]
[paragraph, [442.0, 988.0, 359.0, 18.0], RZ6qqZ8jn3, 5769910]
[paragraph, [442.0, 1006.0, 359.0, 18.0], RZ6qqZ8jn3, 5769910]
[paragraph, [442.0, 1024.0, 359.0, 18.0], RZ6qqZ8jn3, 5769910]
[paragraph, [442.0, 1042.0, 359.0, 18.0], RZ6qqZ8jn3, 5769910]
[paragraph, [442.0, 1060.0, 359.0, 18.0], RZ6qqZ8jn3, 5769910]
[paragraph, [443.0, 1071.0, 360.0, 18.0], Vy1FaRC0OJ, 5769910]
[paragraph, [443.0, 1089.0, 360.0, 18.0], Vy1FaRC0OJ, 5769910]
[paragraph, [443.0, 1107.0, 360.0, 18.0], Vy1FaRC0OJ, 5769910]
[paragraph, [443.0, 1125.0, 360.0, 18.0], Vy1FaRC0OJ, 5769910]
[paragraph, [442.0, 1151.0, 361.0, 18.0], iJXWFUGY-S, 5769910]
[paragraph, [442.0, 1169.0, 361.0, 18.0], iJXWFUGY-S, 5769910]
[paragraph, [442.0, 1187.0, 361.0, 18.0], iJXWFUGY-S, 5769910]
[paragraph, [442.0, 1205.0, 361.0, 18.0], iJXWFUGY-S, 5769910]
[paragraph, [442.0, 1223.0, 361.0, 18.0], iJXWFUGY-S, 5769910]
[paragraph, [442.0, 1241.0, 361.0, 18.0], iJXWFUGY-S, 5769910]
[paragraph, [442.0, 1259.0, 361.0, 18.0], iJXWFUGY-S, 5769910]
[paragraph, [442.0, 1277.0, 361.0, 18.0], iJXWFUGY-S, 5769910]
[paragraph, [442.0, 1295.0, 361.0, 18.0], iJXWFUGY-S, 5769910]
[paragraph, [442.0, 1313.0, 361.0, 18.0], iJXWFUGY-S, 5769910]
[paragraph, [442.0, 1331.0, 361.0, 18.0], iJXWFUGY-S, 5769910]
[paragraph, [72.0, 1290.0, 364.0, 18.0], XWbJY0weJY, 5769910]
[paragraph, [72.0, 1308.0, 364.0, 18.0], XWbJY0weJY, 5769910]
[paragraph, [72.0, 1326.0, 364.0, 18.0], XWbJY0weJY, 5769910]
[paragraph, [72.0, 1344.0, 364.0, 18.0], XWbJY0weJY, 5769910]
