[792, 612]
[paragraph, [228.0, 91.0, 154.0, 18.0], DTxaRuWFG4, 6515447]
[paragraph, [49.0, 471.0, 153.0, 18.0], shoonya_4s9TK9L5P70KWE, 6515447]
[paragraph, [49.0, 489.0, 153.0, 18.0], shoonya_4s9TK9L5P70KWE, 6515447]
[paragraph, [49.0, 507.0, 153.0, 18.0], shoonya_4s9TK9L5P70KWE, 6515447]
[paragraph, [49.0, 525.0, 153.0, 18.0], shoonya_4s9TK9L5P70KWE, 6515447]
[paragraph, [49.0, 543.0, 153.0, 18.0], shoonya_4s9TK9L5P70KWE, 6515447]
[paragraph, [49.0, 561.0, 153.0, 18.0], shoonya_4s9TK9L5P70KWE, 6515447]
[paragraph, [410.0, 587.0, 152.0, 18.0], shoonya_7sVTU6JVUQR2LY, 6515447]
[paragraph, [410.0, 605.0, 152.0, 18.0], shoonya_7sVTU6JVUQR2LY, 6515447]
[paragraph, [410.0, 623.0, 152.0, 18.0], shoonya_7sVTU6JVUQR2LY, 6515447]
[paragraph, [410.0, 641.0, 152.0, 18.0], shoonya_7sVTU6JVUQR2LY, 6515447]
[paragraph, [48.0, 603.0, 154.0, 18.0], LPjWv1QfPs, 6515447]
[paragraph, [48.0, 621.0, 154.0, 18.0], LPjWv1QfPs, 6515447]
[paragraph, [48.0, 639.0, 154.0, 18.0], LPjWv1QfPs, 6515447]
[paragraph, [48.0, 657.0, 154.0, 18.0], LPjWv1QfPs, 6515447]
