[2230, 1704]
[paragraph, [869.0, 159.0, 832.0, 36.0], shoonya_7s0NX10PCF4VDV, 5653810]
[paragraph, [889.0, 989.0, 773.0, 36.0], shoonya_2sVNTC7KSV938F, 5653810]
[paragraph, [889.0, 1025.0, 773.0, 36.0], shoonya_2sVNTC7KSV938F, 5653810]
[paragraph, [889.0, 1061.0, 773.0, 36.0], shoonya_2sVNTC7KSV938F, 5653810]
[paragraph, [889.0, 1097.0, 773.0, 36.0], shoonya_2sVNTC7KSV938F, 5653810]
[paragraph, [889.0, 1133.0, 773.0, 36.0], shoonya_2sVNTC7KSV938F, 5653810]
[paragraph, [889.0, 1169.0, 773.0, 36.0], shoonya_2sVNTC7KSV938F, 5653810]
[paragraph, [889.0, 1205.0, 773.0, 36.0], shoonya_2sVNTC7KSV938F, 5653810]
[paragraph, [92.0, 1049.0, 767.0, 36.0], shoonya_1sUAFRMI22CTTC, 5653810]
[paragraph, [92.0, 1085.0, 767.0, 36.0], shoonya_1sUAFRMI22CTTC, 5653810]
[paragraph, [92.0, 1121.0, 767.0, 36.0], shoonya_1sUAFRMI22CTTC, 5653810]
[paragraph, [92.0, 1157.0, 767.0, 36.0], shoonya_1sUAFRMI22CTTC, 5653810]
[paragraph, [92.0, 1193.0, 767.0, 36.0], shoonya_1sUAFRMI22CTTC, 5653810]
[paragraph, [92.0, 1229.0, 767.0, 36.0], shoonya_1sUAFRMI22CTTC, 5653810]
[paragraph, [92.0, 1265.0, 767.0, 36.0], shoonya_1sUAFRMI22CTTC, 5653810]
[paragraph, [92.0, 1301.0, 767.0, 36.0], shoonya_1sUAFRMI22CTTC, 5653810]
[paragraph, [92.0, 1337.0, 767.0, 36.0], shoonya_1sUAFRMI22CTTC, 5653810]
[paragraph, [92.0, 1373.0, 767.0, 36.0], shoonya_1sUAFRMI22CTTC, 5653810]
[paragraph, [92.0, 1409.0, 767.0, 36.0], shoonya_1sUAFRMI22CTTC, 5653810]
[paragraph, [92.0, 1445.0, 767.0, 36.0], shoonya_1sUAFRMI22CTTC, 5653810]
[paragraph, [92.0, 1481.0, 767.0, 36.0], shoonya_1sUAFRMI22CTTC, 5653810]
[paragraph, [907.0, 1231.0, 764.0, 36.0], shoonya_3sXUCISSOBJYYF, 5653810]
[paragraph, [907.0, 1267.0, 764.0, 36.0], shoonya_3sXUCISSOBJYYF, 5653810]
[paragraph, [907.0, 1303.0, 764.0, 36.0], shoonya_3sXUCISSOBJYYF, 5653810]
[paragraph, [907.0, 1339.0, 764.0, 36.0], shoonya_3sXUCISSOBJYYF, 5653810]
[paragraph, [907.0, 1375.0, 764.0, 36.0], shoonya_3sXUCISSOBJYYF, 5653810]
[paragraph, [907.0, 1411.0, 764.0, 36.0], shoonya_3sXUCISSOBJYYF, 5653810]
[paragraph, [907.0, 1447.0, 764.0, 36.0], shoonya_3sXUCISSOBJYYF, 5653810]
[paragraph, [907.0, 1483.0, 764.0, 36.0], shoonya_3sXUCISSOBJYYF, 5653810]
[paragraph, [907.0, 1519.0, 764.0, 36.0], shoonya_3sXUCISSOBJYYF, 5653810]
[paragraph, [907.0, 1555.0, 764.0, 36.0], shoonya_3sXUCISSOBJYYF, 5653810]
[paragraph, [907.0, 1591.0, 764.0, 36.0], shoonya_3sXUCISSOBJYYF, 5653810]
[paragraph, [907.0, 1627.0, 764.0, 36.0], shoonya_3sXUCISSOBJYYF, 5653810]
[paragraph, [907.0, 1663.0, 764.0, 36.0], shoonya_3sXUCISSOBJYYF, 5653810]
[paragraph, [907.0, 1699.0, 764.0, 36.0], shoonya_3sXUCISSOBJYYF, 5653810]
[paragraph, [907.0, 1735.0, 764.0, 36.0], shoonya_3sXUCISSOBJYYF, 5653810]
[paragraph, [907.0, 1771.0, 764.0, 36.0], shoonya_3sXUCISSOBJYYF, 5653810]
[paragraph, [907.0, 1807.0, 764.0, 36.0], shoonya_3sXUCISSOBJYYF, 5653810]
[paragraph, [104.0, 1595.0, 765.0, 36.0], shoonya_4sZGXEQRAG8PVG, 5653810]
[paragraph, [104.0, 1631.0, 765.0, 36.0], shoonya_4sZGXEQRAG8PVG, 5653810]
[paragraph, [104.0, 1667.0, 765.0, 36.0], shoonya_4sZGXEQRAG8PVG, 5653810]
[paragraph, [104.0, 1703.0, 765.0, 36.0], shoonya_4sZGXEQRAG8PVG, 5653810]
[paragraph, [104.0, 1739.0, 765.0, 36.0], shoonya_4sZGXEQRAG8PVG, 5653810]
[paragraph, [104.0, 1775.0, 765.0, 36.0], shoonya_4sZGXEQRAG8PVG, 5653810]
[paragraph, [104.0, 1811.0, 765.0, 36.0], shoonya_4sZGXEQRAG8PVG, 5653810]
[paragraph, [918.0, 1856.0, 759.0, 36.0], shoonya_6sB06DMIL22ODJ, 5653810]
[paragraph, [918.0, 1892.0, 759.0, 36.0], shoonya_6sB06DMIL22ODJ, 5653810]
[paragraph, [918.0, 1928.0, 759.0, 36.0], shoonya_6sB06DMIL22ODJ, 5653810]
[paragraph, [918.0, 1964.0, 759.0, 36.0], shoonya_6sB06DMIL22ODJ, 5653810]
[paragraph, [918.0, 2000.0, 759.0, 36.0], shoonya_6sB06DMIL22ODJ, 5653810]
[paragraph, [918.0, 2036.0, 759.0, 36.0], shoonya_6sB06DMIL22ODJ, 5653810]
[paragraph, [918.0, 2072.0, 759.0, 36.0], shoonya_6sB06DMIL22ODJ, 5653810]
[paragraph, [105.0, 1860.0, 774.0, 36.0], shoonya_5s6LINSN25A2T4, 5653810]
[paragraph, [105.0, 1896.0, 774.0, 36.0], shoonya_5s6LINSN25A2T4, 5653810]
[paragraph, [105.0, 1932.0, 774.0, 36.0], shoonya_5s6LINSN25A2T4, 5653810]
[paragraph, [105.0, 1968.0, 774.0, 36.0], shoonya_5s6LINSN25A2T4, 5653810]
[paragraph, [105.0, 2004.0, 774.0, 36.0], shoonya_5s6LINSN25A2T4, 5653810]
[paragraph, [103.0, 2040.0, 775.0, 36.0], shoonya_8sW9LHMVZNEDPH, 5653810]
[paragraph, [103.0, 2076.0, 775.0, 36.0], shoonya_8sW9LHMVZNEDPH, 5653810]
[folio, [797.0, 2144.0, 208.0, 36.0], m8IuvEO4ou, 5653810]
[footnote, [504.0, 2178.0, 697.0, 36.0], CDbnRsPJwl, 5653810]
