[1571, 1187]
[section-title, [126.0, 71.0, 283.0, 49.5], shoonya_2s8XTIRG5R23QA, 6472417]
[paragraph, [141.0, 882.0, 338.0, 36.0], shoonya_25s9IPD8FWFC4H, 6472417]
[paragraph, [141.0, 918.0, 338.0, 36.0], shoonya_25s9IPD8FWFC4H, 6472417]
[paragraph, [141.0, 954.0, 338.0, 36.0], shoonya_25s9IPD8FWFC4H, 6472417]
[paragraph, [141.0, 990.0, 338.0, 36.0], shoonya_25s9IPD8FWFC4H, 6472417]
[paragraph, [141.0, 1026.0, 338.0, 36.0], shoonya_25s9IPD8FWFC4H, 6472417]
[paragraph, [743.0, 1055.0, 330.0, 36.0], shoonya_5sNZP920R8P04J, 6472417]
[paragraph, [743.0, 1091.0, 330.0, 36.0], shoonya_5sNZP920R8P04J, 6472417]
[paragraph, [743.0, 1127.0, 330.0, 36.0], shoonya_5sNZP920R8P04J, 6472417]
[paragraph, [743.0, 1163.0, 330.0, 36.0], shoonya_5sNZP920R8P04J, 6472417]
[paragraph, [144.0, 1083.0, 333.0, 36.0], shoonya_18sZIK1K1NTPSA, 6472417]
[paragraph, [144.0, 1119.0, 333.0, 36.0], shoonya_18sZIK1K1NTPSA, 6472417]
[paragraph, [144.0, 1155.0, 333.0, 36.0], shoonya_18sZIK1K1NTPSA, 6472417]
[paragraph, [140.0, 1206.0, 461.0, 36.0], shoonya_26sEF169YTV3N6, 6472417]
[paragraph, [140.0, 1242.0, 461.0, 36.0], shoonya_26sEF169YTV3N6, 6472417]
[paragraph, [140.0, 1278.0, 461.0, 36.0], shoonya_26sEF169YTV3N6, 6472417]
[paragraph, [140.0, 1314.0, 461.0, 36.0], shoonya_26sEF169YTV3N6, 6472417]
[paragraph, [617.0, 1232.0, 453.0, 36.0], shoonya_15sYPKEE1Z5APM, 6472417]
[paragraph, [617.0, 1268.0, 453.0, 36.0], shoonya_15sYPKEE1Z5APM, 6472417]
[paragraph, [617.0, 1304.0, 453.0, 36.0], shoonya_15sYPKEE1Z5APM, 6472417]
[contact-info, [839.0, 1355.0, 201.0, 36.0], WjmZqxEwKE, 6472417]
[contact-info, [839.0, 1391.0, 201.0, 36.0], WjmZqxEwKE, 6472417]
[paragraph, [143.0, 1357.0, 460.0, 36.0], shoonya_13sGOBINQ8BXTC, 6472417]
[paragraph, [143.0, 1393.0, 460.0, 36.0], shoonya_13sGOBINQ8BXTC, 6472417]
[folio, [107.0, 1465.0, 65.0, 36.0], shoonya_16sA7R2TRLYETH, 6472417]
