[1806, 1262]
[folio, [530.0, 102.0, 556.0, 36.0], shoonya_0sG763KFZECEKZ, 5680781]
[paragraph, [651.0, 1440.0, 504.0, 36.0], v7qIhiHNKJ, 5680781]
[paragraph, [651.0, 1476.0, 504.0, 36.0], v7qIhiHNKJ, 5680781]
[paragraph, [651.0, 1512.0, 504.0, 36.0], v7qIhiHNKJ, 5680781]
[paragraph, [651.0, 1548.0, 504.0, 36.0], v7qIhiHNKJ, 5680781]
[paragraph, [651.0, 1584.0, 504.0, 36.0], v7qIhiHNKJ, 5680781]
[paragraph, [651.0, 1620.0, 504.0, 36.0], v7qIhiHNKJ, 5680781]
[paragraph, [651.0, 1656.0, 504.0, 36.0], v7qIhiHNKJ, 5680781]
[paragraph, [97.0, 1598.0, 496.0, 36.0], shoonya_5s76VY4EZGN217, 5680781]
[paragraph, [97.0, 1634.0, 496.0, 36.0], shoonya_5s76VY4EZGN217, 5680781]
[paragraph, [97.0, 1670.0, 496.0, 36.0], shoonya_5s76VY4EZGN217, 5680781]
