[1269, 2568]
[paragraph, [1289.0, 83.0, 359.0, 18.0], shoonya_20sEXI3EDMCH56, 5725862]
[unordered-list, [461.0, 573.0, 363.0, 18.0], Nnndcpo2Pe, 5725862]
[unordered-list, [461.0, 591.0, 363.0, 18.0], Nnndcpo2Pe, 5725862]
[unordered-list, [461.0, 609.0, 363.0, 18.0], Nnndcpo2Pe, 5725862]
[unordered-list, [461.0, 627.0, 363.0, 18.0], Nnndcpo2Pe, 5725862]
[unordered-list, [461.0, 645.0, 363.0, 18.0], Nnndcpo2Pe, 5725862]
[figure-caption, [955.0, 252.0, 273.0, 18.0], SlcI1x5U1I, 5725862]
[paragraph, [1286.0, 279.0, 366.0, 18.0], shoonya_19s0HPN3E27S22, 5725862]
[paragraph, [1286.0, 297.0, 366.0, 18.0], shoonya_19s0HPN3E27S22, 5725862]
[paragraph, [1286.0, 315.0, 366.0, 18.0], shoonya_19s0HPN3E27S22, 5725862]
[paragraph, [1286.0, 333.0, 366.0, 18.0], shoonya_19s0HPN3E27S22, 5725862]
[paragraph, [1286.0, 351.0, 366.0, 18.0], shoonya_19s0HPN3E27S22, 5725862]
[paragraph, [1286.0, 369.0, 366.0, 18.0], shoonya_19s0HPN3E27S22, 5725862]
[paragraph, [1286.0, 387.0, 366.0, 18.0], shoonya_19s0HPN3E27S22, 5725862]
[paragraph, [1286.0, 405.0, 366.0, 18.0], shoonya_19s0HPN3E27S22, 5725862]
[paragraph, [1286.0, 423.0, 366.0, 18.0], shoonya_19s0HPN3E27S22, 5725862]
[paragraph, [1286.0, 441.0, 366.0, 18.0], shoonya_19s0HPN3E27S22, 5725862]
[paragraph, [1286.0, 459.0, 366.0, 18.0], shoonya_19s0HPN3E27S22, 5725862]
[paragraph, [1286.0, 477.0, 366.0, 18.0], shoonya_19s0HPN3E27S22, 5725862]
[paragraph, [1286.0, 495.0, 366.0, 18.0], shoonya_19s0HPN3E27S22, 5725862]
[paragraph, [1286.0, 513.0, 366.0, 18.0], shoonya_19s0HPN3E27S22, 5725862]
[paragraph, [1286.0, 531.0, 366.0, 18.0], shoonya_19s0HPN3E27S22, 5725862]
[paragraph, [1286.0, 549.0, 366.0, 18.0], shoonya_19s0HPN3E27S22, 5725862]
[paragraph, [915.0, 286.0, 363.0, 18.0], 7_hlbkcAIW, 5725862]
[paragraph, [915.0, 304.0, 363.0, 18.0], 7_hlbkcAIW, 5725862]
[paragraph, [915.0, 322.0, 363.0, 18.0], 7_hlbkcAIW, 5725862]
[paragraph, [915.0, 340.0, 363.0, 18.0], 7_hlbkcAIW, 5725862]
[paragraph, [915.0, 358.0, 363.0, 18.0], 7_hlbkcAIW, 5725862]
[paragraph, [915.0, 376.0, 363.0, 18.0], 7_hlbkcAIW, 5725862]
[paragraph, [915.0, 394.0, 363.0, 18.0], 7_hlbkcAIW, 5725862]
[paragraph, [915.0, 412.0, 363.0, 18.0], 7_hlbkcAIW, 5725862]
[paragraph, [915.0, 430.0, 363.0, 18.0], 7_hlbkcAIW, 5725862]
[paragraph, [915.0, 448.0, 363.0, 18.0], 7_hlbkcAIW, 5725862]
[sub-section-title, [2122.0, 305.0, 352.0, 25.5], oPuCuhus5s, 5725862]
[sub-section-title, [2122.0, 330.5, 352.0, 25.5], oPuCuhus5s, 5725862]
[sub-section-title, [1749.0, 319.0, 276.0, 25.5], shoonya_5sZHO33X832IRS, 5725862]
[paragraph, [1737.0, 350.0, 368.0, 18.0], shoonya_2s5APNC4ZQ0F3X, 5725862]
[paragraph, [1737.0, 368.0, 368.0, 18.0], shoonya_2s5APNC4ZQ0F3X, 5725862]
[paragraph, [1737.0, 386.0, 368.0, 18.0], shoonya_2s5APNC4ZQ0F3X, 5725862]
[paragraph, [1737.0, 404.0, 368.0, 18.0], shoonya_2s5APNC4ZQ0F3X, 5725862]
[paragraph, [1737.0, 422.0, 368.0, 18.0], shoonya_2s5APNC4ZQ0F3X, 5725862]
[paragraph, [1737.0, 440.0, 368.0, 18.0], shoonya_2s5APNC4ZQ0F3X, 5725862]
[paragraph, [1737.0, 458.0, 368.0, 18.0], shoonya_2s5APNC4ZQ0F3X, 5725862]
[paragraph, [1737.0, 476.0, 368.0, 18.0], shoonya_2s5APNC4ZQ0F3X, 5725862]
[paragraph, [1737.0, 494.0, 368.0, 18.0], shoonya_2s5APNC4ZQ0F3X, 5725862]
[paragraph, [1737.0, 512.0, 368.0, 18.0], shoonya_2s5APNC4ZQ0F3X, 5725862]
[paragraph, [1737.0, 530.0, 368.0, 18.0], shoonya_2s5APNC4ZQ0F3X, 5725862]
[paragraph, [1737.0, 548.0, 368.0, 18.0], shoonya_2s5APNC4ZQ0F3X, 5725862]
[paragraph, [1737.0, 566.0, 368.0, 18.0], shoonya_2s5APNC4ZQ0F3X, 5725862]
[paragraph, [1737.0, 584.0, 368.0, 18.0], shoonya_2s5APNC4ZQ0F3X, 5725862]
[paragraph, [1737.0, 602.0, 368.0, 18.0], shoonya_2s5APNC4ZQ0F3X, 5725862]
[paragraph, [1737.0, 620.0, 368.0, 18.0], shoonya_2s5APNC4ZQ0F3X, 5725862]
[paragraph, [1737.0, 638.0, 368.0, 18.0], shoonya_2s5APNC4ZQ0F3X, 5725862]
[paragraph, [1737.0, 656.0, 368.0, 18.0], shoonya_2s5APNC4ZQ0F3X, 5725862]
[paragraph, [1737.0, 674.0, 368.0, 18.0], shoonya_2s5APNC4ZQ0F3X, 5725862]
[paragraph, [1737.0, 692.0, 368.0, 18.0], shoonya_2s5APNC4ZQ0F3X, 5725862]
[paragraph, [1737.0, 710.0, 368.0, 18.0], shoonya_2s5APNC4ZQ0F3X, 5725862]
[paragraph, [1737.0, 728.0, 368.0, 18.0], shoonya_2s5APNC4ZQ0F3X, 5725862]
[paragraph, [1737.0, 746.0, 368.0, 18.0], shoonya_2s5APNC4ZQ0F3X, 5725862]
[paragraph, [1737.0, 764.0, 368.0, 18.0], shoonya_2s5APNC4ZQ0F3X, 5725862]
[paragraph, [2119.0, 366.0, 361.0, 18.0], shoonya_9sKE3ULYSBU0C3, 5725862]
[paragraph, [2119.0, 384.0, 361.0, 18.0], shoonya_9sKE3ULYSBU0C3, 5725862]
[paragraph, [2119.0, 402.0, 361.0, 18.0], shoonya_9sKE3ULYSBU0C3, 5725862]
[paragraph, [2119.0, 420.0, 361.0, 18.0], shoonya_9sKE3ULYSBU0C3, 5725862]
[paragraph, [2119.0, 438.0, 361.0, 18.0], shoonya_9sKE3ULYSBU0C3, 5725862]
[paragraph, [2119.0, 456.0, 361.0, 18.0], shoonya_9sKE3ULYSBU0C3, 5725862]
[paragraph, [2119.0, 474.0, 361.0, 18.0], shoonya_9sKE3ULYSBU0C3, 5725862]
[paragraph, [2119.0, 492.0, 361.0, 18.0], shoonya_9sKE3ULYSBU0C3, 5725862]
[paragraph, [2119.0, 510.0, 361.0, 18.0], shoonya_9sKE3ULYSBU0C3, 5725862]
[paragraph, [2119.0, 528.0, 361.0, 18.0], shoonya_9sKE3ULYSBU0C3, 5725862]
[paragraph, [2119.0, 546.0, 361.0, 18.0], shoonya_9sKE3ULYSBU0C3, 5725862]
[paragraph, [2119.0, 564.0, 361.0, 18.0], shoonya_9sKE3ULYSBU0C3, 5725862]
[paragraph, [2119.0, 582.0, 361.0, 18.0], shoonya_9sKE3ULYSBU0C3, 5725862]
[paragraph, [2119.0, 600.0, 361.0, 18.0], shoonya_9sKE3ULYSBU0C3, 5725862]
[paragraph, [2119.0, 618.0, 361.0, 18.0], shoonya_9sKE3ULYSBU0C3, 5725862]
[paragraph, [2119.0, 636.0, 361.0, 18.0], shoonya_9sKE3ULYSBU0C3, 5725862]
[paragraph, [2119.0, 654.0, 361.0, 18.0], shoonya_9sKE3ULYSBU0C3, 5725862]
[paragraph, [2119.0, 672.0, 361.0, 18.0], shoonya_9sKE3ULYSBU0C3, 5725862]
[paragraph, [2119.0, 690.0, 361.0, 18.0], shoonya_9sKE3ULYSBU0C3, 5725862]
[paragraph, [2119.0, 708.0, 361.0, 18.0], shoonya_9sKE3ULYSBU0C3, 5725862]
[paragraph, [2119.0, 726.0, 361.0, 18.0], shoonya_9sKE3ULYSBU0C3, 5725862]
[paragraph, [2119.0, 744.0, 361.0, 18.0], shoonya_9sKE3ULYSBU0C3, 5725862]
[paragraph, [2119.0, 762.0, 361.0, 18.0], shoonya_9sKE3ULYSBU0C3, 5725862]
[paragraph, [2119.0, 780.0, 361.0, 18.0], shoonya_9sKE3ULYSBU0C3, 5725862]
[paragraph, [2119.0, 798.0, 361.0, 18.0], shoonya_9sKE3ULYSBU0C3, 5725862]
[paragraph, [2119.0, 816.0, 361.0, 18.0], shoonya_9sKE3ULYSBU0C3, 5725862]
[paragraph, [2119.0, 834.0, 361.0, 18.0], shoonya_9sKE3ULYSBU0C3, 5725862]
[paragraph, [2119.0, 852.0, 361.0, 18.0], shoonya_9sKE3ULYSBU0C3, 5725862]
[paragraph, [2119.0, 870.0, 361.0, 18.0], shoonya_9sKE3ULYSBU0C3, 5725862]
[paragraph, [2119.0, 888.0, 361.0, 18.0], shoonya_9sKE3ULYSBU0C3, 5725862]
[paragraph, [2119.0, 906.0, 361.0, 18.0], shoonya_9sKE3ULYSBU0C3, 5725862]
[paragraph, [2119.0, 924.0, 361.0, 18.0], shoonya_9sKE3ULYSBU0C3, 5725862]
[paragraph, [2119.0, 942.0, 361.0, 18.0], shoonya_9sKE3ULYSBU0C3, 5725862]
[paragraph, [2119.0, 960.0, 361.0, 18.0], shoonya_9sKE3ULYSBU0C3, 5725862]
[paragraph, [2119.0, 978.0, 361.0, 18.0], shoonya_9sKE3ULYSBU0C3, 5725862]
[paragraph, [2119.0, 996.0, 361.0, 18.0], shoonya_9sKE3ULYSBU0C3, 5725862]
[paragraph, [2119.0, 1014.0, 361.0, 18.0], shoonya_9sKE3ULYSBU0C3, 5725862]
[paragraph, [2119.0, 1032.0, 361.0, 18.0], shoonya_9sKE3ULYSBU0C3, 5725862]
[paragraph, [2119.0, 1050.0, 361.0, 18.0], shoonya_9sKE3ULYSBU0C3, 5725862]
[paragraph, [2119.0, 1068.0, 361.0, 18.0], shoonya_9sKE3ULYSBU0C3, 5725862]
[paragraph, [2119.0, 1086.0, 361.0, 18.0], shoonya_9sKE3ULYSBU0C3, 5725862]
[paragraph, [2119.0, 1104.0, 361.0, 18.0], shoonya_9sKE3ULYSBU0C3, 5725862]
[paragraph, [2119.0, 1122.0, 361.0, 18.0], shoonya_9sKE3ULYSBU0C3, 5725862]
[paragraph, [2119.0, 1140.0, 361.0, 18.0], shoonya_9sKE3ULYSBU0C3, 5725862]
[paragraph, [2119.0, 1158.0, 361.0, 18.0], shoonya_9sKE3ULYSBU0C3, 5725862]
[paragraph, [98.0, 646.0, 351.0, 18.0], 8p03SSPvFQ, 5725862]
[paragraph, [98.0, 664.0, 351.0, 18.0], 8p03SSPvFQ, 5725862]
[paragraph, [98.0, 682.0, 351.0, 18.0], 8p03SSPvFQ, 5725862]
[paragraph, [98.0, 700.0, 351.0, 18.0], 8p03SSPvFQ, 5725862]
[paragraph, [98.0, 718.0, 351.0, 18.0], 8p03SSPvFQ, 5725862]
[paragraph, [98.0, 736.0, 351.0, 18.0], 8p03SSPvFQ, 5725862]
[paragraph, [98.0, 754.0, 351.0, 18.0], 8p03SSPvFQ, 5725862]
[sub-section-title, [466.0, 682.0, 140.0, 25.5], lWAUyfbeBu, 5725862]
[paragraph, [466.0, 716.0, 358.0, 18.0], Ox7SZFpJt_, 5725862]
[paragraph, [466.0, 734.0, 358.0, 18.0], Ox7SZFpJt_, 5725862]
[paragraph, [466.0, 752.0, 358.0, 18.0], Ox7SZFpJt_, 5725862]
[paragraph, [466.0, 770.0, 358.0, 18.0], Ox7SZFpJt_, 5725862]
[paragraph, [466.0, 788.0, 358.0, 18.0], Ox7SZFpJt_, 5725862]
[paragraph, [466.0, 806.0, 358.0, 18.0], Ox7SZFpJt_, 5725862]
[paragraph, [466.0, 824.0, 358.0, 18.0], Ox7SZFpJt_, 5725862]
[paragraph, [466.0, 842.0, 358.0, 18.0], Ox7SZFpJt_, 5725862]
[paragraph, [466.0, 860.0, 358.0, 18.0], Ox7SZFpJt_, 5725862]
[paragraph, [466.0, 878.0, 358.0, 18.0], Ox7SZFpJt_, 5725862]
[paragraph, [466.0, 896.0, 358.0, 18.0], Ox7SZFpJt_, 5725862]
[paragraph, [466.0, 914.0, 358.0, 18.0], Ox7SZFpJt_, 5725862]
[figure-caption, [1320.0, 720.0, 305.0, 18.0], shoonya_18sKO5JZIDQ6MR, 5725862]
[sub-section-title, [918.0, 721.0, 102.0, 25.5], shoonya_10s0ESKXGIM0ZU, 5725862]
[paragraph, [913.0, 753.0, 362.0, 18.0], shoonya_0s7JHXS130YAKL, 5725862]
[paragraph, [913.0, 771.0, 362.0, 18.0], shoonya_0s7JHXS130YAKL, 5725862]
[paragraph, [913.0, 789.0, 362.0, 18.0], shoonya_0s7JHXS130YAKL, 5725862]
[paragraph, [913.0, 807.0, 362.0, 18.0], shoonya_0s7JHXS130YAKL, 5725862]
[paragraph, [913.0, 825.0, 362.0, 18.0], shoonya_0s7JHXS130YAKL, 5725862]
[paragraph, [913.0, 843.0, 362.0, 18.0], shoonya_0s7JHXS130YAKL, 5725862]
[paragraph, [913.0, 861.0, 362.0, 18.0], shoonya_0s7JHXS130YAKL, 5725862]
[paragraph, [913.0, 879.0, 362.0, 18.0], shoonya_0s7JHXS130YAKL, 5725862]
[paragraph, [913.0, 897.0, 362.0, 18.0], shoonya_0s7JHXS130YAKL, 5725862]
[paragraph, [913.0, 915.0, 362.0, 18.0], shoonya_0s7JHXS130YAKL, 5725862]
[paragraph, [913.0, 933.0, 362.0, 18.0], shoonya_0s7JHXS130YAKL, 5725862]
[paragraph, [913.0, 951.0, 362.0, 18.0], shoonya_0s7JHXS130YAKL, 5725862]
[paragraph, [913.0, 969.0, 362.0, 18.0], shoonya_0s7JHXS130YAKL, 5725862]
[paragraph, [913.0, 987.0, 362.0, 18.0], shoonya_0s7JHXS130YAKL, 5725862]
[paragraph, [913.0, 1005.0, 362.0, 18.0], shoonya_0s7JHXS130YAKL, 5725862]
[paragraph, [913.0, 1023.0, 362.0, 18.0], shoonya_0s7JHXS130YAKL, 5725862]
[paragraph, [913.0, 1041.0, 362.0, 18.0], shoonya_0s7JHXS130YAKL, 5725862]
[paragraph, [913.0, 1059.0, 362.0, 18.0], shoonya_0s7JHXS130YAKL, 5725862]
[paragraph, [913.0, 1077.0, 362.0, 18.0], shoonya_0s7JHXS130YAKL, 5725862]
[paragraph, [913.0, 1095.0, 362.0, 18.0], shoonya_0s7JHXS130YAKL, 5725862]
[paragraph, [913.0, 1113.0, 362.0, 18.0], shoonya_0s7JHXS130YAKL, 5725862]
[paragraph, [913.0, 1131.0, 362.0, 18.0], shoonya_0s7JHXS130YAKL, 5725862]
[paragraph, [913.0, 1149.0, 362.0, 18.0], shoonya_0s7JHXS130YAKL, 5725862]
[paragraph, [1295.0, 768.0, 350.0, 18.0], shoonya_14s6TBZJKQUAOD, 5725862]
[paragraph, [1295.0, 786.0, 350.0, 18.0], shoonya_14s6TBZJKQUAOD, 5725862]
[paragraph, [1295.0, 804.0, 350.0, 18.0], shoonya_14s6TBZJKQUAOD, 5725862]
[paragraph, [1295.0, 822.0, 350.0, 18.0], shoonya_14s6TBZJKQUAOD, 5725862]
[paragraph, [1295.0, 840.0, 350.0, 18.0], shoonya_14s6TBZJKQUAOD, 5725862]
[paragraph, [1295.0, 858.0, 350.0, 18.0], shoonya_14s6TBZJKQUAOD, 5725862]
[unordered-list, [102.0, 780.0, 343.0, 18.0], shoonya_6sD8ECS08991HJ, 5725862]
[unordered-list, [102.0, 798.0, 343.0, 18.0], shoonya_6sD8ECS08991HJ, 5725862]
[unordered-list, [102.0, 816.0, 343.0, 18.0], shoonya_6sD8ECS08991HJ, 5725862]
[unordered-list, [102.0, 834.0, 343.0, 18.0], shoonya_6sD8ECS08991HJ, 5725862]
[unordered-list, [102.0, 852.0, 343.0, 18.0], shoonya_6sD8ECS08991HJ, 5725862]
[paragraph, [87.0, 887.0, 366.0, 18.0], shoonya_3sNWB2YZROFGOI, 5725862]
[paragraph, [87.0, 905.0, 366.0, 18.0], shoonya_3sNWB2YZROFGOI, 5725862]
[paragraph, [87.0, 923.0, 366.0, 18.0], shoonya_3sNWB2YZROFGOI, 5725862]
[paragraph, [87.0, 941.0, 366.0, 18.0], shoonya_3sNWB2YZROFGOI, 5725862]
[paragraph, [87.0, 959.0, 366.0, 18.0], shoonya_3sNWB2YZROFGOI, 5725862]
[paragraph, [87.0, 977.0, 366.0, 18.0], shoonya_3sNWB2YZROFGOI, 5725862]
[paragraph, [87.0, 995.0, 366.0, 18.0], shoonya_3sNWB2YZROFGOI, 5725862]
[paragraph, [87.0, 1013.0, 366.0, 18.0], shoonya_3sNWB2YZROFGOI, 5725862]
[paragraph, [87.0, 1031.0, 366.0, 18.0], shoonya_3sNWB2YZROFGOI, 5725862]
[paragraph, [87.0, 1049.0, 366.0, 18.0], shoonya_3sNWB2YZROFGOI, 5725862]
[paragraph, [87.0, 1067.0, 366.0, 18.0], shoonya_3sNWB2YZROFGOI, 5725862]
[paragraph, [87.0, 1085.0, 366.0, 18.0], shoonya_3sNWB2YZROFGOI, 5725862]
[paragraph, [87.0, 1103.0, 366.0, 18.0], shoonya_3sNWB2YZROFGOI, 5725862]
[paragraph, [87.0, 1121.0, 366.0, 18.0], shoonya_3sNWB2YZROFGOI, 5725862]
[paragraph, [87.0, 1139.0, 366.0, 18.0], shoonya_3sNWB2YZROFGOI, 5725862]
[paragraph, [87.0, 1157.0, 366.0, 18.0], shoonya_3sNWB2YZROFGOI, 5725862]
[paragraph, [1297.0, 905.0, 349.0, 18.0], shoonya_16sEQ739AHA3CL, 5725862]
[paragraph, [1297.0, 923.0, 349.0, 18.0], shoonya_16sEQ739AHA3CL, 5725862]
[paragraph, [1297.0, 941.0, 349.0, 18.0], shoonya_16sEQ739AHA3CL, 5725862]
[paragraph, [1297.0, 959.0, 349.0, 18.0], shoonya_16sEQ739AHA3CL, 5725862]
[paragraph, [1297.0, 977.0, 349.0, 18.0], shoonya_16sEQ739AHA3CL, 5725862]
[paragraph, [1297.0, 995.0, 349.0, 18.0], shoonya_16sEQ739AHA3CL, 5725862]
[paragraph, [1297.0, 1013.0, 349.0, 18.0], shoonya_16sEQ739AHA3CL, 5725862]
[paragraph, [1297.0, 1031.0, 349.0, 18.0], shoonya_16sEQ739AHA3CL, 5725862]
[paragraph, [1297.0, 1049.0, 349.0, 18.0], shoonya_16sEQ739AHA3CL, 5725862]
[paragraph, [1297.0, 1067.0, 349.0, 18.0], shoonya_16sEQ739AHA3CL, 5725862]
[paragraph, [1297.0, 1091.0, 347.0, 18.0], shoonya_21sQBN519HG2KZ, 5725862]
[paragraph, [1297.0, 1109.0, 347.0, 18.0], shoonya_21sQBN519HG2KZ, 5725862]
[paragraph, [1297.0, 1127.0, 347.0, 18.0], shoonya_21sQBN519HG2KZ, 5725862]
[paragraph, [1297.0, 1145.0, 347.0, 18.0], shoonya_21sQBN519HG2KZ, 5725862]
[figure-caption, [1923.0, 1107.0, 164.0, 18.0], CNVYC4l2hS, 5725862]
[figure-caption, [1923.0, 1125.0, 164.0, 18.0], CNVYC4l2hS, 5725862]
[figure-caption, [1756.0, 1115.0, 151.0, 18.0], 4M0K4eeAx3, 5725862]
[figure-caption, [1756.0, 1133.0, 151.0, 18.0], 4M0K4eeAx3, 5725862]
