[1468, 909]
[headline, [359.0, 77.0, 217.0, 25.5], HnbVDzhITs, 5770079]
[paragraph, [79.0, 621.0, 370.0, 18.0], G0eep81Im6, 5770079]
[paragraph, [79.0, 639.0, 370.0, 18.0], G0eep81Im6, 5770079]
[paragraph, [74.0, 663.0, 377.0, 18.0], xJIudDsPSi, 5770079]
[paragraph, [74.0, 681.0, 377.0, 18.0], xJIudDsPSi, 5770079]
[paragraph, [74.0, 699.0, 377.0, 18.0], xJIudDsPSi, 5770079]
[paragraph, [74.0, 717.0, 377.0, 18.0], xJIudDsPSi, 5770079]
[paragraph, [74.0, 735.0, 377.0, 18.0], xJIudDsPSi, 5770079]
[paragraph, [74.0, 753.0, 377.0, 18.0], xJIudDsPSi, 5770079]
[paragraph, [74.0, 771.0, 377.0, 18.0], xJIudDsPSi, 5770079]
[paragraph, [74.0, 789.0, 377.0, 18.0], xJIudDsPSi, 5770079]
[paragraph, [74.0, 807.0, 377.0, 18.0], xJIudDsPSi, 5770079]
[paragraph, [74.0, 825.0, 377.0, 18.0], xJIudDsPSi, 5770079]
[paragraph, [74.0, 843.0, 377.0, 18.0], xJIudDsPSi, 5770079]
[paragraph, [74.0, 861.0, 377.0, 18.0], xJIudDsPSi, 5770079]
[paragraph, [74.0, 879.0, 377.0, 18.0], xJIudDsPSi, 5770079]
[paragraph, [74.0, 897.0, 377.0, 18.0], xJIudDsPSi, 5770079]
[paragraph, [74.0, 915.0, 377.0, 18.0], xJIudDsPSi, 5770079]
[paragraph, [74.0, 933.0, 377.0, 18.0], xJIudDsPSi, 5770079]
[paragraph, [459.0, 695.0, 331.0, 18.0], 9X7rXAmVO8, 5770079]
[paragraph, [459.0, 713.0, 331.0, 18.0], 9X7rXAmVO8, 5770079]
[paragraph, [459.0, 731.0, 331.0, 18.0], 9X7rXAmVO8, 5770079]
[paragraph, [459.0, 749.0, 331.0, 18.0], 9X7rXAmVO8, 5770079]
[paragraph, [459.0, 767.0, 331.0, 18.0], 9X7rXAmVO8, 5770079]
[paragraph, [459.0, 785.0, 331.0, 18.0], 9X7rXAmVO8, 5770079]
[paragraph, [459.0, 803.0, 331.0, 18.0], 9X7rXAmVO8, 5770079]
[paragraph, [461.0, 829.0, 363.0, 18.0], feiJwzL7tN, 5770079]
[paragraph, [461.0, 847.0, 363.0, 18.0], feiJwzL7tN, 5770079]
[paragraph, [461.0, 865.0, 363.0, 18.0], feiJwzL7tN, 5770079]
[paragraph, [460.0, 893.0, 365.0, 18.0], dFjbM8EDuW, 5770079]
[paragraph, [460.0, 911.0, 365.0, 18.0], dFjbM8EDuW, 5770079]
[paragraph, [460.0, 929.0, 365.0, 18.0], dFjbM8EDuW, 5770079]
[paragraph, [460.0, 947.0, 365.0, 18.0], dFjbM8EDuW, 5770079]
[paragraph, [460.0, 965.0, 365.0, 18.0], dFjbM8EDuW, 5770079]
[paragraph, [460.0, 983.0, 365.0, 18.0], dFjbM8EDuW, 5770079]
[paragraph, [73.0, 949.0, 374.0, 18.0], R7fbBtj9bQ, 5770079]
[paragraph, [73.0, 967.0, 374.0, 18.0], R7fbBtj9bQ, 5770079]
[paragraph, [73.0, 985.0, 374.0, 18.0], R7fbBtj9bQ, 5770079]
[paragraph, [73.0, 1003.0, 374.0, 18.0], R7fbBtj9bQ, 5770079]
[paragraph, [73.0, 1021.0, 374.0, 18.0], R7fbBtj9bQ, 5770079]
[paragraph, [73.0, 1039.0, 374.0, 18.0], R7fbBtj9bQ, 5770079]
[paragraph, [73.0, 1057.0, 374.0, 18.0], R7fbBtj9bQ, 5770079]
[paragraph, [73.0, 1075.0, 374.0, 18.0], R7fbBtj9bQ, 5770079]
[paragraph, [73.0, 1093.0, 374.0, 18.0], R7fbBtj9bQ, 5770079]
[paragraph, [73.0, 1111.0, 374.0, 18.0], R7fbBtj9bQ, 5770079]
[paragraph, [73.0, 1129.0, 374.0, 18.0], R7fbBtj9bQ, 5770079]
[paragraph, [453.0, 1002.0, 373.0, 18.0], Eep6GVHQQI, 5770079]
[paragraph, [453.0, 1020.0, 373.0, 18.0], Eep6GVHQQI, 5770079]
[paragraph, [453.0, 1038.0, 373.0, 18.0], Eep6GVHQQI, 5770079]
[paragraph, [453.0, 1056.0, 373.0, 18.0], Eep6GVHQQI, 5770079]
[paragraph, [453.0, 1074.0, 373.0, 18.0], Eep6GVHQQI, 5770079]
[paragraph, [454.0, 1105.0, 370.0, 18.0], R_x13qm-Gi, 5770079]
[paragraph, [454.0, 1123.0, 370.0, 18.0], R_x13qm-Gi, 5770079]
[paragraph, [454.0, 1141.0, 370.0, 18.0], R_x13qm-Gi, 5770079]
[paragraph, [454.0, 1159.0, 370.0, 18.0], R_x13qm-Gi, 5770079]
[paragraph, [454.0, 1177.0, 370.0, 18.0], R_x13qm-Gi, 5770079]
[paragraph, [454.0, 1195.0, 370.0, 18.0], R_x13qm-Gi, 5770079]
[paragraph, [454.0, 1213.0, 370.0, 18.0], R_x13qm-Gi, 5770079]
[paragraph, [454.0, 1231.0, 370.0, 18.0], R_x13qm-Gi, 5770079]
[paragraph, [454.0, 1249.0, 370.0, 18.0], R_x13qm-Gi, 5770079]
[paragraph, [454.0, 1267.0, 370.0, 18.0], R_x13qm-Gi, 5770079]
[paragraph, [454.0, 1285.0, 370.0, 18.0], R_x13qm-Gi, 5770079]
[paragraph, [454.0, 1303.0, 370.0, 18.0], R_x13qm-Gi, 5770079]
[paragraph, [454.0, 1321.0, 370.0, 18.0], R_x13qm-Gi, 5770079]
[paragraph, [72.0, 1154.0, 373.0, 18.0], aPoRoaaFtl, 5770079]
[paragraph, [72.0, 1172.0, 373.0, 18.0], aPoRoaaFtl, 5770079]
[paragraph, [72.0, 1190.0, 373.0, 18.0], aPoRoaaFtl, 5770079]
[paragraph, [72.0, 1208.0, 373.0, 18.0], aPoRoaaFtl, 5770079]
[paragraph, [69.0, 1235.0, 353.0, 18.0], uMsXqBIY8N, 5770079]
[paragraph, [69.0, 1253.0, 353.0, 18.0], uMsXqBIY8N, 5770079]
[paragraph, [69.0, 1271.0, 353.0, 18.0], uMsXqBIY8N, 5770079]
[paragraph, [69.0, 1289.0, 353.0, 18.0], uMsXqBIY8N, 5770079]
[paragraph, [69.0, 1307.0, 353.0, 18.0], uMsXqBIY8N, 5770079]
[paragraph, [69.0, 1325.0, 353.0, 18.0], uMsXqBIY8N, 5770079]
[paragraph, [69.0, 1343.0, 353.0, 18.0], uMsXqBIY8N, 5770079]
[paragraph, [69.0, 1361.0, 353.0, 18.0], uMsXqBIY8N, 5770079]
[paragraph, [69.0, 1379.0, 353.0, 18.0], uMsXqBIY8N, 5770079]
[reference, [689.0, 1345.0, 103.0, 18.0], MwA4FZCaQr, 5770079]
[reference, [689.0, 1363.0, 103.0, 18.0], MwA4FZCaQr, 5770079]
