[1388, 886]
[folio, [37.0, 66.0, 144.0, 18.0], shoonya_4sMYHTLZS6OBXY, 5742694]
[paragraph, [35.0, 986.0, 399.0, 18.0], shoonya_3sH651UWF256AR, 5742694]
[paragraph, [35.0, 1004.0, 399.0, 18.0], shoonya_3sH651UWF256AR, 5742694]
[paragraph, [35.0, 1022.0, 399.0, 18.0], shoonya_3sH651UWF256AR, 5742694]
[paragraph, [35.0, 1040.0, 399.0, 18.0], shoonya_3sH651UWF256AR, 5742694]
[paragraph, [35.0, 1058.0, 399.0, 18.0], shoonya_3sH651UWF256AR, 5742694]
[paragraph, [35.0, 1076.0, 399.0, 18.0], shoonya_3sH651UWF256AR, 5742694]
[paragraph, [35.0, 1094.0, 399.0, 18.0], shoonya_3sH651UWF256AR, 5742694]
[paragraph, [35.0, 1112.0, 399.0, 18.0], shoonya_3sH651UWF256AR, 5742694]
[paragraph, [35.0, 1130.0, 399.0, 18.0], shoonya_3sH651UWF256AR, 5742694]
[paragraph, [35.0, 1148.0, 399.0, 18.0], shoonya_3sH651UWF256AR, 5742694]
[paragraph, [35.0, 1166.0, 399.0, 18.0], shoonya_3sH651UWF256AR, 5742694]
[paragraph, [35.0, 1184.0, 399.0, 18.0], shoonya_3sH651UWF256AR, 5742694]
[paragraph, [35.0, 1202.0, 399.0, 18.0], shoonya_3sH651UWF256AR, 5742694]
[paragraph, [35.0, 1220.0, 399.0, 18.0], shoonya_3sH651UWF256AR, 5742694]
[paragraph, [35.0, 1238.0, 399.0, 18.0], shoonya_3sH651UWF256AR, 5742694]
[paragraph, [35.0, 1256.0, 399.0, 18.0], shoonya_3sH651UWF256AR, 5742694]
[paragraph, [35.0, 1274.0, 399.0, 18.0], shoonya_3sH651UWF256AR, 5742694]
[paragraph, [35.0, 1292.0, 399.0, 18.0], shoonya_3sH651UWF256AR, 5742694]
[paragraph, [450.0, 123.0, 396.0, 18.0], shoonya_0sSNOBQ1ZXG64R, 5742694]
[paragraph, [450.0, 141.0, 396.0, 18.0], shoonya_0sSNOBQ1ZXG64R, 5742694]
[paragraph, [450.0, 159.0, 396.0, 18.0], shoonya_0sSNOBQ1ZXG64R, 5742694]
[paragraph, [450.0, 177.0, 396.0, 18.0], shoonya_0sSNOBQ1ZXG64R, 5742694]
[paragraph, [450.0, 195.0, 396.0, 18.0], shoonya_0sSNOBQ1ZXG64R, 5742694]
[paragraph, [446.0, 233.0, 413.0, 18.0], shoonya_1sKRYQJ5KILHOI, 5742694]
[paragraph, [446.0, 251.0, 413.0, 18.0], shoonya_1sKRYQJ5KILHOI, 5742694]
[paragraph, [446.0, 269.0, 413.0, 18.0], shoonya_1sKRYQJ5KILHOI, 5742694]
[paragraph, [446.0, 287.0, 413.0, 18.0], shoonya_1sKRYQJ5KILHOI, 5742694]
[paragraph, [446.0, 305.0, 413.0, 18.0], shoonya_1sKRYQJ5KILHOI, 5742694]
[paragraph, [446.0, 323.0, 413.0, 18.0], shoonya_1sKRYQJ5KILHOI, 5742694]
[paragraph, [446.0, 341.0, 413.0, 18.0], shoonya_1sKRYQJ5KILHOI, 5742694]
[paragraph, [446.0, 359.0, 413.0, 18.0], shoonya_1sKRYQJ5KILHOI, 5742694]
[paragraph, [446.0, 377.0, 413.0, 18.0], shoonya_1sKRYQJ5KILHOI, 5742694]
[paragraph, [446.0, 395.0, 413.0, 18.0], shoonya_1sKRYQJ5KILHOI, 5742694]
[paragraph, [446.0, 413.0, 413.0, 18.0], shoonya_1sKRYQJ5KILHOI, 5742694]
[paragraph, [446.0, 431.0, 413.0, 18.0], shoonya_1sKRYQJ5KILHOI, 5742694]
[paragraph, [446.0, 449.0, 413.0, 18.0], shoonya_1sKRYQJ5KILHOI, 5742694]
[paragraph, [446.0, 467.0, 413.0, 18.0], shoonya_1sKRYQJ5KILHOI, 5742694]
[paragraph, [446.0, 485.0, 413.0, 18.0], shoonya_1sKRYQJ5KILHOI, 5742694]
[paragraph, [446.0, 503.0, 413.0, 18.0], shoonya_1sKRYQJ5KILHOI, 5742694]
[paragraph, [446.0, 521.0, 413.0, 18.0], shoonya_1sKRYQJ5KILHOI, 5742694]
[paragraph, [446.0, 539.0, 413.0, 18.0], shoonya_1sKRYQJ5KILHOI, 5742694]
[paragraph, [446.0, 557.0, 413.0, 18.0], shoonya_1sKRYQJ5KILHOI, 5742694]
[paragraph, [446.0, 575.0, 413.0, 18.0], shoonya_1sKRYQJ5KILHOI, 5742694]
[paragraph, [446.0, 593.0, 413.0, 18.0], shoonya_1sKRYQJ5KILHOI, 5742694]
[paragraph, [446.0, 611.0, 413.0, 18.0], shoonya_1sKRYQJ5KILHOI, 5742694]
[paragraph, [446.0, 629.0, 413.0, 18.0], shoonya_1sKRYQJ5KILHOI, 5742694]
[paragraph, [446.0, 647.0, 413.0, 18.0], shoonya_1sKRYQJ5KILHOI, 5742694]
[paragraph, [446.0, 665.0, 413.0, 18.0], shoonya_1sKRYQJ5KILHOI, 5742694]
[paragraph, [446.0, 683.0, 413.0, 18.0], shoonya_1sKRYQJ5KILHOI, 5742694]
[paragraph, [446.0, 701.0, 413.0, 18.0], shoonya_1sKRYQJ5KILHOI, 5742694]
[paragraph, [446.0, 719.0, 413.0, 18.0], shoonya_1sKRYQJ5KILHOI, 5742694]
[paragraph, [446.0, 737.0, 413.0, 18.0], shoonya_1sKRYQJ5KILHOI, 5742694]
[paragraph, [446.0, 755.0, 413.0, 18.0], shoonya_1sKRYQJ5KILHOI, 5742694]
[paragraph, [446.0, 773.0, 413.0, 18.0], shoonya_1sKRYQJ5KILHOI, 5742694]
[paragraph, [446.0, 791.0, 413.0, 18.0], shoonya_1sKRYQJ5KILHOI, 5742694]
[paragraph, [446.0, 809.0, 413.0, 18.0], shoonya_1sKRYQJ5KILHOI, 5742694]
[paragraph, [446.0, 827.0, 413.0, 18.0], shoonya_1sKRYQJ5KILHOI, 5742694]
[paragraph, [446.0, 845.0, 413.0, 18.0], shoonya_1sKRYQJ5KILHOI, 5742694]
[paragraph, [446.0, 863.0, 413.0, 18.0], shoonya_1sKRYQJ5KILHOI, 5742694]
[paragraph, [446.0, 881.0, 413.0, 18.0], shoonya_1sKRYQJ5KILHOI, 5742694]
[paragraph, [446.0, 899.0, 413.0, 18.0], shoonya_1sKRYQJ5KILHOI, 5742694]
[paragraph, [446.0, 917.0, 413.0, 18.0], shoonya_1sKRYQJ5KILHOI, 5742694]
[paragraph, [446.0, 935.0, 413.0, 18.0], shoonya_1sKRYQJ5KILHOI, 5742694]
[paragraph, [446.0, 953.0, 413.0, 18.0], shoonya_1sKRYQJ5KILHOI, 5742694]
[paragraph, [446.0, 971.0, 413.0, 18.0], shoonya_1sKRYQJ5KILHOI, 5742694]
[paragraph, [446.0, 989.0, 413.0, 18.0], shoonya_1sKRYQJ5KILHOI, 5742694]
[paragraph, [446.0, 1007.0, 413.0, 18.0], shoonya_1sKRYQJ5KILHOI, 5742694]
[paragraph, [446.0, 1025.0, 413.0, 18.0], shoonya_1sKRYQJ5KILHOI, 5742694]
[paragraph, [446.0, 1043.0, 413.0, 18.0], shoonya_1sKRYQJ5KILHOI, 5742694]
[paragraph, [446.0, 1061.0, 413.0, 18.0], shoonya_1sKRYQJ5KILHOI, 5742694]
[paragraph, [446.0, 1079.0, 413.0, 18.0], shoonya_1sKRYQJ5KILHOI, 5742694]
[paragraph, [446.0, 1097.0, 413.0, 18.0], shoonya_1sKRYQJ5KILHOI, 5742694]
[paragraph, [446.0, 1115.0, 413.0, 18.0], shoonya_1sKRYQJ5KILHOI, 5742694]
[paragraph, [446.0, 1133.0, 413.0, 18.0], shoonya_1sKRYQJ5KILHOI, 5742694]
[paragraph, [446.0, 1151.0, 413.0, 18.0], shoonya_1sKRYQJ5KILHOI, 5742694]
[paragraph, [446.0, 1169.0, 413.0, 18.0], shoonya_1sKRYQJ5KILHOI, 5742694]
[paragraph, [446.0, 1187.0, 413.0, 18.0], shoonya_1sKRYQJ5KILHOI, 5742694]
[paragraph, [446.0, 1205.0, 413.0, 18.0], shoonya_1sKRYQJ5KILHOI, 5742694]
[paragraph, [446.0, 1223.0, 413.0, 18.0], shoonya_1sKRYQJ5KILHOI, 5742694]
[paragraph, [446.0, 1241.0, 413.0, 18.0], shoonya_1sKRYQJ5KILHOI, 5742694]
[paragraph, [446.0, 1259.0, 413.0, 18.0], shoonya_1sKRYQJ5KILHOI, 5742694]
[paragraph, [446.0, 1277.0, 413.0, 18.0], shoonya_1sKRYQJ5KILHOI, 5742694]
[paragraph, [446.0, 1295.0, 413.0, 18.0], shoonya_1sKRYQJ5KILHOI, 5742694]
[footnote, [568.0, 1350.0, 275.0, 18.0], 8Gsq000nC8, 5742694]
