[1298, 853]
[section-title, [309.0, 69.0, 227.0, 30.0], shoonya_1sU6LYPXIUJ3U7, 5710387]
[paragraph, [42.0, 793.0, 757.0, 18.0], gwGTYC08Rw, 5710387]
[paragraph, [42.0, 811.0, 757.0, 18.0], gwGTYC08Rw, 5710387]
[paragraph, [42.0, 829.0, 757.0, 18.0], gwGTYC08Rw, 5710387]
[paragraph, [42.0, 847.0, 757.0, 18.0], gwGTYC08Rw, 5710387]
[paragraph, [42.0, 865.0, 757.0, 18.0], gwGTYC08Rw, 5710387]
[paragraph, [43.0, 888.0, 753.0, 18.0], N322E2qt2p, 5710387]
[paragraph, [43.0, 906.0, 753.0, 18.0], N322E2qt2p, 5710387]
[paragraph, [43.0, 924.0, 753.0, 18.0], N322E2qt2p, 5710387]
[paragraph, [43.0, 942.0, 753.0, 18.0], N322E2qt2p, 5710387]
[paragraph, [46.0, 980.0, 754.0, 18.0], BkKH5cE38M, 5710387]
[paragraph, [46.0, 998.0, 754.0, 18.0], BkKH5cE38M, 5710387]
[paragraph, [46.0, 1016.0, 754.0, 18.0], BkKH5cE38M, 5710387]
[paragraph, [46.0, 1034.0, 754.0, 18.0], BkKH5cE38M, 5710387]
[paragraph, [46.0, 1052.0, 754.0, 18.0], BkKH5cE38M, 5710387]
[paragraph, [46.0, 1070.0, 754.0, 18.0], BkKH5cE38M, 5710387]
[paragraph, [46.0, 1088.0, 754.0, 18.0], BkKH5cE38M, 5710387]
[paragraph, [46.0, 1106.0, 754.0, 18.0], BkKH5cE38M, 5710387]
[paragraph, [46.0, 1124.0, 754.0, 18.0], BkKH5cE38M, 5710387]
[paragraph, [46.0, 1142.0, 754.0, 18.0], BkKH5cE38M, 5710387]
[paragraph, [46.0, 1160.0, 754.0, 18.0], BkKH5cE38M, 5710387]
[paragraph, [46.0, 1178.0, 754.0, 18.0], BkKH5cE38M, 5710387]
[paragraph, [46.0, 1196.0, 754.0, 18.0], BkKH5cE38M, 5710387]
[paragraph, [46.0, 1214.0, 754.0, 18.0], BkKH5cE38M, 5710387]
