[2033, 1386]
[headline, [420.0, 106.0, 517.0, 67.5], shoonya_9sJO2C14SEHVIF, 5654643]
[paragraph, [691.0, 968.0, 634.0, 36.0], shoonya_0sDXIM88TSH1K1, 5654643]
[paragraph, [691.0, 1004.0, 634.0, 36.0], shoonya_0sDXIM88TSH1K1, 5654643]
[paragraph, [691.0, 1040.0, 634.0, 36.0], shoonya_0sDXIM88TSH1K1, 5654643]
[paragraph, [691.0, 1076.0, 634.0, 36.0], shoonya_0sDXIM88TSH1K1, 5654643]
[paragraph, [691.0, 1112.0, 634.0, 36.0], shoonya_0sDXIM88TSH1K1, 5654643]
[paragraph, [691.0, 1148.0, 634.0, 36.0], shoonya_0sDXIM88TSH1K1, 5654643]
[paragraph, [691.0, 1184.0, 634.0, 36.0], shoonya_0sDXIM88TSH1K1, 5654643]
[paragraph, [691.0, 1220.0, 634.0, 36.0], shoonya_0sDXIM88TSH1K1, 5654643]
[paragraph, [691.0, 1256.0, 634.0, 36.0], shoonya_0sDXIM88TSH1K1, 5654643]
[paragraph, [691.0, 1292.0, 634.0, 36.0], shoonya_0sDXIM88TSH1K1, 5654643]
[paragraph, [691.0, 1328.0, 634.0, 36.0], shoonya_0sDXIM88TSH1K1, 5654643]
[paragraph, [691.0, 1364.0, 634.0, 36.0], shoonya_0sDXIM88TSH1K1, 5654643]
[paragraph, [691.0, 1400.0, 634.0, 36.0], shoonya_0sDXIM88TSH1K1, 5654643]
[paragraph, [691.0, 1436.0, 634.0, 36.0], shoonya_0sDXIM88TSH1K1, 5654643]
[paragraph, [691.0, 1472.0, 634.0, 36.0], shoonya_0sDXIM88TSH1K1, 5654643]
[paragraph, [691.0, 1508.0, 634.0, 36.0], shoonya_0sDXIM88TSH1K1, 5654643]
[paragraph, [691.0, 1544.0, 634.0, 36.0], shoonya_0sDXIM88TSH1K1, 5654643]
[paragraph, [691.0, 1580.0, 634.0, 36.0], shoonya_0sDXIM88TSH1K1, 5654643]
[paragraph, [691.0, 1616.0, 634.0, 36.0], shoonya_0sDXIM88TSH1K1, 5654643]
[paragraph, [691.0, 1652.0, 634.0, 36.0], shoonya_0sDXIM88TSH1K1, 5654643]
[paragraph, [691.0, 1688.0, 634.0, 36.0], shoonya_0sDXIM88TSH1K1, 5654643]
[paragraph, [691.0, 1724.0, 634.0, 36.0], shoonya_0sDXIM88TSH1K1, 5654643]
[paragraph, [691.0, 1760.0, 634.0, 36.0], shoonya_0sDXIM88TSH1K1, 5654643]
[paragraph, [691.0, 1796.0, 634.0, 36.0], shoonya_0sDXIM88TSH1K1, 5654643]
[paragraph, [691.0, 1832.0, 634.0, 36.0], shoonya_0sDXIM88TSH1K1, 5654643]
[paragraph, [691.0, 1868.0, 634.0, 36.0], shoonya_0sDXIM88TSH1K1, 5654643]
[ordered-list, [32.0, 992.0, 639.0, 36.0], HitymsrC6s, 5654643]
[ordered-list, [32.0, 1028.0, 639.0, 36.0], HitymsrC6s, 5654643]
[paragraph, [24.0, 1080.0, 329.0, 36.0], r8qz9jIOZt, 5654643]
[paragraph, [55.0, 1154.0, 628.0, 36.0], shoonya_3sOZZ1937XYIFN, 5654643]
[paragraph, [55.0, 1190.0, 628.0, 36.0], shoonya_3sOZZ1937XYIFN, 5654643]
[paragraph, [55.0, 1226.0, 628.0, 36.0], shoonya_3sOZZ1937XYIFN, 5654643]
[paragraph, [55.0, 1262.0, 628.0, 36.0], shoonya_3sOZZ1937XYIFN, 5654643]
[paragraph, [55.0, 1298.0, 628.0, 36.0], shoonya_3sOZZ1937XYIFN, 5654643]
[paragraph, [55.0, 1334.0, 628.0, 36.0], shoonya_3sOZZ1937XYIFN, 5654643]
[paragraph, [55.0, 1370.0, 628.0, 36.0], shoonya_3sOZZ1937XYIFN, 5654643]
[paragraph, [55.0, 1406.0, 628.0, 36.0], shoonya_3sOZZ1937XYIFN, 5654643]
[paragraph, [55.0, 1442.0, 628.0, 36.0], shoonya_3sOZZ1937XYIFN, 5654643]
[paragraph, [58.0, 1487.0, 632.0, 36.0], shoonya_4s1I5ZGPJH6J1N, 5654643]
[paragraph, [58.0, 1523.0, 632.0, 36.0], shoonya_4s1I5ZGPJH6J1N, 5654643]
[paragraph, [58.0, 1559.0, 632.0, 36.0], shoonya_4s1I5ZGPJH6J1N, 5654643]
[paragraph, [58.0, 1595.0, 632.0, 36.0], shoonya_4s1I5ZGPJH6J1N, 5654643]
[paragraph, [58.0, 1631.0, 632.0, 36.0], shoonya_4s1I5ZGPJH6J1N, 5654643]
[paragraph, [58.0, 1667.0, 632.0, 36.0], shoonya_4s1I5ZGPJH6J1N, 5654643]
[paragraph, [58.0, 1703.0, 632.0, 36.0], shoonya_4s1I5ZGPJH6J1N, 5654643]
[paragraph, [58.0, 1739.0, 632.0, 36.0], shoonya_4s1I5ZGPJH6J1N, 5654643]
[paragraph, [58.0, 1775.0, 632.0, 36.0], shoonya_4s1I5ZGPJH6J1N, 5654643]
[paragraph, [58.0, 1811.0, 632.0, 36.0], shoonya_4s1I5ZGPJH6J1N, 5654643]
[paragraph, [70.0, 1867.0, 620.0, 36.0], shoonya_6sOS659UQ47FU9, 5654643]
[paragraph, [70.0, 1903.0, 620.0, 36.0], shoonya_6sOS659UQ47FU9, 5654643]
[folio, [1164.0, 1925.0, 95.0, 36.0], x59cR1GlBD, 5654643]
[folio, [516.0, 1955.0, 355.0, 36.0], 0WFi6UmJ9h, 5654643]
[footnote, [349.0, 1981.0, 690.0, 36.0], B0Q8fcSHxI, 5654643]
