[1625, 1211]
[headline, [211.0, 191.0, 409.0, 37.5], b9TaMvAMma, 5742028]
[paragraph, [77.0, 923.0, 350.0, 36.0], c1ppPZKgEc, 5742028]
[paragraph, [77.0, 959.0, 350.0, 36.0], c1ppPZKgEc, 5742028]
[paragraph, [77.0, 995.0, 350.0, 36.0], c1ppPZKgEc, 5742028]
[paragraph, [77.0, 1031.0, 350.0, 36.0], c1ppPZKgEc, 5742028]
[paragraph, [432.0, 961.0, 352.0, 36.0], PaUowxVwmh, 5742028]
[paragraph, [432.0, 997.0, 352.0, 36.0], PaUowxVwmh, 5742028]
[paragraph, [432.0, 1033.0, 352.0, 36.0], PaUowxVwmh, 5742028]
[paragraph, [432.0, 1069.0, 352.0, 36.0], PaUowxVwmh, 5742028]
[paragraph, [74.0, 1077.0, 343.0, 36.0], BI4FL8c8Bl, 5742028]
[paragraph, [74.0, 1113.0, 343.0, 36.0], BI4FL8c8Bl, 5742028]
[paragraph, [74.0, 1149.0, 343.0, 36.0], BI4FL8c8Bl, 5742028]
[paragraph, [74.0, 1185.0, 343.0, 36.0], BI4FL8c8Bl, 5742028]
[paragraph, [74.0, 1221.0, 343.0, 36.0], BI4FL8c8Bl, 5742028]
[paragraph, [74.0, 1257.0, 343.0, 36.0], BI4FL8c8Bl, 5742028]
[paragraph, [74.0, 1293.0, 343.0, 36.0], BI4FL8c8Bl, 5742028]
[paragraph, [789.0, 1083.0, 341.0, 36.0], 4C22P35nf0, 5742028]
[paragraph, [789.0, 1119.0, 341.0, 36.0], 4C22P35nf0, 5742028]
[paragraph, [789.0, 1155.0, 341.0, 36.0], 4C22P35nf0, 5742028]
[paragraph, [789.0, 1191.0, 341.0, 36.0], 4C22P35nf0, 5742028]
[paragraph, [789.0, 1227.0, 341.0, 36.0], 4C22P35nf0, 5742028]
[paragraph, [789.0, 1263.0, 341.0, 36.0], 4C22P35nf0, 5742028]
[paragraph, [789.0, 1299.0, 341.0, 36.0], 4C22P35nf0, 5742028]
[paragraph, [789.0, 1335.0, 341.0, 36.0], 4C22P35nf0, 5742028]
[paragraph, [789.0, 1371.0, 341.0, 36.0], 4C22P35nf0, 5742028]
[paragraph, [789.0, 1407.0, 341.0, 36.0], 4C22P35nf0, 5742028]
[paragraph, [789.0, 1443.0, 341.0, 36.0], 4C22P35nf0, 5742028]
[paragraph, [423.0, 1123.0, 359.0, 36.0], sXPd5q56hl, 5742028]
[paragraph, [423.0, 1159.0, 359.0, 36.0], sXPd5q56hl, 5742028]
[paragraph, [423.0, 1195.0, 359.0, 36.0], sXPd5q56hl, 5742028]
[paragraph, [423.0, 1231.0, 359.0, 36.0], sXPd5q56hl, 5742028]
[paragraph, [423.0, 1267.0, 359.0, 36.0], sXPd5q56hl, 5742028]
[paragraph, [75.0, 1333.0, 335.0, 36.0], k9Kx2D_cGj, 5742028]
[paragraph, [75.0, 1369.0, 335.0, 36.0], k9Kx2D_cGj, 5742028]
[paragraph, [75.0, 1405.0, 335.0, 36.0], k9Kx2D_cGj, 5742028]
[paragraph, [75.0, 1441.0, 335.0, 36.0], k9Kx2D_cGj, 5742028]
[paragraph, [429.0, 1336.0, 346.0, 36.0], 7IIWwVymtO, 5742028]
[paragraph, [429.0, 1372.0, 346.0, 36.0], 7IIWwVymtO, 5742028]
[paragraph, [429.0, 1408.0, 346.0, 36.0], 7IIWwVymtO, 5742028]
[paragraph, [429.0, 1444.0, 346.0, 36.0], 7IIWwVymtO, 5742028]
[author, [75.0, 1490.0, 114.0, 36.0], pEvoBfw8zv, 5742028]
