[2075, 1545]
[folio, [79.0, 38.0, 364.0, 36.0], mKJMkeNprn, 5712553]
[paragraph, [59.0, 1645.0, 733.0, 36.0], shoonya_7sXE108JZKJDIK, 5712553]
[paragraph, [59.0, 1681.0, 733.0, 36.0], shoonya_7sXE108JZKJDIK, 5712553]
[paragraph, [59.0, 1717.0, 733.0, 36.0], shoonya_7sXE108JZKJDIK, 5712553]
[paragraph, [59.0, 1753.0, 733.0, 36.0], shoonya_7sXE108JZKJDIK, 5712553]
[paragraph, [59.0, 1789.0, 733.0, 36.0], shoonya_7sXE108JZKJDIK, 5712553]
[paragraph, [59.0, 1825.0, 733.0, 36.0], shoonya_7sXE108JZKJDIK, 5712553]
[paragraph, [59.0, 1861.0, 733.0, 36.0], shoonya_7sXE108JZKJDIK, 5712553]
[paragraph, [59.0, 1897.0, 733.0, 36.0], shoonya_7sXE108JZKJDIK, 5712553]
[paragraph, [59.0, 1933.0, 733.0, 36.0], shoonya_7sXE108JZKJDIK, 5712553]
[paragraph, [59.0, 1969.0, 733.0, 36.0], shoonya_7sXE108JZKJDIK, 5712553]
[paragraph, [1058.0, 1685.0, 452.0, 36.0], shoonya_3sBW36BUZ574M7, 5712553]
[paragraph, [1058.0, 1721.0, 452.0, 36.0], shoonya_3sBW36BUZ574M7, 5712553]
[paragraph, [1058.0, 1757.0, 452.0, 36.0], shoonya_3sBW36BUZ574M7, 5712553]
[paragraph, [1058.0, 1793.0, 452.0, 36.0], shoonya_3sBW36BUZ574M7, 5712553]
[paragraph, [1058.0, 1829.0, 452.0, 36.0], shoonya_3sBW36BUZ574M7, 5712553]
[paragraph, [1058.0, 1865.0, 452.0, 36.0], shoonya_3sBW36BUZ574M7, 5712553]
[paragraph, [1061.0, 1924.0, 452.0, 36.0], 3PP_VuxJ6U, 5712553]
[paragraph, [1061.0, 1960.0, 452.0, 36.0], 3PP_VuxJ6U, 5712553]
