[1565, 1152]
[ordered-list, [566.0, 80.0, 506.0, 36.0], X1416F6KvM, 5722091]
[paragraph, [578.0, 623.0, 479.0, 36.0], shoonya_7sM0GOKYXAIDBY, 5722091]
[paragraph, [578.0, 659.0, 479.0, 36.0], shoonya_7sM0GOKYXAIDBY, 5722091]
[paragraph, [578.0, 695.0, 479.0, 36.0], shoonya_7sM0GOKYXAIDBY, 5722091]
[paragraph, [86.0, 743.0, 476.0, 36.0], shoonya_12sJIGIU4YG9LD, 5722091]
[paragraph, [86.0, 779.0, 476.0, 36.0], shoonya_12sJIGIU4YG9LD, 5722091]
[paragraph, [86.0, 815.0, 476.0, 36.0], shoonya_12sJIGIU4YG9LD, 5722091]
[paragraph, [579.0, 743.0, 477.0, 36.0], shoonya_1sTLPP3XFL8156, 5722091]
[paragraph, [579.0, 779.0, 477.0, 36.0], shoonya_1sTLPP3XFL8156, 5722091]
[paragraph, [579.0, 815.0, 477.0, 36.0], shoonya_1sTLPP3XFL8156, 5722091]
[paragraph, [579.0, 851.0, 477.0, 36.0], shoonya_1sTLPP3XFL8156, 5722091]
[paragraph, [579.0, 887.0, 477.0, 36.0], shoonya_1sTLPP3XFL8156, 5722091]
[paragraph, [86.0, 876.0, 475.0, 36.0], shoonya_11s5VO777SM57D, 5722091]
[paragraph, [86.0, 912.0, 475.0, 36.0], shoonya_11s5VO777SM57D, 5722091]
[paragraph, [86.0, 948.0, 475.0, 36.0], shoonya_11s5VO777SM57D, 5722091]
[paragraph, [86.0, 984.0, 475.0, 36.0], shoonya_11s5VO777SM57D, 5722091]
[paragraph, [86.0, 1020.0, 475.0, 36.0], shoonya_11s5VO777SM57D, 5722091]
[paragraph, [86.0, 1056.0, 475.0, 36.0], shoonya_11s5VO777SM57D, 5722091]
[paragraph, [86.0, 1092.0, 475.0, 36.0], shoonya_11s5VO777SM57D, 5722091]
[paragraph, [86.0, 1128.0, 475.0, 36.0], shoonya_11s5VO777SM57D, 5722091]
[paragraph, [86.0, 1164.0, 475.0, 36.0], shoonya_11s5VO777SM57D, 5722091]
[paragraph, [86.0, 1200.0, 475.0, 36.0], shoonya_11s5VO777SM57D, 5722091]
[paragraph, [86.0, 1236.0, 475.0, 36.0], shoonya_11s5VO777SM57D, 5722091]
[paragraph, [86.0, 1272.0, 475.0, 36.0], shoonya_11s5VO777SM57D, 5722091]
[paragraph, [86.0, 1308.0, 475.0, 36.0], shoonya_11s5VO777SM57D, 5722091]
[paragraph, [579.0, 964.0, 476.0, 36.0], shoonya_4sDW3V86F9XUE9, 5722091]
[paragraph, [579.0, 1000.0, 476.0, 36.0], shoonya_4sDW3V86F9XUE9, 5722091]
[paragraph, [579.0, 1036.0, 476.0, 36.0], shoonya_4sDW3V86F9XUE9, 5722091]
[paragraph, [579.0, 1072.0, 476.0, 36.0], shoonya_4sDW3V86F9XUE9, 5722091]
[paragraph, [580.0, 1141.0, 476.0, 36.0], shoonya_5sMF8DPOW8EXVT, 5722091]
[paragraph, [580.0, 1177.0, 476.0, 36.0], shoonya_5sMF8DPOW8EXVT, 5722091]
[paragraph, [580.0, 1213.0, 476.0, 36.0], shoonya_5sMF8DPOW8EXVT, 5722091]
[paragraph, [580.0, 1275.0, 476.0, 36.0], shoonya_2sIX3GFYAUVBTX, 5722091]
[paragraph, [580.0, 1311.0, 476.0, 36.0], shoonya_2sIX3GFYAUVBTX, 5722091]
[paragraph, [580.0, 1347.0, 476.0, 36.0], shoonya_2sIX3GFYAUVBTX, 5722091]
[paragraph, [580.0, 1383.0, 476.0, 36.0], shoonya_2sIX3GFYAUVBTX, 5722091]
[paragraph, [89.0, 1406.0, 473.0, 36.0], shoonya_14sGG1HQD8K7WD, 5722091]
